"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色"
"161612","飞行管理员","","","","0","0","1","1","飞行管理员","ff00ff0d","0","1010117","0","-1","1616","752","256","47","16","3","","0","feixing","飞行管理员","","","飞行管理员","2470","2360","","","","告辞","0","180138_16.mp3","","","","0","","ff003303"
"161613","阿格拉","","","","0","0","1","1","玛格汉兽人信使","ff00ff0d","0","1030009","0","-1","1616","1901","1934","118","120","5","","0","agela","阿格拉","玛格汉信使","","玛格汉兽人信使","2510","2511","2512","2513","","告辞","1","","","","","0","","ff003303"
"161802","阿利斯塔","","","","0","0","1","1","阿利斯塔","ff00ff0d","0","1020134","0","-1","1618","","","63","36","","","0","aoerde","阿利斯塔","","","阿利斯塔","2172","2173","2174","2175","","告辞","1","aoerde_001.mp3","aoerde_002.mp3","","","0","","ff003303"
"162401","劣人","","","","0","0","1","1","劣人","ff00ff0d","0","1020102","0","-1","1624","856","733","53","45","3","","0","lieren","劣人","","","劣人","2048","2049","2050","2051","","告辞","1","lieren_1.mp3","lieren_2.mp3","lieren_3.mp3","lieren_4.mp3","0","","ff003303"
"162402","小软","","","","0","0","1","1","小软","ff00ff0d","0","1010112","0","-1","1624","1074","662","67","41","3","","0","xiaoruan","小软","","","小软","2382","","","","","告辞","1","","","","","0","","ff003303"
"162403","大囧龟","","","","0","0","1","1","大囧龟","ff00ff0d","0","1010115","0","-1","1624","570","1166","35","72","3","","0","dajionggui","大囧龟","","","大囧龟","2382","","","","","告辞","1","","","","","0","","ff003303"
"165001","灵魂医者","","","","0","0","1","1","灵魂医者","ff00ff0d","0","1030005","0","-1","1650","","","35","21","","","0","linghunyizhe","灵魂医者","","","灵魂医者","2158","2159","2160","2161","","告辞","0","180159_03.mp3","","","","0","","ff003303"
"165101","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","65","36","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165102","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","69","33","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165103","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","58","38","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165104","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","53","37","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165105","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","50","43","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165106","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","81","8","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165107","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","86","7","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165108","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","88","13","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165109","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","75","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165110","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","84","23","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165111","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","90","72","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165112","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","85","79","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165113","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","77","77","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165114","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","74","56","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165115","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","88","54","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165116","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","41","32","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165117","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","48","35","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165118","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","28","44","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165119","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","30","53","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165120","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","36","60","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165121","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165122","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165123","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165124","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165125","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165126","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165127","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165128","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165129","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165130","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165131","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165132","黑兽","","","","0","0","1","1","黑兽","ff00ff0d","0","1010129","0","-1","1651","","","23","21","","","0","heishou","黑兽","","","黑兽","2141","2141","2141","2141","","告辞","1","","","","","0","","ff003303"
"165133","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1651","","","84","65","","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2161","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"165134","暗夜男","","","","0","0","1","1","暗夜男","ff00ff0d","0","1020117","0","-1","1651","","","84","68","","","0","anyenan","暗夜男","","","暗夜男","2088","2089","2090","2091","","告辞","1","anyenan_1.mp3","anyenan_2.mp3","anyenan_3.mp3","","0","","ff003303"
"165135","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1651","","","37","44","","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2083","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"165136","暗夜男","","","","0","0","1","1","暗夜男","ff00ff0d","0","1020117","0","-1","1651","","","41","41","","","0","anyenan","暗夜男","","","暗夜男","2088","2089","2090","2091","","告辞","1","anyenan_1.mp3","anyenan_2.mp3","anyenan_3.mp3","","0","","ff003303"
"165137","青铜龙","","","","0","0","1","1","青铜龙","ff00ff0d","0","1020117","0","-1","1651","","","25","30","","","0","nuoziduomu","青铜龙","","","青铜龙","2223","2224","2225","2226","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165201","旅馆老板","","","","0","0","1","1","旅馆老板","ff00ff0d","0","1010147","0","-1","1652","336","992","21","62","3","","0","lvdianlaoban","旅馆老板","","","旅馆老板","2256","2257","2258","2258","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165202","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1652","1888","1472","118","92","5","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"165203","布莱摩尔贵族","","","","0","0","1","1","布莱摩尔贵族","ff00ff0d","0","1020108","0","-1","1652","1824","1584","114","99","5","","0","dunhuoerdeguizu","布莱摩尔贵族","","","布莱摩尔贵族","2022","2023","2024","2220","","告辞","0","daxiaojie_1.mp3","daxiaojie_2.mp3","","","0","","ff003303"
"165204","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1652","1712","1440","107","90","3","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2083","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"165301","布莱摩尔领主","","","","0","0","1","1","布莱摩尔领主","ff00ff0d","0","1010131","0","-1","1653","","","13","48","","","0","bulaikemoer","布莱摩尔领主","","","布莱摩尔领主","2022","2023","2024","2220","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165302","角斗士奴隶","","","","0","0","1","1","角斗士奴隶","ff00ff0d","0","1030008","0","-1","1653","","","50","12","5","","0","juedoushinuli","角斗士奴隶","","","角斗士奴隶","2022","2023","2024","2220","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165303","索尔","","","","0","0","1","1","索尔","ff00ff0d","0","1030001","0","-1","1653","","","50","12","5","","0","saer","索尔","","","索尔","2188","2189","2190","2191","","告辞","0","saer_001.mp3","saer_002.mp3","saer_003.mp3","saer_004.mp3","0","","ff003303"
"165304","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1653","","","46","20","","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"165401","莫迪伦","","","","0","0","1","1","莫迪伦","ff00ff0d","0","1030002","0","-1","1654","1088","912","68","57","3","","0","maidiwen","莫迪伦","","","先知麦","2166","2167","2168","2169","","告辞","0","maidiwen_001.mp3","maidiwen_002.mp3","maidiwen_003.mp3","maidiwen_004.mp3","0","","ff003303"
"165601","竞技大师","","","","0","0","1","1","竞技大师","ff00ff0d","0","1030010","0","-1","","656","608","41","38","3","","0","jingjidashi","竞技大师","","","竞技大师","2298","","","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165701","竞技大师","","","","0","0","1","1","竞技大师","ff00ff0d","0","1030010","0","-1","","656","608","41","38","3","","0","jingjidashi","竞技大师","","","竞技大师","2298","","","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"165801","竞技大师","","","","0","0","1","1","竞技大师","ff00ff0d","0","1030010","0","-1","","656","608","41","38","3","","0","jingjidashi","竞技大师","","","竞技大师","2298","","","","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"166201","血小贱","","","","0","0","1","1","血小贱","ff00ff0d","0","1020122","0","-1","1627","973","1342","60","83","5","","0","xuexiaojian","血小贱","","","血小贱","2363","2364","2365","2366","","告辞","1","tongyong_nv_dazhaohu.mp3","","","","0","","ff003303"
"166202","食人工头首领","","","","0","0","1","1","食人工头首领","ff00ff0d","0","1010116","0","-1","1627","976","272","61","17","3","","0","xuexiaojian","食人工头首领","","","食人工头首领","2378","","","","","告辞","1","tongyong_nan_dazhaohu.mp3","","","","0","","ff003303"
"167101","方砖","","","","0","0","1","1","方砖","ff00ff0d","0","1020118","0","-1","1671","1072","1152","67","72","","","0","fangzhuan","方砖","","","方砖","2080","2081","2082","2083","","告辞","1","fangzhuan_1.mp3","fangzhuan_2.mp3","fangzhuan_3.mp3","fangzhuan_4.mp3","0","","ff003303"
"167102","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1671","976","1232","61","77","","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"167103","暗夜男","","","","0","0","1","1","暗夜男","ff00ff0d","0","1020117","0","-1","1671","1072","1280","67","80","","","0","anyenan","暗夜男","","","暗夜男","2088","2089","2090","2091","","告辞","1","anyenan_1.mp3","anyenan_2.mp3","anyenan_3.mp3","","0","","ff003303"
"167104","阿撸高的尸体","","","","0","0","1","1","阿撸高的尸体","ff00ff0d","0","1010123","0","-1","1671","1136","1200","71","75","7","14","0","alugaodeshiti","阿撸高的尸体","","","阿撸高的尸体","2278","2279","2278","2279","","告辞","1","","","","","0","","ff003303"
"167105","傻馒","","","","0","0","1","1","傻馒","ff00ff0d","0","1020105","0","-1","1671","","","38","69","","","0","shaman","傻馒","","","傻馒","2044","2045","2046","2456","","告辞","1","shaman_1.mp3","shaman_2.mp3","shaman_3.mp3","180703_06.mp3","0","","ff003303"
"167106","女潜行者","","","","0","0","1","1","女潜行者","ff00ff0d","0","1020121","0","-1","1671","","","34","74","","","0","nvzei","女潜行者","","","女潜行者","2272","2273","2274","2274","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167107","桶牛","","","","0","0","1","1","桶牛","ff00ff0d","0","1020133","0","-1","1671","","","43","72","3","","0","tongniu","桶牛","","","桶牛","2275","2276","2277","2278","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167108","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","38","32","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167109","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","32","28","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167110","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","34","35","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167111","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","30","31","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167112","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","30","38","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167113","天灾亡灵","","","","0","0","1","1","天灾亡灵","ff00ff0d","0","1010129","0","-1","1671","","","26","34","","","0","tianzaiwangling","天灾亡灵","","","天灾亡灵","2142","2143","2144","2145","","告辞","1","","","","","0","","ff003303"
"167114","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1671","","","44","86","","","0","aimuti","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","0","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"167115","大小姐","","","","0","0","1","1","大小姐","ff00ff0d","0","1020108","0","-1","1671","","","20","25","","","0","daxiaojie","大小姐","","","大小姐","2084","2085","2086","2087","","告辞","1","daxiaojie_1.mp3","daxiaojie_2.mp3","daxiaojie_3.mp3","daxiaojie_4.mp3","0","","ff003303"
"167201","艾尔索斯","","","","0","0","1","1","艾尔索斯","ff00ff0d","0","1030003","0","-1","1672","","","63","36","","","0","aersasi","艾尔索斯","<莱恩祖附身>","","呜喵王","2123","2125","2126","","","告辞","0","aersasi_1.mp3","aersasi_2.mp3","aersasi_3.mp3","","0","","ff003303"
"167202","魔狼沃戈","","","","0","0","1","1","魔狼沃戈","ff00ff0d","0","1010128","0","-1","1672","","","51","50","","","0","molangwogen","魔狼沃戈","","","魔狼沃戈","2154","2155","2156","2157","","告辞","0","molangwogen_001.mp3","molangwogen_002.mp3","molangwogen_003.mp3","molangwogen_004.mp3","0","","ff003303"
"167301","元帅","","","","0","0","1","1","元帅","ff00ff0d","0","1010131","0","-1","1673","","","76","53","","","0","wendesuoeryuanshuai","元帅","","","元帅","2217","2218","2219","2220","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167302","暴风国王","","","","0","0","1","1","暴风国王","ff00ff0d","0","1020116","0","-1","1673","","","7","65","","","0","walianguowang","暴风国王","","","暴风国王","2249","2250","2252","2250","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167303","吉MM","","","","0","0","1","1","吉MM","ff00ff0d","0","1030011","0","-1","1673","","","27","23","","","0","jianna","吉MM","","","吉MM","2217","2218","2219","2220","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167304","幽灵狼","","","","0","0","1","1","幽灵狼","ff00ff0d","0","1020134","0","-1","1673","","","29","43","","","0","luogeshi","幽灵狼","","","幽灵狼","2213","2214","2215","2216","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167305","女巫侍女","","","","0","0","1","1","女巫侍女","ff00ff0d","0","1030007","0","-1","1673","","","37","30","","","0","tabeisa","女巫侍女","","","女巫侍女","2217","2218","2219","2220","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167401","蓝龙之王","","","","0","0","1","1","蓝龙之王","ff00ff0d","0","1030012","0","-1","1674","","","51","52","","","0","maligousi","蓝龙之王","","","蓝龙之王","2220","2128","2220","2128","","告辞","0","","","","","0","","ff003303"
"167402","亨利","","","","0","0","1","1","亨利","ff00ff0d","0","1030010","0","-1","1674","","","29","43","","","0","hengli","亨利","","","亨利","2217","2218","2219","2220","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167403","查尔斯","","","","0","0","1","1","查尔斯","ff00ff0d","0","1030010","0","-1","1674","","","75","37","","","0","chaersi","查尔斯","","","查尔斯","2217","2218","2219","2220","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167404","哀木涕","","","","0","0","1","1","哀木涕","ff00ff0d","0","1020101","0","-1","1674","","","68","42","","","0","aimuti","哀木涕","","","哀木涕","2040","2041","2042","2043","","告辞","0","aimuti_1.mp3","aimuti_2.mp3","aimuti_3.mp3","aimuti_4.mp3","0","","ff003303"
"167405","傻馒","","","","0","0","1","1","傻馒","ff00ff0d","0","1020105","0","-1","1674","","","64","38","","","0","shaman","傻馒","","","傻馒","2044","2045","2046","2456","","告辞","0","shaman_1.mp3","shaman_2.mp3","shaman_3.mp3","180703_06.mp3","0","","ff003303"
"167501","大法官","","","","0","0","1","1","大法官","ff00ff0d","0","1010148","0","-1","1675","","","79","29","","","0","","大法官","","","大法官","2217","2218","2219","2220","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167502","暴风国王","","","","0","0","1","1","暴风国王","ff00ff0d","0","1020116","0","-1","1675","","","57","45","","","0","","暴风国王","陪审员","","暴风国王","2249","2250","2252","2250","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167503","凯特温娜伯爵","","","","0","0","1","1","凯特温娜伯爵","ff00ff0d","0","1010132","0","-1","1675","","","54","30","","","0","","凯特温娜伯爵","陪审员","","卡特琳娜伯爵","2131","2132","2133","2133","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167504","元帅","","","","0","0","1","1","元帅","ff00ff0d","0","1010131","0","-1","1675","","","50","45","1","","0","","元帅","陪审员","","元帅","2217","2218","2219","2220","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167505","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010148","0","-1","1675","","","55","48","","","0","","斯托姆贵族","陪审员","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167506","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010150","0","-1","1675","","","55","48","0","","0","","斯托姆贵族","陪审员","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167507","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010147","0","-1","1675","","","55","48","1","","0","","斯托姆贵族","陪审员","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167508","斯托姆贵族","","","","0","0","1","1","斯托姆贵族","ff00ff0d","0","1010146","0","-1","1675","","","55","48","2","","0","","斯托姆贵族","陪审员","","斯托姆贵族","2022","2031","2035","2217","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167509","奥希亚","","","","5","0","1","1","黑龙公主","ff00ff0d","0","1010144","0","-1","1675","","","54","30","3","","0","","黑龙公主","黑龙公主","","黑龙MM","2141","2141","2141","2141","","告辞","1","tongyong_nv_dazhaohu.mp3","tongyong_nv_shiluo01.mp3","tongyong_nv_shiluo02.mp3","tongyong_nv_xiao03.mp3","0","","ff003303"
"167510","莫迪伦","","","","0","0","1","1","莫迪伦","ff00ff0d","0","1030002","0","-1","1675","","","72","45","4","","0","","莫迪伦","","","先知麦","2166","2167","2168","2169","","告辞","1","maidiwen_001.mp3","maidiwen_002.mp3","maidiwen_003.mp3","maidiwen_004.mp3","0","","ff003303"
"167511","测试NPC","","","","0","0","1","1","测试NPC","ff00ff0d","0","1030002","0","-1","1675","","","65","60","5","","0","","测试NPC","","","测试NPC","2044","2045","2046","","","告辞","0","","","","","0","","ff003303"
"167512","测试NPC","","","","0","0","1","1","测试NPC","ff00ff0d","0","1030002","0","-1","1675","","","54","56","6","","0","","测试NPC","","","测试NPC","2131","2132","2133","","","告辞","0","","","","","0","","ff003303"
"167513","劣人","","","","0","0","1","10","劣人","ff00ff0d","0","1020102","0","-1","0","","","44","51","0","","0","","劣人","","","测试NPC","2048","2049","2050","2051","","告辞","0","lieren_1.mp3","lieren_2.mp3","lieren_3.mp3","lieren_4.mp3","0","","ff003303"
"167514","小德","","","","0","0","1","10","小德","ff00ff0d","0","1020115","0","-1","0","","","0","0","0","","0","","小德","","","测试NPC","2056","2057","2058","2059","","告辞","1","xiaode_1.mp3","xiaode_2.mp3","xiaode_3.mp3","xiaode_4.mp3","0","","ff003303"
"167515","幽灵狼","","","","0","0","1","10","幽灵狼","ff00ff0d","0","1020134","0","-1","0","","","44","51","0","","0","","幽灵狼","","","测试NPC","2213","2214","2215","2216","","告辞","0","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
"167801","天灾斥候","","","","0","0","1","1","天灾斥候","ff00ff0d","0","1010150","0","-1","1678","676","667","42","41","3","","0","","天灾斥候","","","","2299","2300","2301","","","告辞","1","tongyong_nan_dazhaohu.mp3","","tongyong_nan_daxiao.mp3","tongyong_nan_tanqi.mp3","0","","ff003303"
