"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","对应宠物技能","恢复宠物忠诚度","增加宠物经验","增加宠物寿命","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有"
"311073","49","高级追击","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","普通物理攻击杀死对方时，有55%概率对敌方其他目标追加一次攻击，伤害是正常伤害的75%。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","206073","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311074","49","高级溅射","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","普通物理攻击时有20%概率对目标周围的两个敌方单位造成溅射伤害，溅射伤害为主体伤害的30%。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","206074","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311075","49","烈火","FF00b1ff","3","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","火元素单体法术，同时有10%概率降低对方5%的物理和法术防御力，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207001","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,,"1","1"
"311076","49","霜冻","FF00b1ff","3","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","水元素单体法术，同时有10%概率降低对方3%的物理和法术攻击力，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207002","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,,"1","1"
"311077","49","陨石","FF00b1ff","3","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","土元素单体法术，同时有10%概率降低对方5%的速度，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207003","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,,"1","1"
"311078","49","雷击","FF00b1ff","3","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","雷元素单体法术，同时有10%概率驱除对方的所有增益状态。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207004","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,,"1","1"
"311079","49","地狱烈火","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","火元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方5%的物理和法术防御力，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207005","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311080","49","霜冻新星","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","水元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方3%的物理和法术攻击力，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207006","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311081","49","天崩地裂","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","土元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率降低对方5%的速度，持续3回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207007","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311082","49","雷神之怒","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","雷元素多体法术，初始攻击两个目标，宠物60级可攻击三个目标，同时有5%概率驱除对方的一项增益状态。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207008","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311083","49","壁垒击破","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","忽视对方一定物理防御强力攻击，不可被防御。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207009","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311084","49","剑舞","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","攻击三个目标，首要和次要目标伤害逐次递减。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207010","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311085","49","舍命击","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","攻击时提高10%的物理攻击力，同时物理和法术防御降低20%。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207011","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311086","49","散失之刃","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","发动时，可以在造成物理伤害同时消耗对方少量的魔法值，但物理伤害结果会降低10%。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207012","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311087","49","英勇打击","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","发动时，对方的物理伤害力越低，受到的伤害越高。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207013","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311088","49","灵魂禁锢","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","发动时有10%概率使敌人附加灵魂禁锢效果，效果持续5回合。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207014","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311089","49","法力燃烧","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","源于上古的秘法，施展群体法术攻击三个单位，同时消耗目标的魔法值，在非玩家对战中还可以将对方损失的魔法值汲取给主人使用。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207015","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
"311090","49","法术否定","FFd200ff","4","1095","本","0","1","1049","true","1","0","0","false","false","false","0","0","2","1","0","0","极强的法术防御技能，可以防御法术攻击，减少魔法伤害结果60%，持续4回合，只允许对自身使用。","学习宠物技能","","10298","打开宠物炼妖界面为宠物学习技能","","","","","207016","0","","","","false","1","","","","","","","","","","","","",,,,,,,,,,"1","3","1"
