"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"14000200","绿之潮1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000201","绿之潮1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000202","绿之潮1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000203","绿之潮1-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000204","绿之潮1-恢复变身","5","1","2000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000210","绿之潮2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000211","绿之潮2-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000220","绿之潮3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000221","绿之潮3-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000230","绿之潮4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000231","绿之潮4-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000240","绿之潮5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000241","绿之潮5-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000250","绿之潮6-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000251","绿之潮6-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000260","绿之潮7-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000261","绿之潮7-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000300","黄昏花蕾1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000301","黄昏花蕾1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000302","黄昏花蕾1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dly_4/mt3_dly_4_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000303","黄昏花蕾1-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dly_4/mt3_dly_4_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000304","黄昏花蕾1-受击结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"14000305","黄昏花蕾1-恢复变身","5","1","1700","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000400","灵熊爪击1-隐身主体","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000401","灵熊爪击1-变身特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_fs_4/mt3_fs_4_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000402","灵熊爪击1-变身","5","1","50","0","0","0","0","0","0","1050102","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000403","灵熊爪击1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000404","灵熊爪击1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000405","灵熊爪击1-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000406","灵熊爪击1-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000407","灵熊爪击1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000410","灵熊爪击2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000411","灵熊爪击2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000412","灵熊爪击2-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000413","灵熊爪击2-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000414","灵熊爪击2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000420","灵熊爪击3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000421","灵熊爪击3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000422","灵熊爪击3-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000423","灵熊爪击3-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000424","灵熊爪击3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000430","灵熊爪击4-移动","1","0","0","0","0","0","1","0","2","4","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000431","灵熊爪击4-攻击动作","0","1","0","8","1100","0","0","0","2","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000432","灵熊爪击4-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000433","灵熊爪击4-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000434","灵熊爪击4-残影消失","1","0","0","0","0","3","2","0","0","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000440","灵熊爪击5-移动","1","0","0","0","0","0","1","0","2","5","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000441","灵熊爪击5-攻击动作","0","1","0","8","1100","0","0","0","2","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000442","灵熊爪击5-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000443","灵熊爪击5-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000444","灵熊爪击5-残影消失","1","0","0","0","0","3","2","0","0","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000450","灵熊爪击6-移动","1","0","0","0","0","0","1","0","2","6","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000451","灵熊爪击6-攻击动作","0","1","0","8","1100","0","0","0","2","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000452","灵熊爪击6-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000453","灵熊爪击6-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000454","灵熊爪击6-残影消失","1","0","0","0","0","3","2","0","0","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000460","灵熊爪击虚弱现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000461","灵熊爪击1-恢复变身","5","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000462","灵熊爪击虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"14000500","心灵之眼1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000501","心灵之眼1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000502","心灵之眼1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000503","心灵之眼1-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000504","心灵之眼1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000505","心灵之眼1-恢复变身","5","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000510","心灵之眼2-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000511","心灵之眼2-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000512","心灵之眼2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000520","心灵之眼3-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000521","心灵之眼3-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000522","心灵之眼3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000530","心灵之眼4-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000531","心灵之眼4-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000532","心灵之眼4-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000540","心灵之眼5-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000541","心灵之眼5-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000542","心灵之眼5-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000550","心灵之眼6-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000551","心灵之眼6-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xinlingzhiyan/mt_xinlingzhiyan_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000552","心灵之眼6-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"14000700","纠缠根须1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000701","纠缠根须1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000702","纠缠根须1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_morizhanchang/mt_morizhanchang_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000703","纠缠根须1-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_morizhanchang/mt_morizhanchang_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000704","纠缠根须1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0",,"0","1200","200","0","0","0","0","1"
"14000705","纠缠根须1-恢复变身","5","1","1300","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000710","纠缠根须减防","4","0","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"14000720","纠缠根须PVE伤害","4","0","1000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1200","200","0","0","0","0","1"
"14000730","纠缠根须虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"14100100","绿之潮7-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14100101","绿之潮7-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"16200100","淬毒刀扇1-施法动作","0","0","0","9","600","0","0","0","0","0","188","0","0","0","0","0",,"0",,,"0",,,,,,"1"
"16200101","淬毒刀扇1-隐身主体","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200102","淬毒刀扇1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200103","淬毒刀扇1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200104","淬毒刀扇1-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200105","淬毒刀扇1-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200106","淬毒刀扇1-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200107","淬毒刀扇1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200110","淬毒刀扇2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200111","淬毒刀扇2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200112","淬毒刀扇2-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200113","淬毒刀扇2-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200114","淬毒刀扇2-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200115","淬毒刀扇2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200120","淬毒刀扇3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200121","淬毒刀扇3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200122","淬毒刀扇3-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200123","淬毒刀扇3-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200124","淬毒刀扇3-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200125","淬毒刀扇3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200130","淬毒刀扇4-移动","1","0","0","0","0","0","1","0","2","4","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200131","淬毒刀扇4-攻击动作","0","1","0","8","1100","0","0","0","2","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200132","淬毒刀扇4-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200133","淬毒刀扇4-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200134","淬毒刀扇4-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200135","淬毒刀扇4-残影消失","1","0","0","0","0","3","2","0","0","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200140","淬毒刀扇-现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200141","淬毒刀扇-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200150","淬毒刀扇首目标上毒-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200160","淬毒刀扇上毒加星-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200200","穿刺影袭-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200201","穿刺影袭-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200202","穿刺影袭-移动","1","0","0","0","0","0","0","0","8","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200203","穿刺影袭-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200204","穿刺影袭-攻击动作","0","1","0","8","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200205","穿刺影袭-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huimiedaji_shouji/mt_huimiedaji_shouji","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200206","穿刺影袭-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200210","穿刺影袭加星-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200211","穿刺影袭加星","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200300","剔骨1-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200301","剔骨1-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200302","剔骨1-移动","1","0","0","0","0","0","0","0","2","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200303","剔骨1-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200304","剔骨1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200305","剔骨1-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200306","剔骨1-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200310","剔骨2-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200311","剔骨2-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200312","剔骨2-移动","1","0","0","0","0","0","0","0","4","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200313","剔骨2-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200314","剔骨2-攻击动作","0","1","0","8","1100","0","0","0","4","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200315","剔骨2-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200316","剔骨2-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200320","剔骨3-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200321","剔骨3-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200322","剔骨3-移动","1","0","0","0","0","0","0","0","6","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200323","剔骨3-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200324","剔骨3-攻击动作","0","1","0","8","1100","0","0","0","6","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200325","剔骨3-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200326","剔骨3-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16201320","剔骨3消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200330","剔骨4-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200331","剔骨4-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200332","剔骨4-移动","1","0","0","0","0","0","0","0","8","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200333","剔骨4-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200334","剔骨4-攻击动作","0","1","0","8","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200335","剔骨4-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200336","剔骨4-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16201330","剔骨4消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200340","剔骨5-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200341","剔骨5-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200342","剔骨5-移动","1","0","0","0","0","0","0","0","2","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200343","剔骨5-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200344","剔骨5-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200345","剔骨5-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
