"id","活动类型","备注","任务类型","类型下组id","后置任务","接任务npcid","任务栏任务名称","任务名称","任务目的","任务描述","追踪显示任务名","追踪描述","寻路跳转","是否自动完成","提交任务NPC","是否可任性","任务栏任务名称（交）","任务名称（交）","任务目的（交）","任务描述（交）","追踪显示任务名（交）","追踪描述（交）","接任务对话","目标NPC对话","交任务对话","任务完成后提示","奖励","匹配奖励方式","分级奖励","任务难度"
"1060004","1060000","收集商店药品","4","6","","161301","公会-药材","公会-药材($Number$/$Number1$)","<T t=""去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","公会-药材($Number$/$Number1$)","<T t=""去寻找"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""药店可购买"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","沉鱼-药材($Number$/$Number1$)","沉鱼-药材($Number$/$Number1$)","<T t=""去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""沉鱼让你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","沉鱼-药材($Number$/$Number1$)","<T t=""沉鱼让你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","7","","8","150548","5610","","","1"
"1060005","1060000","收集宝石（10环/16点）","4","8","","161301","公会-物资","公会-物资($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""亮晶晶的石头什么的最有爱了"" c=""ff5f3e22""></T>","公会-物资($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""可获得额外奖励。"" c=""fffff2df""></T><T t=""商会可购买"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","沉鱼-物资($Number$/$Number1$)","沉鱼-物资($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""沉鱼让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""亮晶晶的石头什么的最有爱了"" c=""ff5f3e22""></T>","沉鱼-物资($Number$/$Number1$)","<T t=""沉鱼让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150548","5610","","","1"
"1060006","1060000","","2","3","","161301","公会-宣读公告","公会-宣读公告($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告，宣扬公会章程"" c=""ff5f3e22""></T>","公会-宣读公告($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告，宣扬公会章程"" c=""fffff2df""></T>","1","1","","0","闭月-宣读公告($Number$/$Number1$)","闭月-宣读公告($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告"" c=""ff5f3e22""></T>","<T t=""闭月让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告，宣扬公会章程"" c=""ff5f3e22""></T>","闭月-宣读公告($Number$/$Number1$)","<T t=""闭月让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""宣读公告，宣扬公会章程"" c=""ff5f3e22""></T>","16","","","160444","5610","","","1"
"1060007","1060000","收集商店40环装","4","7","","161301","公会-军备","公会-军备($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""看来公会也不富裕啊！"" c=""ff5f3e22""></T>","公会-军备($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""武器店可购买"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","闭月-军备($Number$/$Number1$)","闭月-军备($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""闭月让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""看来公会也不富裕啊！"" c=""ff5f3e22""></T>","闭月-军备($Number$/$Number1$)","<T t=""闭月让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150548","5610","","","1"
"1060008","1060000","","2","4","","161301","公会-张贴告示","公会-张贴告示($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示，为公会的壮大贡献力量吧!"" c=""ff5f3e22""></T>","公会-张贴告示($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示，为公会的壮大贡献力量吧!"" c=""fffff2df""></T>","1","1","","0","闭月-张贴告示($Number$/$Number1$)","闭月-张贴告示($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示"" c=""ff5f3e22""></T>","<T t=""闭月让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示，为公会的壮大贡献力量吧!"" c=""ff5f3e22""></T>","闭月-张贴告示($Number$/$Number1$)","<T t=""闭月让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""张贴告示，为公会的壮大贡献力量吧!"" c=""ff5f3e22""></T>","17","","","160445","5610","","","1"
"1060009","1060000","收集品质烹饪","4","4","","161301","公会-粮草","公会-粮草($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""兵马未动粮草先行，这是要和谁开战吗？"" c=""ff5f3e22""></T>","公会-粮草($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""公会技能可生产"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","闭月-粮草($Number$/$Number1$)","闭月-粮草($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""闭月让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""兵马未动粮草先行，这是要和谁开战吗？"" c=""ff5f3e22""></T>","闭月-粮草($Number$/$Number1$)","<T t=""闭月让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T>","7","","8","150548","5610","","","1"
"1060010","1060000","","7","5","","161301","公会-切磋","公会-切磋($Number$/$Number1$)","<T t=""去找"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下"" c=""ff5f3e22""></T>","<T t=""你去找"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下，来展现公会的实力"" c=""ff5f3e22""></T>","公会-切磋($Number$/$Number1$)","<T t=""去找"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下，来展现公会的实力"" c=""fffff2df""></T>","1","1","","1","闭月-切磋($Number$/$Number1$)","闭月-切磋($Number$/$Number1$)","<T t=""去找"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下"" c=""ff5f3e22""></T>","<T t=""闭月让你去找"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下，来展现公会的实力"" c=""ff5f3e22""></T>","闭月-切磋($Number$/$Number1$)","<T t=""闭月让你去找"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""切磋一下，来展现公会的实力"" c=""ff5f3e22""></T>","18","","","","5610","","","1"
"1060011","1060000","","6","2","","161301","公会-巡逻","公会-巡逻($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻，肃清捣乱分子"" c=""ff5f3e22""></T>","公会-巡逻($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻，肃清捣乱分子"" c=""fffff2df""></T>","3","1","","0","羞花-公会巡逻($Number$/$Number1$)","羞花-公会巡逻($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻"" c=""ff5f3e22""></T>","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻，肃清捣乱分子"" c=""ff5f3e22""></T>","羞花-公会巡逻($Number$/$Number1$)","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""巡逻，肃清捣乱分子"" c=""ff5f3e22""></T>","6","","","150540","5610","","","1"
"1060012","1060000",,"6","3","","161301","公会-历练","公会-历练($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下，要记住正义必胜"" c=""ff5f3e22""></T>","公会-历练($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下，要记住正义必胜"" c=""fffff2df""></T>","2","1",,"0","羞花-历练($Number$/$Number1$)","羞花-历练($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下"" c=""ff5f3e22""></T>","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下，要记住正义必胜"" c=""ff5f3e22""></T>","羞花-历练($Number$/$Number1$)","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""历练一下，要记住正义必胜"" c=""ff5f3e22""></T>","6","","","150540","5610","","","1"
"1060013","1060000","","6","4","","161301","公会-除恶","公会-除恶($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人，记住除恶务尽"" c=""ff5f3e22""></T>","公会-除恶($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人，记住除恶务尽"" c=""fffff2df""></T>","2","1","","0","羞花-除恶($Number$/$Number1$)","羞花-除恶($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人"" c=""ff5f3e22""></T>","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人，记住除恶务尽"" c=""ff5f3e22""></T>","羞花-除恶($Number$/$Number1$)","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""消灭恶人，记住除恶务尽"" c=""ff5f3e22""></T>","6","","","150540","5610","","","1"
"1060014","1060000","收集品质药品","4","3","","161301","公会-战备","公会-战备($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""兵马未动粮草先行，这是要和谁开战吗？"" c=""ff5f3e22""></T>","公会-战备($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""公会技能可生产"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","羞花-战备($Number$/$Number1$)","羞花-战备($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""羞花让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""兵马未动粮草先行，这是要和谁开战吗？"" c=""ff5f3e22""></T>","羞花-战备($Number$/$Number1$)","<T t=""羞花让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T>","7","","8","150548","5610","","","1"
"1060015","1060000",,"6","5","","161301","公会-惩奸","公会-惩奸($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪"" c=""ff5f3e22""></T>","<T t=""你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪真是一刻都不得清闲啊"" c=""ff5f3e22""></T>","公会-惩奸($Number$/$Number1$)","<T t=""去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪真是一刻都不得清闲啊"" c=""fffff2df""></T>","2","1",,"0","羞花-惩奸($Number$/$Number1$)","羞花-惩奸($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪"" c=""ff5f3e22""></T>","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪真是一刻都不得清闲啊"" c=""ff5f3e22""></T>","羞花-惩奸($Number$/$Number1$)","<T t=""羞花让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""清剿盗匪真是一刻都不得清闲啊"" c=""ff5f3e22""></T>","6","","","150540","5610","","","1"
"1060100","1060000","","9","1",,"161301","公会-挑战帮主","公会-挑战帮主($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己的实力"" c=""ff5f3e22""></T>","公会-挑战帮主($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""证明自己"" c=""fffff2df""></T>","1","1",,"1","闭月-挑战帮主($Number$/$Number1$)","闭月-挑战帮主($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","闭月-挑战帮主($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7",,"8","","","","","1"
"1070001","1070000",,"1","2",,"1","特殊职业日常","特殊职业日常-询问","<T t=""询问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""ff5f3e22""></T>","<T t=""询问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""ff5f3e22""></T>","特殊职业日常-询问","<T t=""询问"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""fffff2df""></T>","1","1",,"0","特殊职业日常-询问","特殊职业日常-询问","<T t=""询问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""ff5f3e22""></T>","<T t=""询问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""ff5f3e22""></T>","特殊职业日常-询问","<T t=""询问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""找你有什么事"" c=""ff5f3e22""></T>","","12","","","","","","1"
"1070002","1070000","收集40环装商店药品","4","1","","1","特殊职业日常","特殊职业日常-寻物","<T t=""去帮职业导师找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去帮职业导师找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","特殊职业日常-寻物","<T t=""去帮职业导师找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""商店可购买"" c=""fffff2df""></T>","1","0","11@13104,12@13101,13@13102,14@13100,15@13105,16@13103,18@13106,17@13107,19@13108","0","特殊职业日常-寻物","特殊职业日常-寻物","<T t=""去帮职业导师找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去帮职业导师找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","特殊职业日常-寻物","<T t=""去帮职业导师找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","","","8","","","","","1"
"1070003","1070000",,"7","8","","1","特殊职业日常","特殊职业日常-试炼","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""告诉他什么叫人外有人"" c=""ff5f3e22""></T>","特殊职业日常-试炼","<T t=""职业导师让你去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1",,"0","特殊职业日常-试炼","特殊职业日常-试炼","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""告诉他什么叫人外有人"" c=""ff5f3e22""></T>","特殊职业日常-试炼","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""告诉他什么叫人外有人"" c=""ff5f3e22""></T>","","","","",,"","","1"
"1070004","1070000",,"1","3",,"1","特殊职业日常","特殊职业日常-回复","<T t=""回复"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""回复"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""事情都办完了"" c=""ff5f3e22""></T>","特殊职业日常-回复","<T t=""回复"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""事情都办完了"" c=""fffff2df""></T>","1","1",,"0","特殊职业日常-回复","特殊职业日常-回复","<T t=""回复"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""回复"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""事情都办完了"" c=""ff5f3e22""></T>","特殊职业日常-回复","<T t=""回复"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""事情都办完了"" c=""ff5f3e22""></T>","","13","","","","","","1"
"1070005","1070000",,"7","4","","1","特殊职业日常","特殊职业日常-心魔","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""自己才是最难战胜的敌人"" c=""ff5f3e22""></T>","特殊职业日常-心魔","<T t=""职业导师让你去"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1",,"0","特殊职业日常-心魔","特殊职业日常-心魔","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""自己才是最难战胜的敌人"" c=""ff5f3e22""></T>","特殊职业日常-心魔","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""自己才是最难战胜的敌人"" c=""ff5f3e22""></T>","","","","",,"","","1"
"1080001","1080000",,"1","5","","161402","暗夜马戏团","马戏团-寻人($Number$/$Number1$)","<T t=""送信给"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""送信给"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","马戏团-寻人($Number$/$Number1$)","<T t=""送信给"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1","","0","暗夜马戏团-寻人($Number$/$Number1$)","暗夜马戏团-寻人($Number$/$Number1$)","<T t=""寻人给"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""帮职业导师寻人给"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""这个可是讨好导师的好机会啊"" c=""ff5f3e22""></T>","暗夜马戏团-寻人($Number$/$Number1$)","<T t=""帮职业导师寻人给"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","2","","","","","","1"
