"id","下一步","触发任务id","战斗ID触发","回合数触发","触发功能ID","队伍列表信息","是否判定组队状态","触发等级","道具id","条件道具ID","技能id","等级上限","是否锁屏","是否永久锁屏","按钮名称","响应按钮","按钮形状","相应战斗点位","箭头内容","界面位置","文字位置","图片名称","解锁特效","是否播放提醒动画","引导特效类别","引导特效","辅助引导特效","引导特效缩放比例","出现类型"
"32052","32053","0","","","","","","0","0","0","0","100","1","0","PetOperateDlg/back/skill5","PetOperateDlg/back/skill5","1","","<T t=""下达宠物攻击指令"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32053","0","0","","","","","","0","0","0","0","100","1","0","","","1","15","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32054","0","0","8502","2","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/cancel","CharacterOperateDlg/back/cancel","1","","<T t=""胜算较大可选择自动"" c=""ffefd9b8""></T>","2","6","","0","0","0","11066","11068","1","0"
"32060","0","0","","","","","","0","4001114","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32061","0","0","","","","","","0","4001115","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32062","0","0","","","","","","0","4001116","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32063","0","0","","","","","","0","4001117","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32064","0","0","","","","","","0","4001118","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32065","0","0","","","","","","0","4001119","0","0","3","1","0","TaskuseitemdialogUseToRemindcard/ok","TaskuseitemdialogUseToRemindcard/ok","1","","<T t=""点击使用"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32066","32067","0","8601","1","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill9","CharacterOperateDlg/back/skill9","1","","<T t=""点击捕捉"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32067","32068","0","","","","","","0","0","0","0","100","1","0","","","1","15","<T t=""点击选择捕捉目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32068","0","0","","","","","","0","0","0","0","100","1","0","PetOperateDlg/back/skill2","PetOperateDlg/back/skill2","1","","<T t=""点击防御"" c=""ffefd9b8""></T>","2","6","","0","0","0","11066","11068","1","0"
"32100","32101","0","8407","1","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32101","32102","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill1","SkillList/back/skill1","0","","<T t=""点击选择使用该技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32102","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""点击选择技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32103","32104","0","8407","2","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skillbox","CharacterOperateDlg/back/skillbox","0","","<T t=""快速释放技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32104","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32105","32106","0","8407","3","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32106","32107","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill3","SkillList/back/skill3","0","","<T t=""使用绝技技能"" c=""ffefd9b8""></T>","2","6","","0","0","0","11066","11068","1","0"
"32107","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32115","32116","0","8408","1","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32116","32117","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill1","SkillList/back/skill1","0","","<T t=""点击选择使用该技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32117","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""点击选择技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32118","32119","0","8408","2","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skillbox","CharacterOperateDlg/back/skillbox","0","","<T t=""快速释放技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32119","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32120","32121","0","8408","3","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32121","32122","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill3","SkillList/back/skill3","0","","<T t=""使用绝技技能"" c=""ffefd9b8""></T>","2","6","","0","0","0","11066","11068","1","0"
"32122","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32130","32131","0","8409","1","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32131","32132","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill1","SkillList/back/skill1","0","","<T t=""点击选择使用该技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32132","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""点击选择技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32133","32134","0","8409","2","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skillbox","CharacterOperateDlg/back/skillbox","0","","<T t=""快速释放技能"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32134","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"32135","32136","0","8409","3","","","","0","0","0","0","100","1","0","CharacterOperateDlg/back/skill","CharacterOperateDlg/back/skill","1","","<T t=""点击打开技能列表"" c=""ffefd9b8""></T>","0","7","","0","0","0","11066","11068","1","0"
"32136","32137","0","","","","","","0","0","0","0","100","1","0","SkillList/back/skill3","SkillList/back/skill3","0","","<T t=""使用绝技技能"" c=""ffefd9b8""></T>","2","6","","0","0","0","11066","11068","1","0"
"32137","0","0","","","","","","0","0","0","0","100","1","0","","","1","25","<T t=""选择一个技能目标"" c=""ffefd9b8""></T>","5","8","","0","0","0","11066","11068","1","0"
"33001","33002","0",,,"20",,,"0","0","0","0","100","1","0","UserPeticon/userIcon","UserPeticon/userIcon","1",,"<T t=""点击人物头像"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33002","33003","0","","",,,,"0","0","0","0","100","1","0","2Lable/button2","2Lable/button2","1","","<T t=""点击加点按钮"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33003","0","0",,,,,,"0","0","0","0","100","1","0","charecterjiadian/right/tuijianjiadian","charecterjiadian/right/tuijianjiadian","1",,"<T t=""点击推荐加点"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33004","33005","0",,,"19",,"1","0","0","0","0","100","1","0","TaskTracingDialog/title/team","TaskTracingDialog/title/team","1",,"<T t=""点击组队按钮"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33005","33007","0",,,,,,"0","0","0","0","100","1","0","teamdialognew/createView/shenqingrudui","teamdialognew/createView/shenqingrudui","1",,"<T t=""点击便捷组队"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33007","0","0",,,,"5",,"0","0","0","0","100","1","0","zidongpipei/bg/autobtn","zidongpipei/bg/autobtn","1",,"<T t=""点击自动匹配"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33008","33009","0",,,"21",,,"0","0","0","0","100","1","0","MainControlDlg/back/production","MainControlDlg/back/production","1",,"<T t=""点击强化按钮"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33009","33010","0",,,,,,"0","0","0","0","100","0","0","WorkshopLabelLable/button","WorkshopLabelLable/button","1",,"<T t=""此处为打造页面"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33010","33011","0",,,,,,"0","0","0","0","100","0","0","workshopdznew/right/all","workshopdznew/right/all","1",,"<T t=""此处可打造装备"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33011","0","0",,,,,,"0","0","0","0","100","0","0","WorkshopLabelLable/button3","WorkshopLabelLable/button3","1",,"<T t=""了解装备修理"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33018","33019","0",,,"23",,,"0","0","0","0","100","1","0","UserPeticon/PetIcon","UserPeticon/PetIcon","1",,"<T t=""点击宠物"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33019","33020","0",,,,,,"0","0","0","0","100","1","0","0","0","1",,"<T t=""选择当前参战的宠物"" c=""ffefd9b8""></T>","5","8",,"0","0","0","11066","11068","1","0"
"33020","33021","0",,,,,,"0","0","0","0","100","1","0","PetPropertyNew/fight","PetPropertyNew/fight","1",,"<T t=""点击休息"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33021","33022","0",,,,,,"0","0","0","0","100","1","0","0","0","1",,"<T t=""选择新获取的宠物"" c=""ffefd9b8""></T>","5","8",,"0","0","0","11066","11068","1","0"
"33022","0","0",,,,,,"0","0","0","0","100","1","0","PetPropertyNew/fight","PetPropertyNew/fight","1",,"<T t=""点击参战"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33030","33031","0",,,"22",,,"0","0","0","0","100","1","0","LogoInfo/backImage/btnzhiyin","LogoInfo/backImage/btnzhiyin","1",,"<T t=""点击成就"" c=""ffefd9b8""></T>","5","8",,"0","0","0","11066","11068","1","0"
"33031","33032","0",,,,,,"0","0","0","0","100","1","0","3zhiyinlichengcell1","3zhiyinlichengcell1","1",,"<T t=""选择20级到29级"" c=""ffefd9b8""></T>","5","8",,"0","0","0","11066","11068","1","0"
"33032","0","0",,,,,,"0","0","0","0","100","1","0","304zhiyinlichengcell2/anniu1","304zhiyinlichengcell2/anniu1","1",,"<T t=""点击领取羽蛇"" c=""ffefd9b8""></T>","0","7",,"0","0","0","11066","11068","1","0"
"33100","33101","0","","","","","","0","0","0","0","100","1","0","chatoutsimple","chatoutsimple","1","","<T t=""打开聊天界面"" c=""ffFFFF00""></T>","4","9","","0","0","0","11066","11068","1","0"
"33101","33102","0","","","","","","0","0","0","0","100","1","0","ChatOutput/ChatOutputBox/Back/title/chanel5","ChatOutput/ChatOutputBox/Back/title/chanel5","1","","<T t=""选择公会频道"" c=""ffFFFF00""></T>","5","8","","0","0","0","11066","11068","1","0"
"33102","33103","0","","","","","","0","0","0","0","100","1","0","ChatInputDlgBackGround/EmoteBtn","ChatInputDlgBackGround/EmoteBtn","1","","<T t=""选择聊天表情界面"" c=""ffFFFF00""></T>","3","3","","0","0","0","11066","11068","1","0"
"33103","33104","0","","","","","","0","0","0","0","100","1","0","insetdialog/GroupButton4","insetdialog/GroupButton4","1","","<T t=""点击常用语"" c=""ffFFFF00""></T>","4","9","","0","0","0","11066","11068","1","0"
"33104","33105","0","","","","","","0","0","0","0","100","1","0","0","0","1","","<T t=""选择要发送的话"" c=""ffFFFF00""></T>","2","6","","0","0","0","11066","11068","1","0"
"33105","0","0","","","","","","0","0","0","0","100","1","0","ChatInputDlgBackGround/SendBtn","ChatInputDlgBackGround/SendBtn","1","","<T t=""点击发送"" c=""ffFFFF00""></T>","1","5","","0","0","0","11066","11068","1","0"
