"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数"
"2131","3","7060104","紫爪","1","1","60","60级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2132","3","7070104","紫爪","1","1","70","70级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2133","3","7080104","紫爪","1","1","80","80级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2134","3","7090104","紫爪","1","1","90","90级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2135","3","7100104","紫爪","1","1","100","100级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2136","3","7030105","紫魔棒","1","1","30","30级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2137","3","7040105","紫魔棒","1","1","40","40级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2138","3","7050105","紫魔棒","1","1","50","50级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2139","3","7060105","紫魔棒","1","1","60","60级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2140","3","7070105","紫魔棒","1","1","70","70级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2141","3","7080105","紫魔棒","1","1","80","80级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2142","3","7090105","紫魔棒","1","1","90","90级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2143","3","7100105","紫魔棒","1","1","100","100级",,,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2144","3","7030106","紫法杖","1","1","30","30级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2145","3","7040106","紫法杖","1","1","40","40级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2146","3","7050106","紫法杖","1","1","50","50级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2147","3","7060106","紫法杖","1","1","60","60级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2148","3","7070106","紫法杖","1","1","70","70级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2149","3","7080106","紫法杖","1","1","80","80级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2150","3","7090106","紫法杖","1","1","90","90级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2151","3","7100106","紫法杖","1","1","100","100级",,,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2152","3","7030207","紫男衣","1","1","30","30级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2153","3","7040207","紫男衣","1","1","40","40级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2154","3","7050207","紫男衣","1","1","50","50级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2155","3","7060207","紫男衣","1","1","60","60级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2156","3","7070207","紫男衣","1","1","70","70级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2157","3","7080207","紫男衣","1","1","80","80级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2158","3","7090207","紫男衣","1","1","90","90级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2159","3","7100207","紫男衣","1","1","100","100级",,,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2160","3","7030208","紫女衣","1","1","30","30级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2161","3","7040208","紫女衣","1","1","40","40级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2162","3","7050208","紫女衣","1","1","50","50级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2163","3","7060208","紫女衣","1","1","60","60级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2164","3","7070208","紫女衣","1","1","70","70级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2165","3","7080208","紫女衣","1","1","80","80级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2166","3","7090208","紫女衣","1","1","90","90级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2167","3","7100208","紫女衣","1","1","100","100级",,,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2168","3","7030309","紫男头","1","1","30","30级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2169","3","7040309","紫男头","1","1","40","40级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2170","3","7050309","紫男头","1","1","50","50级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2171","3","7060309","紫男头","1","1","60","60级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2172","3","7070309","紫男头","1","1","70","70级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2173","3","7080309","紫男头","1","1","80","80级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2174","3","7090309","紫男头","1","1","90","90级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2175","3","7100309","紫男头","1","1","100","100级",,,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2176","3","7030310","紫女头","1","1","30","30级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2177","3","7040310","紫女头","1","1","40","40级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2178","3","7050310","紫女头","1","1","50","50级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2179","3","7060310","紫女头","1","1","60","60级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2180","3","7070310","紫女头","1","1","70","70级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2181","3","7080310","紫女头","1","1","80","80级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2182","3","7090310","紫女头","1","1","90","90级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2183","3","7100310","紫女头","1","1","100","100级",,,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2184","3","7030411","紫项链","1","1","30","30级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2185","3","7040411","紫项链","1","1","40","40级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2186","3","7050411","紫项链","1","1","50","50级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2187","3","7060411","紫项链","1","1","60","60级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2188","3","7070411","紫项链","1","1","70","70级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2189","3","7080411","紫项链","1","1","80","80级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2190","3","7090411","紫项链","1","1","90","90级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2191","3","7100411","紫项链","1","1","100","100级",,,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2192","3","7030512","紫腰带","1","1","30","30级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2193","3","7040512","紫腰带","1","1","40","40级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2194","3","7050512","紫腰带","1","1","50","50级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2195","3","7060512","紫腰带","1","1","60","60级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2196","3","7070512","紫腰带","1","1","70","70级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2197","3","7080512","紫腰带","1","1","80","80级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2198","3","7090512","紫腰带","1","1","90","90级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2199","3","7100512","紫腰带","1","1","100","100级",,,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2200","3","7030613","紫鞋","1","1","30","30级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2201","3","7040613","紫鞋","1","1","40","40级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2202","3","7050613","紫鞋","1","1","50","50级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2203","3","7060613","紫鞋","1","1","60","60级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2204","3","7070613","紫鞋","1","1","70","70级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2205","3","7080613","紫鞋","1","1","80","80级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2206","3","7090613","紫鞋","1","1","90","90级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2207","3","7100613","紫鞋","1","1","100","100级",,,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2208","3","8030101","紫剑","1","1","30","30级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2209","3","8040101","紫剑","1","1","40","40级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2210","3","8050101","紫剑","1","1","50","50级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2211","3","8060101","紫剑","1","1","60","60级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2212","3","8070101","紫剑","1","1","70","70级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2213","3","8080101","紫剑","1","1","80","80级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2214","3","8090101","紫剑","1","1","90","90级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2215","3","8100101","紫剑","1","1","100","100级",,,,,,,,,,,,,"200","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2216","3","8030102","紫锤子","1","1","30","30级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2217","3","8040102","紫锤子","1","1","40","40级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2218","3","8050102","紫锤子","1","1","50","50级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2219","3","8060102","紫锤子","1","1","60","60级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2220","3","8070102","紫锤子","1","1","70","70级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2221","3","8080102","紫锤子","1","1","80","80级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2222","3","8090102","紫锤子","1","1","90","90级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2223","3","8100102","紫锤子","1","1","100","100级",,,,,,,,,,,,,"201","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2224","3","8030103","紫匕首","1","1","30","30级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2225","3","8040103","紫匕首","1","1","40","40级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2226","3","8050103","紫匕首","1","1","50","50级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2227","3","8060103","紫匕首","1","1","60","60级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2228","3","8070103","紫匕首","1","1","70","70级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2229","3","8080103","紫匕首","1","1","80","80级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2230","3","8090103","紫匕首","1","1","90","90级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2231","3","8100103","紫匕首","1","1","100","100级",,,,,,,,,,,,,"202","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2232","3","8030104","紫爪","1","1","30","30级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2233","3","8040104","紫爪","1","1","40","40级",,,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2234","3","8050104","紫爪","1","1","50","50级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2235","3","8060104","紫爪","1","1","60","60级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2236","3","8070104","紫爪","1","1","70","70级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2237","3","8080104","紫爪","1","1","80","80级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2238","3","8090104","紫爪","1","1","90","90级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2239","3","8100104","紫爪","1","1","100","100级","",,,,,,,,,,,,"203","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2240","3","8030105","紫魔棒","1","1","30","30级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2241","3","8040105","紫魔棒","1","1","40","40级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2242","3","8050105","紫魔棒","1","1","50","50级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2243","3","8060105","紫魔棒","1","1","60","60级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2244","3","8070105","紫魔棒","1","1","70","70级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2245","3","8080105","紫魔棒","1","1","80","80级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2246","3","8090105","紫魔棒","1","1","90","90级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2247","3","8100105","紫魔棒","1","1","100","100级","",,,,,,,,,,,,"204","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2248","3","8030106","紫法杖","1","1","30","30级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2249","3","8040106","紫法杖","1","1","40","40级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2250","3","8050106","紫法杖","1","1","50","50级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2251","3","8060106","紫法杖","1","1","60","60级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2252","3","8070106","紫法杖","1","1","70","70级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2253","3","8080106","紫法杖","1","1","80","80级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2254","3","8090106","紫法杖","1","1","90","90级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2255","3","8100106","紫法杖","1","1","100","100级","",,,,,,,,,,,,"205","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2256","3","8030207","紫男衣","1","1","30","30级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2257","3","8040207","紫男衣","1","1","40","40级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2258","3","8050207","紫男衣","1","1","50","50级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2259","3","8060207","紫男衣","1","1","60","60级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2260","3","8070207","紫男衣","1","1","70","70级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2261","3","8080207","紫男衣","1","1","80","80级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2262","3","8090207","紫男衣","1","1","90","90级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2263","3","8100207","紫男衣","1","1","100","100级","",,,,,,,,,,,,"206","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2264","3","8030208","紫女衣","1","1","30","30级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2265","3","8040208","紫女衣","1","1","40","40级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2266","3","8050208","紫女衣","1","1","50","50级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2267","3","8060208","紫女衣","1","1","60","60级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2268","3","8070208","紫女衣","1","1","70","70级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2269","3","8080208","紫女衣","1","1","80","80级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2270","3","8090208","紫女衣","1","1","90","90级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2271","3","8100208","紫女衣","1","1","100","100级","",,,,,,,,,,,,"207","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2272","3","8030309","紫男头","1","1","30","30级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2273","3","8040309","紫男头","1","1","40","40级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2274","3","8050309","紫男头","1","1","50","50级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2275","3","8060309","紫男头","1","1","60","60级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2276","3","8070309","紫男头","1","1","70","70级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2277","3","8080309","紫男头","1","1","80","80级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2278","3","8090309","紫男头","1","1","90","90级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2279","3","8100309","紫男头","1","1","100","100级","",,,,,,,,,,,,"208","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2280","3","8030310","紫女头","1","1","30","30级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2281","3","8040310","紫女头","1","1","40","40级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2282","3","8050310","紫女头","1","1","50","50级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2283","3","8060310","紫女头","1","1","60","60级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2284","3","8070310","紫女头","1","1","70","70级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2285","3","8080310","紫女头","1","1","80","80级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2286","3","8090310","紫女头","1","1","90","90级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2287","3","8100310","紫女头","1","1","100","100级","",,,,,,,,,,,,"209","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2288","3","8030411","紫项链","1","1","30","30级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2289","3","8040411","紫项链","1","1","40","40级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2290","3","8050411","紫项链","1","1","50","50级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2291","3","8060411","紫项链","1","1","60","60级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2292","3","8070411","紫项链","1","1","70","70级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2293","3","8080411","紫项链","1","1","80","80级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2294","3","8090411","紫项链","1","1","90","90级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2295","3","8100411","紫项链","1","1","100","100级","",,,,,,,,,,,,"210","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2296","3","8030512","紫腰带","1","1","30","30级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2297","3","8040512","紫腰带","1","1","40","40级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2298","3","8050512","紫腰带","1","1","50","50级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2299","3","8060512","紫腰带","1","1","60","60级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2300","3","8070512","紫腰带","1","1","70","70级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2301","3","8080512","紫腰带","1","1","80","80级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2302","3","8090512","紫腰带","1","1","90","90级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2303","3","8100512","紫腰带","1","1","100","100级","",,,,,,,,,,,,"211","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2304","3","8030613","紫鞋","1","1","30","30级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2305","3","8040613","紫鞋","1","1","40","40级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2306","3","8050613","紫鞋","1","1","50","50级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2307","3","8060613","紫鞋","1","1","60","60级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2308","3","8070613","紫鞋","1","1","70","70级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2309","3","8080613","紫鞋","1","1","80","80级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2310","3","8090613","紫鞋","1","1","90","90级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"2311","3","8100613","紫鞋","1","1","100","100级","",,,,,,,,,,,,"212","3","","","","","","","","","","","","",,,"1","1","155","","",""
"3000","3","4050101","50级白装剑","2","0","4050101","复仇",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3001","3","4050102","50级白装锤","2","0","4050102","提米的手",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3002","3","4050103","50级白装匕首","2","0","4050103","斩腰之刃",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3003","3","4050104","50级白装爪","2","0","4050104","精灵之爪",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3004","3","4050105","50级白装魔棒","2","0","4050105","焚化者",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3005","3","4050106","50级白装法杖","2","0","4050106","救赎",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3006","3","4050207","50级白装男衣","2","0","4050207","士官长胸甲",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3007","3","4050208","50级白装女衣","2","0","4050208","士官长外套",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3008","3","4050309","50级白装男头盔","2","0","4050309","士官长头盔",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3009","3","4050310","50级白装女头饰","2","0","4050310","士官长头饰",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3010","3","4050411","50级白装项链","2","0","4050411","士官长项链",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3011","3","4050512","50级白装腰带","2","0","4050512","士官长腰带",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3012","3","4050613","50级白装鞋子","2","0","4050613","士官长长靴",,"",,,"","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3013","3","4060101","60级白装剑","2","0","4060101","好战者",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3014","3","4060102","60级白装锤","2","0","4060102","熔岩之力",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3015","3","4060103","60级白装匕首","2","0","4060103","火焰荆棘",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3016","3","4060104","60级白装爪","2","0","4060104","钩牙爪刺",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3017","3","4060105","60级白装魔棒","2","0","4060105","燃烧手杖",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3018","3","4060106","60级白装法杖","2","0","4060106","引火手杖",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
