"商品ID","用处（策划看）","商品名备注","商品类型","类型对应","货币1","货币2","价格1","价格2","现价1","现价2","限购类型","限购数量","限售数量","可见等级","可购买等级下限","可购买等级上限","浮动价格1","价格上限","价格下限","出售类型","商品描述"
"1086","商会用","40级鞋书","1","350407","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1087","商会用","50级鞋书","1","350507","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1088","商会用","60级鞋书","1","350607","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1089","商会用","70级鞋书","1","350707","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1090","商会用","10级项链书","1","350108","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：10' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1091","商会用","20级项链书","1","350208","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：20' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1092","商会用","30级项链书","1","350308","1",,"24000",,"24000",,"1","40","40","1","1","155","468","3","0.6","1"," <T t='等级：30' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1093","商会用","40级项链书","1","350408","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1094","商会用","50级项链书","1","350508","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1095","商会用","60级项链书","1","350608","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1096","商会用","70级项链书","1","350708","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1097","商会用","10级男头书","1","350109","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：10' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1098","商会用","20级男头书","1","350209","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：20' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1099","商会用","30级男头书","1","350309","1",,"24000",,"24000",,"1","40","40","1","1","155","468","3","0.6","1"," <T t='等级：30' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1100","商会用","40级男头书","1","350409","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1101","商会用","50级男头书","1","350509","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1102","商会用","60级男头书","1","350609","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1103","商会用","70级男头书","1","350709","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1104","商会用","10级女头书","1","350110","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：10' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1105","商会用","20级女头书","1","350210","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：20' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1106","商会用","30级女头书","1","350310","1",,"24000",,"24000",,"1","40","40","1","1","155","468","3","0.6","1"," <T t='等级：30' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1107","商会用","40级女头书","1","350410","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1108","商会用","50级女头书","1","350510","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1109","商会用","60级女头书","1","350610","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1110","商会用","70级女头书","1","350710","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1111","商会用","10级男衣书","1","350111","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：10' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1112","商会用","20级男衣书","1","350211","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：20' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1113","商会用","30级男衣书","1","350311","1",,"24000",,"24000",,"1","40","40","1","1","155","468","3","0.6","1"," <T t='等级：30' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1114","商会用","40级男衣书","1","350411","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1115","商会用","50级男衣书","1","350511","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1116","商会用","60级男衣书","1","350611","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1117","商会用","70级男衣书","1","350711","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='性别限制：男' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1118","商会用","10级女衣书","1","350112","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：10' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1119","商会用","20级女衣书","1","350212","1",,"12000",,"12000",,"1","40","40","1","1","155","234","3","0.6","1"," <T t='等级：20' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1120","商会用","30级女衣书","1","350312","1",,"24000",,"24000",,"1","40","40","1","1","155","468","3","0.6","1"," <T t='等级：30' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1121","商会用","40级女衣书","1","350412","1",,"36000",,"36000",,"1","40","40","1","1","155","702","3","0.6","1"," <T t='等级：40' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1122","商会用","50级女衣书","1","350512","1",,"180000",,"180000",,"1","20","20","1","1","155","3510","3","0.6","1"," <T t='等级：50' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1123","商会用","60级女衣书","1","350612","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","3","0.6","1"," <T t='等级：60' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1124","商会用","70级女衣书","1","350712","1",,"600000",,"600000",,"1","20","20","1","1","155","11700","3","0.6","1"," <T t='等级：70' c='FF845C33'/><B/><T t='性别限制：女' c='FF845C33'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='FF845C33'/>"
"1125","商会用","营养套餐","1","310000","1",,"36000",,"36000",,"1","10","10","1","1","155","702","1.5","0.6","1"," <T t='功能：增加宠物经验' c='FF845C33'/><B/><T t='地精科技出品，值得信赖，使用后为您的宠物增加80000经验。' c='FF845C33'/>"
"1126","商会用","高级营养套餐","1","310001","1",,"300000",,"300000",,"1","30","30","1","1","155","5850","1.5","0.6","1"," <T t='功能：增加宠物经验' c='FF845C33'/><B/><T t='地精科技出品，值得信赖，使用后为您的宠物增加800000经验。' c='FF845C33'/>"
"1127","商会用","命令之书","1","360001","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着命令光环的神秘卷轴' c='FF845C33'/>"
"1128","商会用","专注之书","1","360002","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着专注光环的神秘卷轴' c='FF845C33'/>"
"1129","商会用","风怒之书","1","360003","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着风怒光环的神秘卷轴' c='FF845C33'/>"
"1130","商会用","惩戒之书","1","360004","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着惩戒光环的神秘卷轴' c='FF845C33'/>"
"1131","商会用","自然之书","1","360005","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着自然光环的神秘卷轴' c='FF845C33'/>"
"1132","商会用","潮汐之书","1","360006","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着潮汐光环的神秘卷轴' c='FF845C33'/>"
"1133","商会用","拯救之书","1","360007","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着拯救光环的神秘卷轴' c='FF845C33'/>"
"1134","商会用","迅捷之书","1","360008","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着迅捷光环的神秘卷轴' c='FF845C33'/>"
"1135","商会用","邪恶之书","1","360009","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着邪恶光环的神秘卷轴' c='FF845C33'/>"
"1136","商会用","信念之书","1","360010","1",,"300000",,"300000",,"1","20","20","1","1","155","5850","1.2","1","1"," <T t='功能：提升光环等级' c='FF845C33'/><B/><T t='记录着信念光环的神秘卷轴' c='FF845C33'/>"
"2000","宠物商店","小软","2","500100","1",,"6000",,"6000",,"0","0","0","1","1","155",,,,,""
"2001","宠物商店","捕猎者","2","500103","1",,"7000",,"7000",,"0","0","0","1","5","155",,,,,""
"2002","宠物商店","羽蛇","2","500105","1",,"8000",,"8000",,"0","0","0","1","15","155",,,,,""
"2003","宠物商店","食人工头","2","500106","1",,"9000",,"9000",,"0","0","0","1","25","155",,,,,""
"2004","宠物商店","地精工匠","2","500109","1",,"9000",,"9000",,"0","0","0","1","25","155",,,,,""
"2005","宠物商店","剪刀手","2","500111","1",,"9000",,"9000",,"0","0","0","1","25","155",,,,,""
"2006","宠物商店","野鬼","2","500112","1",,"10000",,"10000",,"0","0","0","1","35","155",,,,,""
"2007","宠物商店","狼人","2","500115","1",,"10000",,"10000",,"0","0","0","1","35","155",,,,,
"2008","宠物商店","死灵哨兵","2","500117","1",,"10000",,"10000",,"0","0","0","1","35","155",,,,,
"2009","宠物商店","野猪","2","500118","1",,"11000",,"11000",,"0","0","0","1","45","155",,,,,
"2010","宠物商店","吸血蝙蝠","2","500121","1",,"11000",,"11000",,"0","0","0","1","45","155",,,,,
"2011","宠物商店","野猪人","2","500123","1",,"11000",,"11000",,"0","0","0","1","45","155",,,,,
"2012","宠物商店","血色猎犬","2","500124","1",,"12000",,"12000",,"0","0","0","1","55","155",,,,,
"2013","宠物商店","幽灵","2","500127","1",,"12000",,"12000",,"0","0","0","1","55","155",,,,,
"2014","宠物商店","血色士兵","2","500129","1",,"12000",,"12000",,"0","0","0","1","55","155",,,,,
"2015","宠物商店","土元素","2","500130","1",,"13000",,"13000",,"0","0","0","1","65","155",,,,,
"2016","宠物商店","半人马","2","500133","1",,"13000",,"13000",,"0","0","0","1","65","155",,,,,
"2017","宠物商店","鞭笞者","2","500135","1",,"13000",,"13000",,"0","0","0","1","65","155",,,,,
"2018","宠物商店","摧毁者","2","500136","1",,"14000",,"14000",,"0","0","0","1","70","155",,,,,
"2019","宠物商店","虚空恐魔","2","500139","1",,"14000",,"14000",,"0","0","0","1","70","155",,,,,
"2020","宠物商店","食人魔","2","500141","1",,"14000",,"14000",,"0","0","0","1","70","155",,,,,
"2021","宠物商店","绿飞龙","2","500142","1",,"15000",,"15000",,"0","0","0","1","75","155",,,,,
"2022","宠物商店","预言者","2","500145","1",,"15000",,"15000",,"0","0","0","1","75","155",,,,,
"2023","宠物商店","骨飞龙","2","500147","1",,"15000",,"15000",,"0","0","0","1","75","155",,,,,
"2024","宠物商店","炎魔使者","2","500148","1",,"16000",,"16000",,"0","0","0","1","80","155",,,,,
"2025","宠物商店","黑铁矮人","2","500151","1",,"16000",,"16000",,"0","0","0","1","80","155",,,,,
"2026","宠物商店","铁炉牧师","2","500153","1",,"16000",,"16000",,"0","0","0","1","80","155",,,,,
"2027","宠物商店","死亡骑士","2","500154","1",,"17000",,"17000",,"0","0","0","1","85","155",,,,,
"2028","宠物商店","食尸鬼","2","500157","1",,"17000",,"17000",,"0","0","0","1","85","155",,,,,
"2029","宠物商店","女妖","2","500159","1",,"17000",,"17000",,"0","0","0","1","85","155",,,,,
"3000","声望商店","天火原石","1","40008","7",,"200",,"200",,"1","10","10","1","1","155",,,,,
"3001","声望商店","风暴原石","1","40009","7",,"200",,"200",,"1","10","10","1","1","155",,,,,
"3002","声望商店","宁静原石","1","40010","7",,"200",,"200",,"1","10","10","1","1","155",,,,,
"3003","声望商店","洞察原石","1","40011","7",,"200",,"200",,"1","10","10","1","1","155",,,,,
"3004","声望商店","人物修炼丹","1","334100","7",,"10",,"10",,"1","10","10","1","1","155",,,,,
"3005","声望商店","宠物修炼丹","1","334101","7",,"10",,"10",,"1","10","10","1","1","155",,,,,
"4000","商城用","时空龙鳞","1","331350","3",,"150",,"150",,"0","0","0","1","1","155",,,,," <T t='合成高级藏宝图的必备材料。' c='FF845C33'/>"
"4001","商城用","大地龙鳞","1","331351","3",,"150",,"150",,"0","0","0","1","1","155",,,,," <T t='合成高级藏宝图的必备材料。' c='FF845C33'/>"
"4002","商城用","魔法龙鳞","1","331352","3",,"40",,"40",,"0","0","0","1","1","155",,,,," <T t='合成高级藏宝图的必备材料。' c='FF845C33'/>"
"4003","商城用","生命龙鳞","1","331353","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='合成高级藏宝图的必备材料。' c='FF845C33'/>"
"4004","商城用","梦境龙鳞","1","331354","3",,"10",,"10",,"0","0","0","1","1","155",,,,," <T t='合成高级藏宝图的必备材料。' c='FF845C33'/>"
"4005","商城用","太阳井水","1","310102","3",,"10",,"10",,"0","0","0","1","1","155",,,,," <T t='具有魔法气息的井水，据说可以令宠物回归到原始状态，重置其资质和技能。' c='FF845C33'/>"
"4006","商城用","修理工具包","1","40013","2",,"1000",,"1000",,"2","30","30","1","1","155",,,,," <T t='地精工程大师出品，可以随时随地修理身上的装备。' c='FF845C33'/><B/><T t='每周限购：30个' c='FF845C33'/>"
"4007","商城用","兽王纲要","1","310101","3",,"158",,"158",,"0","0","0","1","1","155",,,,," <T t='兽王雷克萨编写的训练宠物技巧纲要，可以提升宠物的成长。' c='FF845C33'/>"
"4008","商城用","资质培养药剂","1","310100","3",,"68",,"68",,"0","0","0","1","1","155",,,,," <T t='神奇的药剂，可以提升宠物的资质。' c='FF845C33'/>"
"4009","商城用","天火原石","1","40008","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='带有神性的石头，是强化打造武器的材料。' c='FF845C33'/>"
"4010","商城用","风暴原石","1","40009","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='带有神性的石头，是强化打造头盔的材料。' c='FF845C33'/>"
"4011","商城用","宁静原石","1","40010","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='带有神性的石头，是强化打造胸甲的材料。' c='FF845C33'/>"
"4012","商城用","洞察原石","1","40011","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='带有神性的石头，是强化打造项链、腰带、鞋子的材料。' c='FF845C33'/>"
"4013","商城用","还原卷轴·体","1","331000","3",,"25",,"25",,"0","0","0","1","1","155",,,,," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点体质属性还原为潜能点。' c='FF845C33'/>"
"4014","商城用","还原卷轴·智","1","331001","3",,"25",,"25",,"0","0","0","1","1","155",,,,," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点智慧属性还原为潜能点。' c='FF845C33'/>"
"4015","商城用","还原卷轴·力","1","331002","3",,"25",,"25",,"0","0","0","1","1","155",,,,," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点力量属性还原为潜能点。' c='FF845C33'/>"
"4016","商城用","还原卷轴·耐","1","331003","3",,"25",,"25",,"0","0","0","1","1","155",,,,," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点耐力属性还原为潜能点。' c='FF845C33'/>"
"4017","商城用","还原卷轴·敏","1","331004","3",,"25",,"25",,"0","0","0","1","1","155",,,,," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点敏捷属性还原为潜能点。' c='FF845C33'/>"
"4018","商城用","太阳井水","1","310102","3",,"10",,"6",,"2","10","10","1","1","155",,,,," <T t='具有魔法气息的井水，据说可以令宠物回归到原始状态，重置其资质和技能。' c='FF845C33'/><B/><T t='每周限购：10个' c='FF845C33'/>"
"4019","商城用","修理工具包","1","40013","3",,"10",,"10",,"0","0","0","1","1","155",,,,," <T t='地精工程大师出品，可以随时随地修理身上的装备。' c='FF845C33'/>"
"4020","商城用","永恒井水","1","310103","3",,"30",,"30",,"0","0","0","1","1","155",,,,," <T t='永恒之井的井水。拥有神奇的效果，可以重置变异宠物的资质和技能。' c='FF845C33'/>"
"4021","商城用","银箱子","1","335003","3",,"100",,"100",,"0","0","0","1","1","155",,,,," <T t='使用后获得1000000银币。' c='FF845C33'/>"
"4022","商城用","金箱子","1","335013","3",,"100",,"100",,"0","0","0","1","1","155",,,,," <T t='使用后获得10000金币。' c='FF845C33'/>"
"4023","商城用","银箱子","1","335003","2",,"10000",,"8000",,"2","1","1","1","1","155",,,,," <T t='使用后获得1000000银币。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/>"
"4024","商城用","天火原石礼包","1","337000","3",,"100",,"88",,"2","1","1","1","1","155",,,,," <T t='内含5个天火原石。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/><B/><T t='累计充值2000符石可购买此礼包' c='FF845C33'/>"
"4025","商城用","风暴原石礼包","1","337001","3",,"100",,"88",,"2","1","1","1","1","155",,,,," <T t='内含5个风暴原石。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/><B/><T t='累计充值2000符石可购买此礼包' c='FF845C33'/>"
"4026","商城用","宁静原石礼包","1","337002","3",,"100",,"88",,"2","1","1","1","1","155",,,,," <T t='内含5个宁静原石。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/><B/><T t='累计充值2000符石可购买此礼包' c='FF845C33'/>"
"4027","商城用","洞察原石礼包","1","337003","3",,"100",,"88",,"2","1","1","1","1","155",,,,," <T t='内含5个洞察原石。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/><B/><T t='累计充值2000符石可购买此礼包' c='FF845C33'/>"
"4028","商城用","宠物培养礼包","1","337004","3",,"362",,"290",,"2","1","1","1","1","155",,,,," <T t='内含1个兽王纲要和3个资质影砂。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/><B/><T t='累计充值2000符石可购买此礼包' c='FF845C33'/>"
"4029","商城用","狮鹫","1","331400","3",,"888",,"888",,"0","0","0","1","1","155",,,,," <T t='神秘坐骑，英勇无敌。' c='FF845C33'/>"
"4030","商城用","双倍经验药水","1","336010","3",,"20",,"20",,"0","0","0","1","1","155",,,,," <T t='使用后增加100点双倍点数。' c='FF845C33'/>"
"4031","商城用","浓缩染料","1","339001","3",,"68",,"68",,"0","0","0","1","1","155",,,,," <T t='非常难得的染色材料，能够改变人物头发和服饰的颜色。' c='FF845C33'/>"
"4032","商城用","活力水晶","1","335102","3",,"100",,"100",,"0","0","0","1","1","155",,,,," <T t='使用后获得500活力。' c='FF845C33'/>"
"4033","商城用","烈焰战马","1","331401","3",,"888",,"888",,"0","0","0","1","1","155",,,,," <T t='看上去很拉风的样子。' c='FF845C33'/>"
"4034","商城用","圣光礼盒","1","337012","3",,"60",,"60",,"0","0","0","1","1","155",,,,," <T t='可随机获得一本低级兽诀和一枚经验宝珠，愿圣光与你同在。' c='FF845C33'/>"
"4035","商城用","圣光礼盒","1","337012","2",,"6000",,"6000",,"2","1","1","1","1","155",,,,," <T t='可随机获得一本低级兽诀和一枚经验宝珠，愿圣光与你同在。' c='FF845C33'/><B/><T t='每周限购：1个' c='FF845C33'/>"
"4036","商城用","幸运金币","1","337943","3",,"298",,"298",,"0","0","0","1","1","155",,,,," <T t='一枚幸运金币，可以在暗月商人处抽取奖励。暗月商人每个整点都有可能出现。' c='FF845C33'/><B/><T t='每周限购：1枚' c='FF845C33'/>"
"4037","商城用","幸运银币","1","337942","3",,"58",,"58",,"0","0","0","1","1","155",,,,," <T t='一枚幸运银币，可以在血帆小贩处抽取奖励。血帆小贩每个整点都有可能出现。' c='FF845C33'/><B/><T t='每周限购：1枚' c='FF845C33'/>"
"4038","商城用","幸运金币","1","337943","3",,"298",,"268",,"2","1","1","1","1","155",,,,,"  <T t='每周半价出售一枚！ ' c='FF845C33'/><B/><T t='一枚幸运银币，可以在血帆小贩处抽取奖励。血帆小贩每个整点都有可能出现。' c='FF845C33'/><B/><T t='每周限购：1枚' c='FF845C33'/>"
"4039","商城用","幸运银币","1","337942","3",,"58",,"29",,"2","1","1","1","1","155",,,,,"  <T t='每周半价出售一枚！ ' c='FF845C33'/><B/><T t='一枚幸运银币，可以在血帆小贩处抽取奖励。血帆小贩每个整点都有可能出现。' c='FF845C33'/><B/><T t='每周限购：1枚' c='FF845C33'/>"
"5000","药店","活根草","1","320150","1",,"2000",,"2000",,"0","0","0","1","1","155",,,,,
"5001","药店","野钢花","1","320151","1",,"1500",,"1500",,"0","0","0","1","1","155",,,,,
"5002","药店","银叶草","1","320152","1",,"2000",,"2000",,"0","0","0","1","1","155",,,,,
"5003","药店","宁神花","1","320153","1",,"1500",,"1500",,"0","0","0","1","1","155",,,,,
"5004","药店","恢复合剂","1","320100","1",,"20000",,"20000",,"0","0","0","1","1","155",,,,,
"5005","药店","重生药剂","1","320105","1",,"20000",,"20000",,"0","0","0","1","1","155",,,,,
"6000","酒店","大碗番茄浓汤","1","32014","1",,"100000",,"100000",,"0","0","0","1","1","155",,,,,""
"6001","酒店","大碗翡翠浓汤","1","32015","1",,"100000",,"100000",,"0","0","0","1","1","155",,,,,""
"6002","酒店","番茄浓汤","1","32037","1",,"10000",,"10000",,"0","0","0","1","1","155",,,,,""
"6003","酒店","翡翠浓汤","1","32038","1",,"10000",,"10000",,"0","0","0","1","1","155",,,,,""
"7000","兵器铺","恶魔弯刀","1","4040101","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7001","兵器铺","高能魔棒","1","4040102","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7002","兵器铺","灼热之刺","1","4040103","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7003","兵器铺","锋刃之爪","1","4040104","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7004","兵器铺","吉安娜火杖","1","4040105","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7005","兵器铺","导能法杖","1","4040106","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
