"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"56027","0","","0","1","TRUE","","0","2","150002","","1","0","","","95011","0","普通攻击战士领袖","","","","","",""
"56028","0","","0","1","TRUE","","0","2","150002","","1","0","","","95012","0","普通攻击法师领袖","","","","","",""
"56029","0","","0","1","TRUE","","0","2","180025","","1","0","","","","0","辛德拉苟萨施放技能","","","","","",""
"56180","0","","0","1","TRUE","","0","2","713002","","1","0","","","95029","0","新手战斗，战士嘲讽喊话","卑鄙的亡灵，居然攻击无辜的平民。","","","","",""
"56181","0","","0","1","TRUE","","0","2","160002","","1","0","","","95009","0","牧师第一回合治疗主角","冒险者，你没事吧？","","Aichat/anduyin_01.mp3","","",""
"56182","0","","0","1","TRUE","","0","2","160002","","1","0","","","95009","0","牧师释放治疗技能","","","","","",""
"56183","0","","0","1","TRUE","","0","2","140002","","1","0","","","","0","新手战斗德鲁伊释放绿之潮","","","","","",""
"56184","0","","0","1","TRUE","","0","2","140003","","1","0","","","","0","新手战斗德鲁伊释放黄昏花蕾","","","","","",""
"56185","0","","0","1","TRUE","","0","2","751003","","1","0","","","95030","0","新手战斗法师羊冰龙","","","","","",""
"56186","0","","0","1","TRUE","","0","2","150002","","1","0","","","","0","新手战斗法师单秒","","","","","",""
"56187","0","","0","1","TRUE","","0","2","150002","","1","0","","","95031","0","新手战斗，单秒战士29400","为了艾尔索斯！","","","","",""
"56188","0","","0","1","TRUE","","0","2","150002","","1","0","","","95032","0","新手战斗，单秒小德29401","为了艾尔索斯！","","","","",""
"56189","0","","0","1","TRUE","","0","2","150002","","1","0","","","95033","0","新手战斗，单秒法师29402","为了艾尔索斯！","","Aichat/nanwuyao_001.mp3","","",""
"56190","0","","0","1","TRUE","","0","2","150002","","1","0","","","95034","0","新手战斗，单秒牧师29403","为了艾尔索斯！","","Aichat/nanwuyao_001.mp3","","",""
"56191","0","","0","1","TRUE","","0","10","","","","","","","","0","辛德拉苟萨吼叫","","","","","",""
"56192","0","","0","1","TRUE","","0","2","180000","","1","0","","","","0","新手战斗，艾尔索斯群法技能","别想逃！","","","","",""
"56193","0","","0","1","TRUE","","0","2","180000","","1","0","","","","0","阿尔萨斯群法技能","","","","","",""
"56194","0","","0","1","TRUE","","0","2","161005","","1","0","","","","0","新手战斗，索尔释放狂热 图腾","","","","","",""
"56195","0","","0","1","TRUE","","0","","","","","","","","95002","1","新手战斗主角喊话","喂，喂，我是无辜的，要不我先走了，你们继续打。","","Aichat/zhujue_001.mp3","","",""
"56196","0","","0","1","TRUE","","0","12","","","","","","29405@11","95002","1","新手战斗主角召唤萨尔","欺人太甚，我跟你们拼了！","","Aichat/zhujue_002.mp3","","",""
"56197","0","","0","1","TRUE","","0","","","","","","","","95002","1","新手战斗主角喊话","怎么回事，这股力量...我控制不住了。","","Aichat/zhujue_003.mp3","","",""
"56020","0","","0","1","TRUE","","0","2","150001","","1","0","","","94006","0","方砖嘲讽大小姐","大小姐那个傻娘们儿，唉","","Aichat/fangzhuang_001.mp3","","",""
"56021","0","","0","1","TRUE","","0","2","120001","","1","0","","","94006","0","大小姐攻击","","","","","",""
"56022","0","","0","1","TRUE","","0","2","160004","","1","0","","","95015","0","","阿男，交给你了。","","Aichat/daxiaojie_001.mp3","","",""
"56023","0","","0","1","TRUE","","0","12","","","","","","29526@11;29527@12;29528@13","95002","1","","","","","","",""
"56024","0","","0","1","TRUE","","0","2","771001","","200","0","","","","0","","你太弱了。","","Aichat/shaman_001.mp3","","",""
"56025","0","","0","1","TRUE","","0","","","","","","","","","0","","傻馒...","","","","",""
"56030","0","","0","1","TRUE","","0","","","","","","","","","0","","（莱恩祖）不得不说你们的勇气可嘉。","","Aichat/naiaozu_001.mp3","","",""
"56031","0","","0","1","TRUE","","0","2","180003","","1","0","","","95005","0","","（莱恩祖）哦？你不知道么？你该仔细想想，阿撸高是从哪里召唤出这些狼人来的？","","","","",""
"56032","0","","0","1","TRUE","","0","2","180003","","1","0","","","95006","0","","（莱恩祖）别急，很快就轮到你了，戈德瑞的残渣。","","","","",""
"56033","0","","0","1","TRUE","","0","","","","","","","","","0","","（莱恩祖）事实上我觉得，像你这样的东西，变成神孽才是最好的选择。","","","","",""
"56034","0","","0","1","TRUE","","0","2","150001","","300","0","","","","0","","让你见识下我真正实力吧！","","Aichat/naiaozu_002.mp3","","",""
"56035","0","","0","1","TRUE","","0","","","","","","","","95002","1","","莱恩祖，你的目的到底是什么？","","","","",""
"56036","0","","0","1","TRUE","","0","","","","","","","","95002","1","","你的行为，就连深渊的魔鬼都感到邪恶。","","","","",""
"56037","0","","0","1","TRUE","","0","4","","","","","","","","0","","（愤怒）吼~","","","","",""
"56038","0","","0","1","TRUE","","0","","","","","","","","","0","","哀木涕葛葛！","","","","",""
"56039","0","","0","1","TRUE","","0","","","","","","","","95002","1","","我理解你们得痛苦，与对不公正待遇的怨恨。","","","","",""
"56040","0","","0","1","TRUE","","0","","","","","","","","","0","","但是这些毫无意义！","","","","",""
"56041","0","","0","1","TRUE","","0","","","","","","","","","0","","我也了解金币被人抢走的痛苦。","","","","",""
"56042","0","","0","1","TRUE","","0","","","","","","","","","0","","哀木涕你个蠢货，他们说的不是这个。","","","","",""
"56050","0","","0","1","TRUE","","0","","","","","","","","","0","寒冰王子喊话","来到这里，然后死去，便是你的命运。","","","","",""
"56051","0","","0","1","TRUE","","0","","","","","","","","95002","1","主角喊话","如果真的有宿命，那么我的战斗还没到结束的时候。","","","","",""
"56052","0","","0","1","TRUE","","0","","","","","","","","95002","1","","","","","","",""
"56053","0","","0","1","TRUE","","0","","","","","","","","","0","寒冰王子喊话","我的忠实仆人，将他们杀死吧。","","Aichat/hanbingwangzi_001.mp3","","",""
"56054","0","","0","1","TRUE","","0","","","","","","","","","0","卡尔加喊话","好的，主人。","","Aichat/kaerjia_001.mp3","","",""
"56055","0","","0","1","TRUE","","0","","","","","","","","","0","小野猪人喊话","愿为主人效劳。","","","","",""
"56056","0","","0","1","TRUE","","0","2","180015","","1","0","","","","0","寒冰王子喊话","不，这不可能？","","","","",""
"56057","0","","0","1","TRUE","","0","","","","","","","","","0","主角喊话","我记得，那个时代的传说，阿吉莫根孤身挡住燃烧军团的千军万马，他伟岸的身躯，至死也不曾倒下。","","","","",""
"56058","0","","0","1","TRUE","","0","2","180012","","1","0","","","95004","0","卡尔加打主角残血","","","","","",""
"56059","0","","0","1","TRUE","","0","","","","","","","","","0","阿吉莫根喊话","我诱到你身上有股邪恶气息。","","","","",""
"56060","0","","0","1","TRUE","","0","2","180020","","1","0","","","95009","0","阿吉莫根之力（满血）","阿吉莫根之力","","","","",""
"56061","0","","0","1","TRUE","","0","2","180021","","1","0","","","95009","0","阿吉莫根之怒（buff无限加成）","阿吉莫根之怒","","","","",""
"56062","0","","0","1","TRUE","","0","","","","","","","","","0","","这就是银松森林么？","","","","",""
"56063","0","","0","1","TRUE","","0","","","","","","","","","0","","怎么出现这么多亡灵啊？","","","","",""
"56064","0","","0","1","TRUE","","0",,,,,,,"","95002","1",,"银松森林不是黑暗女士的地盘么，怎么会有天灾出现。","","","","",
"56074","0","","0","1","TRUE","","0",,,,,,,"",,"0",,"哀木涕你个废物，也想代表部落出使联盟吗？","","","","",
"56077","0","","0","1","TRUE","","0",,,,,,,"","95002","1",,"傻馒你傲娇了。","","","","",
"56079","0","","0","1","TRUE","","0",,,,,,,"",,"0",,"断子绝孙脚。","","","","",
"56080","0","","0","1","TRUE","","0",,,,,,,"",,"0",,"告别足坛铲。","","","","",
"56081","0","","0","1","TRUE","","0",,,,,,,"",,"0",,"面目全非肘。","","","","",
"56082","0","","0","1","TRUE","","0",,,,,,,"",,"0","","红牌黑哨拳。","","","","",
"56083","0","","0","1","TRUE","","0",,,,,,,"",,"0","","空门掌。","","","","",
"56084","0","","0","1","TRUE","","0",,,,,,,,,"0",,"黑幕手。","","","","",
"56089","0","","0","1","TRUE","","0","10",,,,,,,,"0",,"他们人多势众，要不还是先撤吧。","","","","",
"56090","0","","0","1","TRUE","","0",,,,,,,,,"0",,"（愤怒）什么？他们真是这么说的？我拉住，你给我加好。","","","","",
"56091","0","","0","1","TRUE","","0",,,,,,,,,"0",,"姐妹们，让他们尝尝五火球神教的威力。","","","","",
"56092","0","","0","1","TRUE","","0",,,,,,,,"95002","1",,"我刚听到他们讨论，你的宝宝烤着吃还是煮着吃。","","","","",
"56094","0","","0","1","TRUE","","0",,,,,,,,,"0",,"靠，他奶奶的，尾巴可是哀木涕的象征。","","","","",
"56095","0","","0","1","TRUE","","0",,,,,,,,,"0",,"我只是想割个尾巴。","","","","",
"56096","0","","0","1","TRUE","","0",,,,,,,,,"0",,"很久以前我在一头母牛身上也看到过一条同样可爱的尾巴。","","","","",
"56097","0","","0","1","TRUE","","0",,,,,,,,,"0",,"哪有上来不先联络感情，直接割人尾巴的。","","","","",
"56101","0","","0","1","TRUE","","0",,,,,,,,,"0",,"（惊慌）什么人？可恶，难道我族复兴的计划被人察觉了吗？","","","","",
"56102","0","","0","1","TRUE","","0",,,,,,,,"95002","1",,"额...抱歉，这件事情和你想得不太一样。","","","","",
"56104","0","","0","1","TRUE","","0",,,,,,,,,"0",,"（惊慌）什么人？可恶，难道我...","","","","",
"56105","0","","0","1","TRUE","","0",,,,,,,,,"0",,"（说话被噎住）呃...","","","","",
"56106","0","","0","1","TRUE","","0","",,,,,,"","95002","1",,"（打断）抱歉我不知道你们复兴的计划，也并不关心。","","","","",
"56107","0","","0","1","TRUE","","0","",,,,,,"",,"0",,"我没有以前的记忆，我只记得在沙滩上被这群兽人捡到。","","","","",
"56108","0","","0","1","TRUE","","0","",,,,,,"","95002","1",,"转换自身角色也是一大乐趣，但...","","","","",
"56109","0","","0","1","TRUE","","0","",,,,,,"","95002","1","","现在这个国家更需要它的国王，而不是一个英勇的角斗士。","","","","",
"56113","0","","0","1","TRUE","","0","",,,,,,"","95002","1","","国王陛下，请冷静下来。","","","","",
"56114","0","","0","1","TRUE","","0","",,,,,,,"95002","1",,"没办法，冒犯了。","","","","",
"56115","0","","0","1","TRUE","","0","",,,,,,,,"0",,"（痛苦）呃...啊啊啊啊！","","","","",
"56121","0","","0","1","TRUE","","0","",,,,,,,,"0",,"（微微一笑）你该畏惧的不应该是我","","","","",
"56122","0","","0","1","TRUE","","0","",,,,,,,,"0",,"为你的恶行付出代价吧，恶龙。","","","","",
"56123","0","","0","1","TRUE","","0","",,,,,,,,"0",,"（惊慌）半...半神？","","","","",
"56125","0","","0","1","TRUE","","0","2","180022",,"1","0",,,,"0",,"Only my railgun!","","","","",
"56126","0","","0","1","TRUE","","0","",,,,,,,"95002","1",,"你在玩COSPLAY吗？","","","","",
"56127","0","","0","1","TRUE","","0","2","180023",,"1","0",,,"","0","","见识下真正的落雷吧！","","","","",
"56128","0","","0","1","TRUE","","0","","",,"","",,,"95002","1","","所以这都是些什么乱七八糟的技能名。","","","","",
"56130","0","","0","1","TRUE","","0","2","731002","","1","0","","","95016","0","劣人封印暗夜男","看我的","","","","",""
"56131","0","","0","1","TRUE","","0","12","","","","","","29526@11;29527@12;29528@13","95002","1","","","","","","",""
"56132","0","","0","1","TRUE","","0","2","771001","","100","0","","","94006","0","","你太弱了。","","Aichat/shaman_001.mp3","","",""
"56133","0","","0","1","TRUE","","0","","","","","","","","","0","","","","","","",""
"56134","0","","0","1","TRUE","","0","","","","","","","","","0","大小姐喊话","人呢，都到哪里去了？","","","","",""
"56135","0","","0","1","TRUE","","0","12","","","","","","29812@15;29813@18;29814@19;29815@20;29816@21;29817@22","","0","暗夜男召唤并喊话回答","大小姐，光棍团来报道了！","","","","",""
"56136","0","","0","1","TRUE","","0","","","","","","","","","0","大小姐质问光棍","“光”“棍”去哪了？","","","","",""
"56137","0","","0","1","TRUE","","0","","","","","","","","","0","光棍团答复","在！","","","","",""
"56138","0","","0","1","TRUE","","0","","","","","","","","","0","大小姐让光棍团出手","气死我了，给我打死他们。","","","","",""
"56139","0","","0","1","TRUE","","0","","","","","","","","","0","大小姐再次质问光棍","“光”“棍”到底去哪了？","","","","",""
"56140","0","","0","1","TRUE","","0","12","","","","","","29813@20;29814@22","","0","暗夜男说话并召唤光棍","大小姐，他们来了。","","","","",""
"56141","0","","0","1","TRUE","","0","","","","","","","","","0","光棍喊话","大小姐，我们来了。","","","","",""
"56151","0","","0","1","TRUE","","0","12","","","","","","29935@13","95002","1","8540主角召唤神秘人","","","","","",""
"56152","0","","0","1","TRUE","","0","12","","","","","","29933@20;29933@21","","0","8540死灵法师召唤亡灵战士1","苏醒吧，我的战士们！",,,,,""
"56153","0","","0","1","TRUE","","0","12","","","","","","29933@22;29933@23","","0","8540死灵法师召唤亡灵战士2","苏醒吧，我的战士们！",,,,,""
"56154","0","","0","1","TRUE","","0","12","","","","","","29933@18;29933@19","","0","8540死灵法师召唤亡灵战士3","苏醒吧，我的战士们！",,,,,""
"56179","0","","0","1","TRUE","","0","9","","","","","100","","","0","8540神秘隐士逃跑","他们太强了，小家伙，我也帮不了你，先闪了。",,,,,""
"56155","0","","0","1","TRUE","","0","","","","","","","","","0","8540神秘隐士喊话","冒险者，这里不是你该来的地方",,,,,""
"56156","0","","0","1","TRUE","","0","","","","","","","","","0","8541地中海喊话","(地中海语)DUIBUQI! BUSHIGUYIDE",,,,,""
"56157","0","","0","1","TRUE","","0","","","","","","","","","0","8541哀木涕喊话","NND，说什么呢",,,,,""
"56158","0","","0","1","TRUE","","0","","","","","","","","","0","8543伊森利恩喊话","大十字军让我干掉你和你的朋友，但我做这事完全是出于兴趣",,,,,""
"56159","0","","0","1","TRUE","","0","","","","","","","","","0","8543伊森利恩喊话","有其父必有其子，你就跟你父亲一样软弱！",,,,,""
"56200","0","","0","1","true","","0","2","761004","","1","0","","","95039","0","心灵之火",,,,,,""
"56201","0","","0","1","true","","0","2","761003","","1","0","","","95038","0","复生",,,,,,""
"56198","0","","0","1","true","","0","2","761002","","1","0","","","94040","0","治疗祷言",,,,,,""
"56160","0","","0","1","TRUE","","0","","","","","","","","","0","8543泰兰弗丁喊话","我要为我丢失的信仰和荣耀复仇！",,,,,""
"56161","0","","0","1","TRUE","","0","","","","","","","","","0","8544血色百夫长喊话1","士兵们，干掉这些入侵者",,,,,""
"56162","0","","0","1","TRUE","","0","","","","","","","","","0","8544血色百夫长喊话2","卑鄙的异端者，你会为你的行为付出代价!",,,,,""
"56163","0","","0","1","TRUE","","0","9","","","","","100","","","0","8544血色百夫长喊话3并逃跑","大领主不会放过你们的！",,,,,""
"56164","0","","0","1","TRUE","","0","","","","","","","","","0","8545莫格莱恩喊话","士兵，干掉这些被瘟疫感染的家伙",,,,,""
"56165","0","","0","1","TRUE","","0","","","","","","","","","0","8545全体血色护卫喊话","为您效劳，大人!",,,,,""
"56166","0","","0","1","TRUE","","0","2","160003","","70","0","","","95017","0","8545中奶怀特复活雷诺并喊话","复活吧，我的勇士！",,,,,""
"56167","0","","0","1","TRUE","","0","","","","","","","","","0","8545莫格莱恩喊话","为你而战，我的女士！",,,,,""
"56168","0","","0","1","TRUE","","0","","","","","","","","","0","8546恐惧魔王喊话1","既然你知道了我的真面目，就别想活着离开！",,,,,""
"56177","0","","0","1","TRUE","","0","","","","","","","","","0","8546恐惧魔王喊话2","虽然我不是本地人，但我有一百种方法让你们落败，而你们却无可奈何。",,,,,""
"56178","0","","0","1","TRUE","","0","","","","","","","","","0","8546恐惧魔王喊话3","若是你们就此罢手，那我在此多谢了，他日必有重谢。",,,,,""
"56169","0","","0","1","TRUE","","0","","","","","","","","","0","8547缝合憎恶喊话","肉，新鲜的肉！",,,,,""
"56170","0","","0","1","TRUE","","0","","","","","","","","","0","8548莫格莱尼喊话","你们胆敢闯入死亡的领地！",,,,,""
"56171","0","","0","1","TRUE","","0","","","","","","","","","0","8548达利安喊话","父亲，我相信你在灵魂深处一定还有真正内心",,,,,""
"56172","0","","0","1","TRUE","","0","","","","","","","","","0","8548莫格莱尼喊话","受死吧，卑微的虫子！",,,,,""
"56173","0","","0","1","TRUE","","0","","","","","","","","","0","8548达利安喊话","父亲……你等等，我一定要救赎你的灵魂",,,,,""
"56174","0","","0","1","TRUE","","0","","","","","","","","","0","8549天灾先锋喊话","干掉他们的头领！",,,,,""
"56175","0","","0","1","TRUE","","0","","","","","","","","","0","8551达利安喊话","圣光不会抛弃我们！",,,,,""
"56176","0","","0","1","TRUE","","0","","","","","","","","","0","8551达利安喊话","我会和大家一起战斗直到死亡！",,,,,""
"56202","0","","0","1","TRUE","","0","2","160004","","1","0","","","","0","8551天灾精英释放心灵之火",,,,,,""
"56203","0","","0","1","TRUE","","0","2","150002","","1","0","","","","0","8551天灾精英释放奥数爆击",,,,,,""
"56204","0","","0","1","TRUE","","0","2","163002","","1","0","","","95041","0","8551精英助手控制",,,,,,""
"56205","0","","0","1","TRUE","","0","2","120005","","1","0","","","95042","0","8551精英助手神谕责难",,,,,,""
"56206","0","","0","1","TRUE","","0","2","160002","","1","0","","","95043","0","8551精英助手群体治疗",,,,,,""
"56207","0","","0","1","TRUE","","0","2","120004","","1","0","","","95044","0","8551精英助手单体治疗",,,,,,""
"56208","0","","0","1","TRUE","","0","2","160003","","1","0","","","95045","0","8551精英助手复活",,,,,,""
"56199","0","","0","1","TRUE","","0","","","","","","","","","0","8544血色战士喊话","我们不死，百夫长不亡！",,,,,""
"56400","0","","0","1","TRUE","","0","9","","","","","100","","","0","8552玛格汉俘虏逃跑","多谢英雄们搭救，我先闪了！",,,,,""
"56401","0","","0","1","TRUE","","0","2","771004","","1","0","","","95048","0","8552阿格拉先祖之魂",,,,,,""
"56402","0","","0","1","TRUE","","0","2","771001","","1","0","","","95047","0","8552阿格拉闪电链",,,,,,""
"56403","0","","0","1","TRUE","","0","","","","","","","","","0","8553食人魔头领喊话","所有瘦的人都该死！",,,,,""
"56404","0","","0","1","TRUE","","0","2","741003","","1","0","","","95049","0","8554奥罗巴使用黄昏花蕾",,,,,,""
"56405","0","","0","1","TRUE","","0","2","741002","","1","0","","","95050","0","8554奥罗巴使用绿之潮",,,,,,""
"56406","0","","0","1","TRUE","","0","2","753002","","1","0","","","","0","8555愤怒的树灵单秒",,,,,,""
"56407","0","","0","1","TRUE","","0","2","791002","","1","0","","","95051","0","8555树灵卫兵控制",,,,,,""
"56408","0","","0","1","TRUE","","0","2","761004","","1","0","","","","0","8555树灵张老喊话并使用心灵之火","野蛮人，接受大自然的惩罚吧！",,,,,""
"56409","0","","0","1","TRUE","","0","2","761002","","1","0","","","95052","0","8555树灵张老治疗",,,,,,""
"56410","0","","0","1","TRUE","","0","","","","","","","","","0","8555格罗姆喊话","战歌氏族不会像任何人低头！",,,,,""
"56411","0","","0","1","TRUE","","0","2","713001","","1","0","","","","0","8556精灵游骑血量不足释放幻影斩",,,,,,""
"56412","0","","0","1","TRUE","","0","","","","","","","","","0","8556格罗姆喊话","不胜利，毋宁死！",,,,,""
"56413","0","","0","1","TRUE","","0","","","","","","","","","0","8556塞纳留斯喊话","格罗姆，你的勇气着实令我刮目相看。",,,,,""
"56414","0","","0","1","TRUE","","0","2","163007","","1","0","","","","0","8559马诺洛斯释放绝技——群魔乱舞",,,,,,""
"56415","0","","0","1","TRUE","","0","2","163005","","1","0","","","","0","8559马诺洛斯释放虚弱诅咒",,,,,,""
"56416","0","","0","1","TRUE","","0","2","163004","","1","0","","","","0","8559马诺洛斯释放恶魔降临",,,,,,""
"56500","0","","0","1","TRUE","","0","","","","","","","","","0","8560泰兰德喊话","既然你们不肯离开，那我们就不客气了！",,,,,""
"56501","0","","0","1","TRUE","","0","2","130005","","1","0","","","","0","8560泰兰德释放技能精准打击",,,,,,""
"56502","0","","0","1","TRUE","","0","2","160004","","1","0","","","","0","8560守护释放心灵之火",,,,,,""
"56503","0","","0","1","TRUE","","0","2","160003","","1","0","","","","0","8560守护救人",,,,,,""
"56504","0","","0","1","TRUE","","0","2","160002","","1","0","","","","0","8560守护治疗",,,,,,""
"56505","0","","0","1","TRUE","","0","2","163005","","1","0","","","","0","8561野猪人战士降敌人法防",,,,,,""
"56506","0","","0","1","TRUE","","0","2","163002","","1","0","","","","0","8561野猪人战士沉默诅咒",,,,,,""
"56507","0","","0","1","TRUE","","0","2","163001","","1","0","","","95056","0","8561野猪人战士火焰雨",,,,,,""
"56508","0","","0","1","TRUE","","0","2","161003","","1","0","","","","0","8561野猪人萨满释放闪电箭",,,,,,""
"56509","0","","0","1","TRUE","","0","2","161004","","1","0","","","95057","0","8561野猪人萨满救人",,,,,,""
"56510","0","","0","1","TRUE","","0","2","120005","","1","0","","","95059","0","8562恐惧魔王破隐身",,,,,,""
"56511","0","","0","1","TRUE","","0","2","120004","","1","0","","","95053","0","8562恐惧魔王圣光洗礼",,,,,,""
"56512","0","","0","1","TRUE","","0","","","","","","","","","0","8564发狂的树人喊话","软弱的族人，大人令我们干掉任何想要进入这个地方的家伙！",,,,,""
"56513","0","","0","1","TRUE","","0","2","163005","","1","0","","","","0","8564发狂的树人降敌人法防",,,,,,""
"56514","0","","0","1","TRUE","","0","2","163002","","1","0","","","","0","8564发狂的树人沉默诅咒",,,,,,""
"56515","0","","0","1","TRUE","","0","2","163001","","1","0","","","95056","0","8564发狂的树人火焰雨",,,,,,""
"56516","0","","0","1","TRUE","","0","2","110003","","1","0","","","","0","8564恐惧魔王横扫",,,,,,""
"56517","0","","0","1","TRUE","","0","","","","","","","","","0","8565守卫头领喊话","你的行动很鲁莽，女祭司！",,,,,""
"56518","0","","0","1","TRUE","","0","","","","","","","","","0","8566馬维喊话1","女祭司，这里禁止入内！",,,,,""
"56519","0","","0","1","TRUE","","0","","","","","","","","","0","8566馬维喊话2","疯狂！这个背叛者将毁灭暗夜精灵！",,,,,""
"56520","0","","0","1","TRUE","","0","","","","","","","","","0","8566泰兰德喊话","没理由我们不相信自己的族人！",,,,,""
"56521","0","","0","1","TRUE","","0","","","","","","","","","0","8567艾尔索斯喊话1","恶魔猎人，你的能力软弱不堪！",,,,,""
"56522","0","","0","1","TRUE","","0","","","","","","","","","0","8567艾尔索斯喊话2","你们杀不死我，先杀我的子民吧！",,,,,""
"56523","0","","0","1","TRUE","","0","9","","","","","100","","","0","8567艾尔索斯逃跑","唉，你们弱爆了，都打不动我。不陪你们玩了。",,,,,""
"56524","0","","0","1","TRUE","","0","","","","","","","","","0","8567伊利丹喊话","胆敢挑战我，你这是自寻死路！",,,,,""
"56525","0","","0","1","TRUE","","0","10","","","","","","","","0","8569伊利丹出场喊话1","这神器的力量应该属于我！",,,,,""
"56526","1010140","","0","1","TRUE","","0","","","","","","","","","0","8569伊利丹变身喊话1","哈哈哈，我现在已经完美了！",,,,,""
"56527","0","","0","1","TRUE","","0","9","","","","","100","","","0","8569伊利丹逃跑喊话1","你放心，我会用这力量来对付燃烧军团。",,,,,""
"56528","0","","0","1","TRUE","","0","","","","","","","","","0","8569伊利丹喊话2","这些恶念让我迷失了自我，专心消除我心中的恶念！",,,,,""
"56529","0","","0","1","TRUE","","0","1","","","","","","","95061","0","8569攻击古尔丹之颅",,,,,,""
"56530","0","","0","1","TRUE","","0","","","","","","","","","0","8570提克迪奥斯喊话","是你掠走了属于我的神器？",,,,,""
"56531","0","","0","1","TRUE","","0","","","","","","","","","0","8570伊利丹喊话","不错，我还要终结你的性命。",,,,,""
"56532","0","","0","1","TRUE","","0","","","","","","","","","0","8573阿克蒙德喊话","再也没有人能够阻挡我！",,,,,""
"56533","0","","0","1","TRUE","","0","12","","","","","","40139@13","95002","1","8573召唤玛法里奥",,,,,,""
"56534","0","","0","1","TRUE","","0","12","","","","","","40138@14","","0","8573玛法里奥召唤小精灵",,,,,,""
"56540","0","","0","1","TRUE","","0","2","110002","","1","0","","","95070","0","新手战斗战士玩家嘲讽BOSS","都精神点，奶妈注意点我血量",,,,,""
"56541","0","","0","1","TRUE","","0","2","110005","","1","0","","","95070","0","新手战斗战士玩家破甲BOSS","所有人都集火BOSS，牧师把血拉起来",,,,,""
"56542","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗战士玩家喊话","萨满你会不会玩，这把打完出去替补吧",,,,,""
"56543","0","","0","1","TRUE","","0","2","161001","","1","0","","","95072","0","新手战斗萨满玩家闪电链火元素","把那个羊了！",,,,,""
"56544","0","","0","1","TRUE","","0","2","161001","","1","0","","","95071","0","新手战斗萨满玩家闪电链把羊打醒","你……",,,,,""
"56545","0","","0","1","TRUE","","0","2","150003","","1","0","","","95071","0","新手战斗法师玩家羊大奶铜须","哪个啊，羊哪个？我随便羊了啊！",,,,,""
"56546","0","","0","1","TRUE","","0","10","","","","","","","","0","新手战斗牧师玩家休息",,,,,,""
"56547","0","","0","1","TRUE","","0","2","160002","","1","0","","","","0","新手战斗牧师玩家治疗之环加血，把所有人血线拉满","哎呀，怎么都开始了!厕所都没上踏实！",,,,,""
"56548","0","","0","1","TRUE","","0","2","180013","","1","0","","","","0","新手战斗炎魔群体喷火，所有玩家残血","我的火焰会净化一切。",,,,,""
"56549","0","","0","1","TRUE","","0","2","180004","","1","0","","","","0","新手战斗炎魔群体喷火，秒杀所有玩家","蝼蚁，尝尝愤怒的火焰吧！",,,,,""
"56550","0","","0","1","TRUE","","0","2","160002","","1","0","","","","0","新手战斗大奶铜须给炎魔加满",,,,,,""
"56551","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56552","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56553","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56554","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56555","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56556","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56557","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56558","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56559","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56560","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56561","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56562","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"56563","0","","0","1","TRUE","","0","","","","","","","","","0","新手战斗",,,,,,""
"","","","","","","","","","","","","","","","","","",,,,,,""
"","","","","","","","","","","","","","","","","","",,,,,,""
"","","","","","","","","","","","","","","","","","",,,,,,""
"","","","","","","","","","","","","","","","","","",,,,,,""
"58001","0","","0","1","TRUE","","0","9",,,,,"100",,,,,"有辅助职业在，我就不为难你们了！","","","","",
"58002","0","","0","1","TRUE","","0","",,,,,,,,,,"请消除职业歧视，全输出不利于种族团结！","","","","",
"58003","0","","0","1","TRUE","","0","9",,,,,"100",,,,,"goodbye！","","","","",
"58004","0","","0","1","TRUE","","0","12",,,,,,"24523@15",,,,"对面输出狗来势汹汹有点怕，赶紧招个小弟压压惊。","","","","",
"58005","0","","0","1","TRUE","","0","12",,,,,,"24524@15",,,,"","","","","",
"58007","0","","0","1","TRUE","","0","","180011",,"1","0",,,"96003",,,"","","","","",
"58011","0","","0","1","TRUE","","0","2","182000",,,,,"",,,"公会副本BOSS愤怒","你们惹怒我了，你们要付出代价！","","","","",
"58012","0","","0","1","TRUE","","0","2","182001",,,,,"",,,"公会副本BOSS暴怒","简直不可原谅，我要撕碎你们！","","","","",
