"ID","备注","战斗AI类型","底图","背景音乐","战斗等级","战场环境","战场AI","奖励ID","战斗胜利判定","助战","怪物数量","站位配置ID","点1","点2","点3","点4","点5","点6","点7","点8","点9","点10","点11","点12","点13","点14","点15","点16","点17","点18","点19","点20","点21","点22","点23","点24","点25","点26","点27","点28","死亡提醒显示"
"1053","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25399@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1054","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25400@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1055","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25401@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1056","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25402@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1057","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25403@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1058","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25404@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1059","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25405@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"1060","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25406@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
"2310","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24113@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24127@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","0","0","0","0","1"
"2311","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24114@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24127@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","0","0","0","0","1"
"2312","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24115@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24127@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","0","0","0","0","1"
"2313","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24116@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24127@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","0","0","0","0","1"
"2314","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24117@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24127@100","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","24118@10;24119@10;24120@10;24121@10;24122@10;24123@10;24124@10;24125@10;24126@10","0","0","0","0","1"
"2315","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22045@25;22097@25;22145@25;22161@25","22004@25;22008@25;22116@25","22004@25;22008@25;22116@25","0","0","0","0","0","0","0","0","0","0","0","1"
"2316","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22045@25;22097@25;22145@25;22161@25","22004@25;22008@25;22116@25","22004@25;22008@25;22116@25","0","0","0","0","0","0","0","0","0","0","0","1"
"2317","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22045@25;22097@25;22145@25;22161@25","22004@25;22008@25;22116@25","22004@25;22008@25;22116@25","0","0","0","0","0","0","0","0","0","0","0","1"
"2318","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22045@25;22097@25;22145@25;22161@25","22004@25;22008@25;22116@25","22004@25;22008@25;22116@25","0","0","0","0","0","0","0","0","0","0","0","1"
"2319","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24128@100","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","24129@25;24130@25;24131@25;24132@25","0","0","0","0","1"
"2320","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27803@100","27803@100","27803@100","27803@100","0","0","0","0","0","0","0","0","0","0","1"
"2329","挖宝遇怪战斗","2","0","3","TeamLv","0","","0","1","4","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24402@100;24403@100;24404@100;24405@100;24406@100","24402@100;24403@100;24404@100;24405@100;24406@100","24402@100;24403@100;24404@100;24405@100;24406@100","24402@100;24403@100;24404@100;24405@100;24406@100","24402@100;24403@100;24404@100;24405@100;24406@100","0","0","0","0","0","0","0","0","0","1"
"2330","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27810@100","27813@100","27813@100","27814@100","27814@100","30916@100","27815@100","27815@100","30916@100","30001@100","0","0","0","0","1"
"2331","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27811@100","27813@100","27813@100","27814@100","27814@100","30916@100","27815@100","27815@100","30916@100","30001@100","0","0","0","0","1"
"2332","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27812@100","27813@100","27813@100","27814@100","27814@100","30916@100","27815@100","27815@100","30916@100","30001@100","0","0","0","0","1"
"2333","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27816@100","27822@100","27822@100","27824@100","27824@100","27825@100","27825@100","27825@100","27825@100","27825@100","0","0","0","0","1"
"2334","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27817@100","27822@100","27822@100","27824@100","27824@100","27823@100","27825@100","27825@100","27825@100","27823@100","0","0","0","0","1"
"2335","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27818@100","27822@100","27822@100","27824@100","27824@100","27825@100","27823@100","27823@100","27823@100","27825@100","0","0","0","0","1"
"2336","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27819@100","27822@100","27822@100","27824@100","27824@100","27823@100","27825@100","27825@100","27825@100","27823@100","0","0","0","0","1"
"2337","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27820@100","27822@100","27822@100","27824@100","27824@100","27823@100","27825@100","27825@100","27823@100","27823@100","0","0","0","0","1"
"2338","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27821@100","27822@100","27822@100","27824@100","27824@100","27823@100","27825@100","27825@100","27823@100","27825@100","0","0","0","0","1"
"2339","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27822@100","27816@100","27816@100","27813@100","27813@100","27813@100","27813@100","27814@100","27814@100","27815@100","0","0","0","0","1"
"2340","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27823@100","27816@100","27816@100","27813@100","27813@100","27813@100","27813@100","27814@100","27814@100","27815@100","0","0","0","0","1"
"2341","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27824@100","27816@100","27816@100","27813@100","27813@100","27813@100","27813@100","27814@100","27814@100","27815@100","0","0","0","0","1"
"2342","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27825@100","27816@100","27816@100","27813@100","27813@100","27813@100","27813@100","27814@100","27814@100","27815@100","0","0","0","0","1"
"2343","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27826@100","27832@100","27832@100","27834@100","27834@100","27833@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2344","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27827@100","27832@100","27832@100","27834@100","27834@100","27833@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2345","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27828@100","27832@100","27832@100","27834@100","27834@100","27833@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2346","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27829@100","27832@100","27832@100","27834@100","27834@100","27833@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2347","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27830@100","27832@100","27832@100","27834@100","27834@100","27833@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2348","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27831@100","27832@100","27832@100","27834@100","27834@100","27835@100","27835@100","27835@100","27833@100","27833@100","0","0","0","0","1"
"2349","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27832@100","27832@100","27832@100","27834@100","27834@100","27833@100","27834@100","27834@100","27833@100","27833@100","0","0","0","0","1"
"2350","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27833@100","27832@100","27832@100","27834@100","27834@100","27833@100","27834@100","27834@100","27833@100","27833@100","0","0","0","0","1"
"2351","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27834@100","27832@100","27832@100","27834@100","27834@100","27833@100","27834@100","27834@100","27833@100","27833@100","0","0","0","0","1"
"2352","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27835@100","27832@100","27832@100","27834@100","27834@100","27833@100","27834@100","27834@100","27833@100","27833@100","0","0","0","0","1"
"2353","藏宝图-考古任务","2","0","3","TeamLv","0","","0","1","4","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27927@100","27928@25;27929@25;27930@50","27928@25;27929@25;27930@50","27928@25;27929@25;27930@50","27928@25;27929@25;27930@50","27928@25;27929@25;27930@50","0","0","0","0","0","0","0","0","1"
"2354","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27900@100","27931@100","27931@100","27931@100","27932@100","27932@100","27932@100","27933@100","27933@100","27933@100","0","0","0","0","1"
"2355","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27901@100","27932@100","27932@100","27932@100","27933@100","27933@100","27933@100","27934@100","27934@100","27934@100","0","0","0","0","1"
"2356","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27902@100","27933@100","27933@100","27933@100","27934@100","27934@100","27934@100","27935@100","27935@100","27935@100","0","0","0","0","1"
"2357","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27903@100","27934@100","27934@100","27934@100","27935@100","27935@100","27935@100","27936@100","27936@100","27936@100","0","0","0","0","1"
"2358","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27904@100","27935@100","27935@100","27935@100","27936@100","27936@100","27936@100","27937@100","27937@100","27937@100","0","0","0","0","1"
"2359","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27905@100","27936@100","27936@100","27936@100","27937@100","27937@100","27937@100","27938@100","27938@100","27938@100","0","0","0","0","1"
"2360","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27906@100","27937@100","27937@100","27937@100","27938@100","27938@100","27938@100","27939@100","27939@100","27939@100","0","0","0","0","1"
"2361","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27907@100","27938@100","27938@100","27938@100","27939@100","27939@100","27939@100","27940@100","27940@100","27940@100","0","0","0","0","1"
"2362","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27908@100","27939@100","27939@100","27939@100","27940@100","27940@100","27940@100","27941@100","27941@100","27941@100","0","0","0","0","1"
"2363","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27909@100","27940@100","27940@100","27940@100","27941@100","27941@100","27941@100","27942@100","27942@100","27942@100","0","0","0","0","1"
"2364","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27910@100","27941@100","27941@100","27941@100","27942@100","27942@100","27942@100","27943@100","27943@100","27943@100","0","0","0","0","1"
"2365","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27911@100","27942@100","27942@100","27942@100","27943@100","27943@100","27943@100","27944@100","27944@100","27944@100","0","0","0","0","1"
"2366","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27912@100","27943@100","27943@100","27943@100","27944@100","27944@100","27944@100","27941@100","27941@100","27941@100","0","0","0","0","1"
"2367","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27913@100","27944@100","27944@100","27944@100","27941@100","27941@100","27941@100","27940@100","27940@100","27940@100","0","0","0","0","1"
"2368","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27914@100","27938@100","27938@100","27938@100","27932@100","27932@100","27932@100","27940@100","27940@100","27940@100","0","0","0","0","1"
"2369","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27915@100","27939@100","27939@100","27939@100","27933@100","27933@100","27933@100","27941@100","27941@100","27941@100","0","0","0","0","1"
"2370","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27916@100","27940@100","27940@100","27940@100","27934@100","27934@100","27934@100","27942@100","27942@100","27942@100","0","0","0","0","1"
"2371","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27917@100","27941@100","27941@100","27941@100","27935@100","27935@100","27935@100","27943@100","27943@100","27943@100","0","0","0","0","1"
"2372","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27918@100","27942@100","27942@100","27942@100","27936@100","27936@100","27936@100","27944@100","27944@100","27944@100","0","0","0","0","1"
"2373","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27919@100","27943@100","27943@100","27943@100","27937@100","27937@100","27937@100","27941@100","27941@100","27941@100","0","0","0","0","1"
"2374","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27920@100","27944@100","27944@100","27944@100","27938@100","27938@100","27938@100","27940@100","27940@100","27940@100","0","0","0","0","1"
"2375","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27921@100","27900@100","27900@100","27901@100","27902@100","27939@100","27939@100","27933@100","27933@100","27933@100","0","0","0","0","1"
"2376","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27922@100","27904@100","27904@100","27905@100","27906@100","27940@100","27940@100","27934@100","27934@100","27934@100","0","0","0","0","1"
"2377","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27923@100","27908@100","27908@100","27909@100","27910@100","27941@100","27941@100","27935@100","27935@100","27935@100","0","0","0","0","1"
"2378","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27924@100","27912@100","27912@100","27913@100","27914@100","27942@100","27942@100","27936@100","27936@100","27936@100","0","0","0","0","1"
"2379","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27925@100","27916@100","27916@100","27917@100","27918@100","27943@100","27943@100","27937@100","27937@100","27937@100","0","0","0","0","1"
"2380","","2","0","3","TeamLv","0","","0","1","4","1*TeamNum+4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27926@100","27918@100","27918@100","27919@100","27920@100","27944@100","27944@100","27938@100","27938@100","27938@100","0","0","0","0","1"
"2381","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22420@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2382","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22421@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2383","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22422@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2384","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22423@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2385","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22424@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2386","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22425@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2387","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22426@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2388","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22427@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2389","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22428@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2390","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22429@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2391","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22430@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2392","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22431@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2393","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22432@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2394","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22433@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2395","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22434@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2396","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22435@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2397","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22436@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2398","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22437@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2399","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22438@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2400","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22439@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2401","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22440@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2402","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22441@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2403","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22442@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2404","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22443@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2405","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22444@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2406","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22445@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2407","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22446@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2408","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22447@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2409","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22448@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2410","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22449@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2411","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22450@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2412","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22451@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2413","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22452@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2414","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22453@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2415","","2","0","3","TeamLv","0","","0","1","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22454@100","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
