"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"6010104","130","phyattack_value","150","magicattack_value","170","medical_value","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","14","15","15","15","15","16","16","16","16","17","4546","2909","1636","727","182","17","19","19","20","20","21","21","23","23","24","4546","2909","1636","727","182"
"6010105","130","phyattack_value","150","magicattack_value","170","medical_value","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","14","15","15","15","15","16","16","16","16","17","4546","2909","1636","727","182","17","19","19","20","20","21","21","23","23","24","4546","2909","1636","727","182"
"6010106","130","phyattack_value","150","magicattack_value","170","medical_value","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","14","15","15","15","15","16","16","16","16","17","4546","2909","1636","727","182","17","19","19","20","20","21","21","23","23","24","4546","2909","1636","727","182"
"6010207","60","maxhp_value","140","defend_value","","","51","53","53","54","54","56","56","57","57","59","4546","2909","1636","727","182","16","16","16","17","17","17","17","18","18","18","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010208","60","maxhp_value","140","defend_value","","","51","53","53","54","54","56","56","57","57","59","4546","2909","1636","727","182","16","16","16","17","17","17","17","18","18","18","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010309","90","maxmp_value","140","defend_value","","","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","10","10","10","10","10","10","10","11","11","11","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010310","90","maxmp_value","140","defend_value","","","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","10","10","10","10","10","10","10","11","11","11","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010411","150","magicattack_value","160","magicdef_value","","","18","18","18","19","19","19","19","20","20","20","4546","2909","1636","727","182","9","10","10","10","10","10","10","11","11","11","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010512","60","maxhp_value","140","defend_value","","","77","79","79","81","81","84","84","86","86","89","4546","2909","1636","727","182","6","7","7","7","7","7","7","7","7","7","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6010613","160","magicdef_value","200","speed_value","","","9","10","10","10","10","10","10","11","11","11","4546","2909","1636","727","182","8","8","8","9","9","9","9","10","10","10","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020101","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020102","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020103","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020104","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020105","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020106","130","phyattack_value","150","magicattack_value","170","medical_value","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","35","37","37","40","40","43","43","45","45","48","4546","2909","1636","727","182"
"6020207","60","maxhp_value","140","defend_value","","","102","105","105","109","109","112","112","115","115","118","4546","2909","1636","727","182","32","33","33","34","34","35","35","36","36","37","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020208","60","maxhp_value","140","defend_value","","","102","105","105","109","109","112","112","115","115","118","4546","2909","1636","727","182","32","33","33","34","34","35","35","36","36","37","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020309","90","maxmp_value","140","defend_value","","","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","19","20","20","20","20","21","21","22","22","22","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020310","90","maxmp_value","140","defend_value","","","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","19","20","20","20","20","21","21","22","22","22","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020411","150","magicattack_value","160","magicdef_value","","","35","36","36","37","37","38","38","40","40","41","4546","2909","1636","727","182","19","19","19","20","20","20","20","21","21","22","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020512","60","maxhp_value","140","defend_value","","","154","158","158","163","163","168","168","172","172","177","4546","2909","1636","727","182","13","13","13","14","14","14","14","14","14","15","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6020613","160","magicdef_value","200","speed_value","","","19","19","19","20","20","20","20","21","21","22","4546","2909","1636","727","182","15","16","16","17","17","19","19","20","20","21","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030101","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030102","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030103","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030104","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030105","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030106","130","phyattack_value","150","magicattack_value","170","medical_value","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","43","45","45","46","46","47","47","48","48","50","4546","2909","1636","727","182","52","56","56","60","60","64","64","68","68","72","4546","2909","1636","727","182"
"6030207","60","maxhp_value","140","defend_value","","","154","158","158","163","163","168","168","172","172","177","4546","2909","1636","727","182","48","49","49","51","51","52","52","54","54","55","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030208","60","maxhp_value","140","defend_value","","","154","158","158","163","163","168","168","172","172","177","4546","2909","1636","727","182","48","49","49","51","51","52","52","54","54","55","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030309","90","maxmp_value","140","defend_value","","","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030310","90","maxmp_value","140","defend_value","","","192","198","198","204","204","210","210","215","215","221","4546","2909","1636","727","182","29","30","30","31","31","31","31","32","32","33","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030411","150","magicattack_value","160","magicdef_value","","","53","54","54","56","56","58","58","59","59","61","4546","2909","1636","727","182","28","29","29","30","30","31","31","32","32","32","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030512","60","maxhp_value","140","defend_value","","","230","237","237","244","244","252","252","259","259","266","4546","2909","1636","727","182","19","20","20","20","20","21","21","22","22","22","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6030613","160","magicdef_value","200","speed_value","","","28","29","29","30","30","31","31","32","32","32","4546","2909","1636","727","182","23","24","24","26","26","28","28","29","29","31","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040101","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040102","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040103","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040104","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040105","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040106","130","phyattack_value","150","magicattack_value","170","medical_value","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","70","75","75","80","80","85","85","91","91","96","4546","2909","1636","727","182"
"6040207","60","maxhp_value","140","defend_value","","","205","211","211","217","217","224","224","230","230","236","4546","2909","1636","727","182","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040208","60","maxhp_value","140","defend_value","","","205","211","211","217","217","224","224","230","230","236","4546","2909","1636","727","182","64","66","66","68","68","70","70","72","72","74","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040309","90","maxmp_value","140","defend_value","","","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","38","40","40","41","41","42","42","43","43","44","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040310","90","maxmp_value","140","defend_value","","","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","38","40","40","41","41","42","42","43","43","44","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040411","150","magicattack_value","160","magicdef_value","","","70","73","73","75","75","77","77","79","79","81","4546","2909","1636","727","182","37","39","39","40","40","41","41","42","42","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040512","60","maxhp_value","140","defend_value","","","307","316","316","326","326","335","335","345","345","354","4546","2909","1636","727","182","26","26","26","27","27","28","28","29","29","30","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6040613","160","magicdef_value","200","speed_value","","","37","39","39","40","40","41","41","42","42","43","4546","2909","1636","727","182","30","32","32","35","35","37","37","39","39","42","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050101","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050102","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050103","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050104","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050105","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050106","130","phyattack_value","150","magicattack_value","170","medical_value","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","72","74","74","76","76","79","79","81","81","83","4546","2909","1636","727","182","87","94","94","100","100","107","107","113","113","120","4546","2909","1636","727","182"
"6050207","60","maxhp_value","140","defend_value","","","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","80","82","82","85","85","87","87","90","90","92","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050208","60","maxhp_value","140","defend_value","","","256","264","264","272","272","279","279","287","287","295","4546","2909","1636","727","182","80","82","82","85","85","87","87","90","90","92","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050309","90","maxmp_value","140","defend_value","","","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","48","49","49","51","51","52","52","54","54","55","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050310","90","maxmp_value","140","defend_value","","","320","330","330","339","339","349","349","359","359","369","4546","2909","1636","727","182","48","49","49","51","51","52","52","54","54","55","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050411","150","magicattack_value","160","magicdef_value","","","88","91","91","93","93","96","96","99","99","101","4546","2909","1636","727","182","47","48","48","50","50","51","51","53","53","54","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050512","60","maxhp_value","140","defend_value","","","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","32","33","33","34","34","35","35","36","36","37","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6050613","160","magicdef_value","200","speed_value","","","47","48","48","50","50","51","51","53","53","54","4546","2909","1636","727","182","38","41","41","43","43","46","46","49","49","52","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060101","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060102","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060103","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060104","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060105","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060106","130","phyattack_value","150","magicattack_value","170","medical_value","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","104","112","112","120","120","128","128","136","136","144","4546","2909","1636","727","182"
"6060207","60","maxhp_value","140","defend_value","","","307","316","316","326","326","335","335","345","345","354","4546","2909","1636","727","182","96","99","99","102","102","105","105","108","108","111","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060208","60","maxhp_value","140","defend_value","","","307","316","316","326","326","335","335","345","345","354","4546","2909","1636","727","182","96","99","99","102","102","105","105","108","108","111","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060309","90","maxmp_value","140","defend_value","","","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060310","90","maxmp_value","140","defend_value","","","384","396","396","407","407","419","419","431","431","443","4546","2909","1636","727","182","58","59","59","61","61","63","63","65","65","66","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060411","150","magicattack_value","160","magicdef_value","","","106","109","109","112","112","115","115","119","119","122","4546","2909","1636","727","182","56","58","58","60","60","61","61","63","63","65","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060512","60","maxhp_value","140","defend_value","","","461","475","475","489","489","503","503","517","517","531","4546","2909","1636","727","182","38","40","40","41","41","42","42","43","43","44","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6060613","160","magicdef_value","200","speed_value","","","56","58","58","60","60","61","61","63","63","65","4546","2909","1636","727","182","45","49","49","52","52","56","56","59","59","62","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070101","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070102","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070103","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070104","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070105","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070106","130","phyattack_value","150","magicattack_value","170","medical_value","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","101","104","104","107","107","110","110","113","113","116","4546","2909","1636","727","182","122","131","131","140","140","150","150","159","159","168","4546","2909","1636","727","182"
"6070207","60","maxhp_value","140","defend_value","","","358","369","369","380","380","391","391","402","402","413","4546","2909","1636","727","182","112","115","115","119","119","122","122","126","126","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070208","60","maxhp_value","140","defend_value","","","358","369","369","380","380","391","391","402","402","413","4546","2909","1636","727","182","112","115","115","119","119","122","122","126","126","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070309","90","maxmp_value","140","defend_value","","","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","67","69","69","71","71","73","73","75","75","77","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070310","90","maxmp_value","140","defend_value","","","448","461","461","475","475","489","489","503","503","517","4546","2909","1636","727","182","67","69","69","71","71","73","73","75","75","77","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070411","150","magicattack_value","160","magicdef_value","","","123","127","127","131","131","134","134","138","138","142","4546","2909","1636","727","182","66","68","68","70","70","72","72","74","74","76","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070512","60","maxhp_value","140","defend_value","","","537","554","554","570","570","587","587","603","603","620","4546","2909","1636","727","182","45","46","46","48","48","49","49","50","50","52","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6070613","160","magicdef_value","200","speed_value","","","66","68","68","70","70","72","72","74","74","76","4546","2909","1636","727","182","53","57","57","61","61","65","65","69","69","73","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080101","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080102","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080103","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080104","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080105","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080106","130","phyattack_value","150","magicattack_value","170","medical_value","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","115","119","119","122","122","126","126","129","129","133","4546","2909","1636","727","182","139","150","150","160","160","171","171","181","181","192","4546","2909","1636","727","182"
"6080207","60","maxhp_value","140","defend_value","","","409","422","422","435","435","447","447","460","460","472","4546","2909","1636","727","182","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080208","60","maxhp_value","140","defend_value","","","409","422","422","435","435","447","447","460","460","472","4546","2909","1636","727","182","128","132","132","136","136","140","140","144","144","148","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080309","90","maxmp_value","140","defend_value","","","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","77","79","79","81","81","84","84","86","86","89","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080310","90","maxmp_value","140","defend_value","","","512","527","527","543","543","559","559","575","575","590","4546","2909","1636","727","182","77","79","79","81","81","84","84","86","86","89","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080411","150","magicattack_value","160","magicdef_value","","","141","145","145","149","149","154","154","158","158","162","4546","2909","1636","727","182","75","77","77","79","79","82","82","84","84","86","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080512","60","maxhp_value","140","defend_value","","","614","633","633","652","652","671","671","690","690","708","4546","2909","1636","727","182","51","53","53","54","54","56","56","57","57","59","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6080613","160","magicdef_value","200","speed_value","","","75","77","77","79","79","82","82","84","84","86","4546","2909","1636","727","182","60","65","65","69","69","74","74","79","79","83","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090101","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090102","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090103","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090104","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090105","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090106","130","phyattack_value","150","magicattack_value","170","medical_value","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","130","134","134","137","137","141","141","145","145","149","4546","2909","1636","727","182","157","168","168","180","180","192","192","204","204","216","4546","2909","1636","727","182"
"6090207","60","maxhp_value","140","defend_value","","","461","475","475","489","489","503","503","517","517","531","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090208","60","maxhp_value","140","defend_value","","","461","475","475","489","489","503","503","517","517","531","4546","2909","1636","727","182","144","148","148","153","153","157","157","162","162","166","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090309","90","maxmp_value","140","defend_value","","","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"6090310","90","maxmp_value","140","defend_value","","","576","593","593","611","611","629","629","646","646","664","4546","2909","1636","727","182","86","89","89","92","92","94","94","97","97","100","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
