"附加属性id","名称","颜色","属性id","属性名称","区间","buffid","技能id"
"1","体质+&","FF00b1ff","10","cons_value","1;1","0","0"
"425","敏捷+&","FF00b1ff","50","agi_value","19;37","0","0"
"426","体质+&","FF00b1ff","10","cons_value","21;36","0","0"
"427","智力+&","FF00b1ff","20","iq_value","21;37","0","0"
"428","力量+&","FF00b1ff","30","str_value","21;38","0","0"
"429","耐力+&","FF00b1ff","40","endu_value","21;39","0","0"
"430","敏捷+&","FF00b1ff","50","agi_value","21;40","0","0"
"431","体质+&","FF00b1ff","10","cons_value","23;39","0","0"
"432","智力+&","FF00b1ff","20","iq_value","23;40","0","0"
"433","力量+&","FF00b1ff","30","str_value","23;41","0","0"
"434","耐力+&","FF00b1ff","40","endu_value","23;42","0","0"
"435","敏捷+&","FF00b1ff","50","agi_value","23;43","0","0"
"436","体质+&","FF00b1ff","10","cons_value","24;43","0","0"
"437","智力+&","FF00b1ff","20","iq_value","24;44","0","0"
"438","力量+&","FF00b1ff","30","str_value","24;45","0","0"
"439","耐力+&","FF00b1ff","40","endu_value","24;46","0","0"
"440","敏捷+&","FF00b1ff","50","agi_value","24;47","0","0"
"441","体质+&","FF00b1ff","10","cons_value","26;46","0","0"
"442","智力+&","FF00b1ff","20","iq_value","26;47","0","0"
"443","力量+&","FF00b1ff","30","str_value","26;48","0","0"
"444","耐力+&","FF00b1ff","40","endu_value","26;49","0","0"
"445","敏捷+&","FF00b1ff","50","agi_value","26;50","0","0"
"446","体质+&","FF00b1ff","10","cons_value","28;49","0","0"
"447","智力+&","FF00b1ff","20","iq_value","28;50","0","0"
"448","力量+&","FF00b1ff","30","str_value","28;51","0","0"
"449","耐力+&","FF00b1ff","40","endu_value","28;52","0","0"
"450","敏捷+&","FF00b1ff","50","agi_value","28;53","0","0"
"451","体质+&","FF00b1ff","10","cons_value","3;4","0","0"
"452","智力+&","FF00b1ff","20","iq_value","3;5","0","0"
"453","力量+&","FF00b1ff","30","str_value","3;6","0","0"
"454","耐力+&","FF00b1ff","40","endu_value","3;7","0","0"
"455","敏捷+&","FF00b1ff","50","agi_value","3;8","0","0"
"456","体质+&","FF00b1ff","10","cons_value","5;9","0","0"
"457","智力+&","FF00b1ff","20","iq_value","5;10","0","0"
"458","力量+&","FF00b1ff","30","str_value","5;11","0","0"
"459","耐力+&","FF00b1ff","40","endu_value","5;12","0","0"
"460","敏捷+&","FF00b1ff","50","agi_value","5;13","0","0"
"461","体质+&","FF00b1ff","10","cons_value","8;13","0","0"
"462","智力+&","FF00b1ff","20","iq_value","8;14","0","0"
"463","力量+&","FF00b1ff","30","str_value","8;15","0","0"
"464","耐力+&","FF00b1ff","40","endu_value","8;16","0","0"
"465","敏捷+&","FF00b1ff","50","agi_value","8;17","0","0"
"466","体质+&","FF00b1ff","10","cons_value","10;18","0","0"
"467","智力+&","FF00b1ff","20","iq_value","10;19","0","0"
"468","力量+&","FF00b1ff","30","str_value","10;20","0","0"
"469","耐力+&","FF00b1ff","40","endu_value","10;21","0","0"
"470","敏捷+&","FF00b1ff","50","agi_value","10;22","0","0"
"471","体质+&","FF00b1ff","10","cons_value","13;22","0","0"
"472","智力+&","FF00b1ff","20","iq_value","13;23","0","0"
"473","力量+&","FF00b1ff","30","str_value","13;24","0","0"
"474","耐力+&","FF00b1ff","40","endu_value","13;25","0","0"
"475","敏捷+&","FF00b1ff","50","agi_value","13;26","0","0"
"476","体质+&","FF00b1ff","10","cons_value","15;26","0","0"
"477","智力+&","FF00b1ff","20","iq_value","15;27","0","0"
"478","力量+&","FF00b1ff","30","str_value","15;28","0","0"
"479","耐力+&","FF00b1ff","40","endu_value","15;29","0","0"
"480","敏捷+&","FF00b1ff","50","agi_value","15;30","0","0"
"481","体质+&","FF00b1ff","10","cons_value","18;31","0","0"
"482","智力+&","FF00b1ff","20","iq_value","18;32","0","0"
"483","力量+&","FF00b1ff","30","str_value","18;33","0","0"
"484","耐力+&","FF00b1ff","40","endu_value","18;34","0","0"
"485","敏捷+&","FF00b1ff","50","agi_value","18;35","0","0"
"486","体质+&","FF00b1ff","10","cons_value","20;35","0","0"
"487","智力+&","FF00b1ff","20","iq_value","20;36","0","0"
"488","力量+&","FF00b1ff","30","str_value","20;37","0","0"
"489","耐力+&","FF00b1ff","40","endu_value","20;38","0","0"
"490","敏捷+&","FF00b1ff","50","agi_value","20;39","0","0"
"491","体质+&","FF00b1ff","10","cons_value","23;39","0","0"
"492","智力+&","FF00b1ff","20","iq_value","23;40","0","0"
"493","力量+&","FF00b1ff","30","str_value","23;41","0","0"
"494","耐力+&","FF00b1ff","40","endu_value","23;42","0","0"
"495","敏捷+&","FF00b1ff","50","agi_value","23;43","0","0"
"496","体质+&","FF00b1ff","10","cons_value","25;44","0","0"
"497","智力+&","FF00b1ff","20","iq_value","25;45","0","0"
"498","力量+&","FF00b1ff","30","str_value","25;46","0","0"
"499","耐力+&","FF00b1ff","40","endu_value","25;47","0","0"
"500","敏捷+&","FF00b1ff","50","agi_value","25;48","0","0"
"501","体质+&","FF00b1ff","10","cons_value","28;48","0","0"
"502","智力+&","FF00b1ff","20","iq_value","28;49","0","0"
"503","力量+&","FF00b1ff","30","str_value","28;50","0","0"
"504","耐力+&","FF00b1ff","40","endu_value","28;51","0","0"
"505","敏捷+&","FF00b1ff","50","agi_value","28;52","0","0"
"506","体质+&","FF00b1ff","10","cons_value","30;53","0","0"
"507","智力+&","FF00b1ff","20","iq_value","30;54","0","0"
"508","力量+&","FF00b1ff","30","str_value","30;55","0","0"
"509","耐力+&","FF00b1ff","40","endu_value","30;56","0","0"
"510","敏捷+&","FF00b1ff","50","agi_value","30;57","0","0"
"511","体质+&","FF00b1ff","10","cons_value","33;57","0","0"
"512","智力+&","FF00b1ff","20","iq_value","33;58","0","0"
"513","力量+&","FF00b1ff","30","str_value","33;59","0","0"
"514","耐力+&","FF00b1ff","40","endu_value","33;60","0","0"
"515","敏捷+&","FF00b1ff","50","agi_value","33;61","0","0"
"516","体质+&","FF00b1ff","10","cons_value","35;61","0","0"
"517","智力+&","FF00b1ff","20","iq_value","35;62","0","0"
"518","力量+&","FF00b1ff","30","str_value","35;63","0","0"
"519","耐力+&","FF00b1ff","40","endu_value","35;64","0","0"
"520","敏捷+&","FF00b1ff","50","agi_value","35;65","0","0"
"521","体质+&","FF00b1ff","10","cons_value","38;66","0","0"
"522","智力+&","FF00b1ff","20","iq_value","38;67","0","0"
"523","力量+&","FF00b1ff","30","str_value","38;68","0","0"
"524","耐力+&","FF00b1ff","40","endu_value","38;69","0","0"
"525","敏捷+&","FF00b1ff","50","agi_value","38;70","0","0"
"526","体质+&","FF00b1ff","10","cons_value","-1;-1","0","0"
"527","智力+&","FF00b1ff","20","iq_value","-1;-2","0","0"
"528","力量+&","FF00b1ff","30","str_value","-1;-3","0","0"
"529","耐力+&","FF00b1ff","40","endu_value","-1;-4","0","0"
"530","敏捷+&","FF00b1ff","50","agi_value","-1;-5","0","0"
"531","体质+&","FF00b1ff","10","cons_value","-2;-2","0","0"
"532","智力+&","FF00b1ff","20","iq_value","-2;-2","0","0"
"533","力量+&","FF00b1ff","30","str_value","-2;-2","0","0"
"534","耐力+&","FF00b1ff","40","endu_value","-2;-2","0","0"
"535","敏捷+&","FF00b1ff","50","agi_value","-2;-2","0","0"
"536","体质+&","FF00b1ff","10","cons_value","-2;-3","0","0"
"537","智力+&","FF00b1ff","20","iq_value","-2;-3","0","0"
"538","力量+&","FF00b1ff","30","str_value","-2;-3","0","0"
"539","耐力+&","FF00b1ff","40","endu_value","-2;-3","0","0"
"540","敏捷+&","FF00b1ff","50","agi_value","-2;-3","0","0"
"541","体质+&","FF00b1ff","10","cons_value","-3;-4","0","0"
"542","智力+&","FF00b1ff","20","iq_value","-3;-5","0","0"
"543","力量+&","FF00b1ff","30","str_value","-3;-6","0","0"
"544","耐力+&","FF00b1ff","40","endu_value","-3;-7","0","0"
"545","敏捷+&","FF00b1ff","50","agi_value","-3;-8","0","0"
"546","体质+&","FF00b1ff","10","cons_value","-4;-5","0","0"
"547","智力+&","FF00b1ff","20","iq_value","-4;-5","0","0"
"548","力量+&","FF00b1ff","30","str_value","-4;-5","0","0"
"549","耐力+&","FF00b1ff","40","endu_value","-4;-5","0","0"
"550","敏捷+&","FF00b1ff","50","agi_value","-4;-5","0","0"
"551","体质+&","FF00b1ff","10","cons_value","-4;-7","0","0"
"552","智力+&","FF00b1ff","20","iq_value","-4;-7","0","0"
"553","力量+&","FF00b1ff","30","str_value","-4;-7","0","0"
"554","耐力+&","FF00b1ff","40","endu_value","-4;-7","0","0"
"555","敏捷+&","FF00b1ff","50","agi_value","-4;-7","0","0"
"556","体质+&","FF00b1ff","10","cons_value","-5;-8","0","0"
"557","智力+&","FF00b1ff","20","iq_value","-5;-8","0","0"
"558","力量+&","FF00b1ff","30","str_value","-5;-8","0","0"
"559","耐力+&","FF00b1ff","40","endu_value","-5;-8","0","0"
"560","敏捷+&","FF00b1ff","50","agi_value","-5;-8","0","0"
"561","体质+&","FF00b1ff","10","cons_value","-5;-9","0","0"
"562","智力+&","FF00b1ff","20","iq_value","-5;-9","0","0"
"563","力量+&","FF00b1ff","30","str_value","-5;-9","0","0"
"564","耐力+&","FF00b1ff","40","endu_value","-5;-9","0","0"
"565","敏捷+&","FF00b1ff","50","agi_value","-5;-9","0","0"
"566","体质+&","FF00b1ff","10","cons_value","-6;-10","0","0"
"567","智力+&","FF00b1ff","20","iq_value","-6;-11","0","0"
"568","力量+&","FF00b1ff","30","str_value","-6;-12","0","0"
"569","耐力+&","FF00b1ff","40","endu_value","-6;-13","0","0"
"570","敏捷+&","FF00b1ff","50","agi_value","-6;-14","0","0"
"571","体质+&","FF00b1ff","10","cons_value","-7;-11","0","0"
"572","智力+&","FF00b1ff","20","iq_value","-7;-11","0","0"
"573","力量+&","FF00b1ff","30","str_value","-7;-11","0","0"
"574","耐力+&","FF00b1ff","40","endu_value","-7;-11","0","0"
"575","敏捷+&","FF00b1ff","50","agi_value","-7;-11","0","0"
"576","体质+&","FF00b1ff","10","cons_value","-7;-12","0","0"
"577","智力+&","FF00b1ff","20","iq_value","-7;-12","0","0"
"578","力量+&","FF00b1ff","30","str_value","-7;-12","0","0"
"579","耐力+&","FF00b1ff","40","endu_value","-7;-12","0","0"
"580","敏捷+&","FF00b1ff","50","agi_value","-7;-12","0","0"
"581","体质+&","FF00b1ff","10","cons_value","-8;-13","0","0"
"582","智力+&","FF00b1ff","20","iq_value","-8;-14","0","0"
"583","力量+&","FF00b1ff","30","str_value","-8;-15","0","0"
"584","耐力+&","FF00b1ff","40","endu_value","-8;-16","0","0"
"585","敏捷+&","FF00b1ff","50","agi_value","-8;-17","0","0"
"586","体质+&","FF00b1ff","10","cons_value","-9;-14","0","0"
"587","智力+&","FF00b1ff","20","iq_value","-9;-14","0","0"
"588","力量+&","FF00b1ff","30","str_value","-9;-14","0","0"
"589","耐力+&","FF00b1ff","40","endu_value","-9;-14","0","0"
"590","敏捷+&","FF00b1ff","50","agi_value","-9;-14","0","0"
"591","体质+&","FF00b1ff","10","cons_value","-9;-15","0","0"
"592","智力+&","FF00b1ff","20","iq_value","-9;-15","0","0"
"593","力量+&","FF00b1ff","30","str_value","-9;-15","0","0"
"594","耐力+&","FF00b1ff","40","endu_value","-9;-15","0","0"
"595","敏捷+&","FF00b1ff","50","agi_value","-9;-15","0","0"
"596","体质+&","FF00b1ff","10","cons_value","-10;-16","0","0"
"597","智力+&","FF00b1ff","20","iq_value","-10;-17","0","0"
"598","力量+&","FF00b1ff","30","str_value","-10;-18","0","0"
"599","耐力+&","FF00b1ff","40","endu_value","-10;-19","0","0"
"600","敏捷+&","FF00b1ff","50","agi_value","-10;-20","0","0"
"601","体质+&","FF00b1ff","10","cons_value","2;3","0","0"
"602","智力+&","FF00b1ff","20","iq_value","2;4","0","0"
"603","力量+&","FF00b1ff","30","str_value","2;5","0","0"
"604","耐力+&","FF00b1ff","40","endu_value","2;6","0","0"
"605","敏捷+&","FF00b1ff","50","agi_value","2;7","0","0"
"606","体质+&","FF00b1ff","10","cons_value","3;6","0","0"
"607","智力+&","FF00b1ff","20","iq_value","3;7","0","0"
"608","力量+&","FF00b1ff","30","str_value","3;8","0","0"
"609","耐力+&","FF00b1ff","40","endu_value","3;9","0","0"
"610","敏捷+&","FF00b1ff","50","agi_value","3;10","0","0"
"611","体质+&","FF00b1ff","10","cons_value","5;9","0","0"
"612","智力+&","FF00b1ff","20","iq_value","5;10","0","0"
"613","力量+&","FF00b1ff","30","str_value","5;11","0","0"
"614","耐力+&","FF00b1ff","40","endu_value","5;12","0","0"
"615","敏捷+&","FF00b1ff","50","agi_value","5;13","0","0"
"616","体质+&","FF00b1ff","10","cons_value","6;13","0","0"
"617","智力+&","FF00b1ff","20","iq_value","6;14","0","0"
"618","力量+&","FF00b1ff","30","str_value","6;15","0","0"
"619","耐力+&","FF00b1ff","40","endu_value","6;16","0","0"
"620","敏捷+&","FF00b1ff","50","agi_value","6;17","0","0"
"621","体质+&","FF00b1ff","10","cons_value","8;16","0","0"
"622","智力+&","FF00b1ff","20","iq_value","8;17","0","0"
"623","力量+&","FF00b1ff","30","str_value","8;18","0","0"
"624","耐力+&","FF00b1ff","40","endu_value","8;19","0","0"
"625","敏捷+&","FF00b1ff","50","agi_value","8;20","0","0"
"626","体质+&","FF00b1ff","10","cons_value","9;19","0","0"
"627","智力+&","FF00b1ff","20","iq_value","9;20","0","0"
"628","力量+&","FF00b1ff","30","str_value","9;21","0","0"
"629","耐力+&","FF00b1ff","40","endu_value","9;22","0","0"
"630","敏捷+&","FF00b1ff","50","agi_value","9;23","0","0"
"631","体质+&","FF00b1ff","10","cons_value","11;22","0","0"
"632","智力+&","FF00b1ff","20","iq_value","11;23","0","0"
"633","力量+&","FF00b1ff","30","str_value","11;24","0","0"
"634","耐力+&","FF00b1ff","40","endu_value","11;25","0","0"
"635","敏捷+&","FF00b1ff","50","agi_value","11;26","0","0"
"636","体质+&","FF00b1ff","10","cons_value","13;25","0","0"
"637","智力+&","FF00b1ff","20","iq_value","13;26","0","0"
"638","力量+&","FF00b1ff","30","str_value","13;27","0","0"
"639","耐力+&","FF00b1ff","40","endu_value","13;28","0","0"
"640","敏捷+&","FF00b1ff","50","agi_value","13;29","0","0"
"641","体质+&","FF00b1ff","10","cons_value","14;28","0","0"
"642","智力+&","FF00b1ff","20","iq_value","14;29","0","0"
"643","力量+&","FF00b1ff","30","str_value","14;30","0","0"
"644","耐力+&","FF00b1ff","40","endu_value","14;31","0","0"
"645","敏捷+&","FF00b1ff","50","agi_value","14;32","0","0"
"646","体质+&","FF00b1ff","10","cons_value","16;31","0","0"
"647","智力+&","FF00b1ff","20","iq_value","16;32","0","0"
"648","力量+&","FF00b1ff","30","str_value","16;33","0","0"
"649","耐力+&","FF00b1ff","40","endu_value","16;34","0","0"
"650","敏捷+&","FF00b1ff","50","agi_value","16;35","0","0"
"651","体质+&","FF00b1ff","10","cons_value","17;34","0","0"
"652","智力+&","FF00b1ff","20","iq_value","17;35","0","0"
"653","力量+&","FF00b1ff","30","str_value","17;36","0","0"
"654","耐力+&","FF00b1ff","40","endu_value","17;37","0","0"
"655","敏捷+&","FF00b1ff","50","agi_value","17;38","0","0"
"656","体质+&","FF00b1ff","10","cons_value","19;38","0","0"
"657","智力+&","FF00b1ff","20","iq_value","19;39","0","0"
"658","力量+&","FF00b1ff","30","str_value","19;40","0","0"
"659","耐力+&","FF00b1ff","40","endu_value","19;41","0","0"
"660","敏捷+&","FF00b1ff","50","agi_value","19;42","0","0"
"661","体质+&","FF00b1ff","10","cons_value","20;41","0","0"
"662","智力+&","FF00b1ff","20","iq_value","20;42","0","0"
"663","力量+&","FF00b1ff","30","str_value","20;43","0","0"
"664","耐力+&","FF00b1ff","40","endu_value","20;44","0","0"
"665","敏捷+&","FF00b1ff","50","agi_value","20;45","0","0"
"666","体质+&","FF00b1ff","10","cons_value","22;44","0","0"
"667","智力+&","FF00b1ff","20","iq_value","22;45","0","0"
"668","力量+&","FF00b1ff","30","str_value","22;46","0","0"
"669","耐力+&","FF00b1ff","40","endu_value","22;47","0","0"
"670","敏捷+&","FF00b1ff","50","agi_value","22;48","0","0"
"671","体质+&","FF00b1ff","10","cons_value","23;47","0","0"
"672","智力+&","FF00b1ff","20","iq_value","23;48","0","0"
"673","力量+&","FF00b1ff","30","str_value","23;49","0","0"
"674","耐力+&","FF00b1ff","40","endu_value","23;50","0","0"
"675","敏捷+&","FF00b1ff","50","agi_value","23;51","0","0"
"676","体质+&","FF00b1ff","10","cons_value","2;5","0","0"
"677","智力+&","FF00b1ff","20","iq_value","2;6","0","0"
"678","力量+&","FF00b1ff","30","str_value","2;7","0","0"
"679","耐力+&","FF00b1ff","40","endu_value","2;8","0","0"
"680","敏捷+&","FF00b1ff","50","agi_value","2;9","0","0"
"681","体质+&","FF00b1ff","10","cons_value","5;9","0","0"
"682","智力+&","FF00b1ff","20","iq_value","5;10","0","0"
"683","力量+&","FF00b1ff","30","str_value","5;11","0","0"
"684","耐力+&","FF00b1ff","40","endu_value","5;12","0","0"
"685","敏捷+&","FF00b1ff","50","agi_value","5;13","0","0"
"686","体质+&","FF00b1ff","10","cons_value","7;14","0","0"
"687","智力+&","FF00b1ff","20","iq_value","7;15","0","0"
"688","力量+&","FF00b1ff","30","str_value","7;16","0","0"
"689","耐力+&","FF00b1ff","40","endu_value","7;17","0","0"
"690","敏捷+&","FF00b1ff","50","agi_value","7;18","0","0"
"691","体质+&","FF00b1ff","10","cons_value","9;19","0","0"
"692","智力+&","FF00b1ff","20","iq_value","9;20","0","0"
"693","力量+&","FF00b1ff","30","str_value","9;21","0","0"
"694","耐力+&","FF00b1ff","40","endu_value","9;22","0","0"
"695","敏捷+&","FF00b1ff","50","agi_value","9;23","0","0"
"696","体质+&","FF00b1ff","10","cons_value","12;23","0","0"
"697","智力+&","FF00b1ff","20","iq_value","12;24","0","0"
"698","力量+&","FF00b1ff","30","str_value","12;25","0","0"
"699","耐力+&","FF00b1ff","40","endu_value","12;26","0","0"
"700","敏捷+&","FF00b1ff","50","agi_value","12;27","0","0"
"701","体质+&","FF00b1ff","10","cons_value","14;28","0","0"
"702","智力+&","FF00b1ff","20","iq_value","14;29","0","0"
"703","力量+&","FF00b1ff","30","str_value","14;30","0","0"
"704","耐力+&","FF00b1ff","40","endu_value","14;31","0","0"
"705","敏捷+&","FF00b1ff","50","agi_value","14;32","0","0"
"706","体质+&","FF00b1ff","10","cons_value","16;33","0","0"
"707","智力+&","FF00b1ff","20","iq_value","16;34","0","0"
"708","力量+&","FF00b1ff","30","str_value","16;35","0","0"
"709","耐力+&","FF00b1ff","40","endu_value","16;36","0","0"
"710","敏捷+&","FF00b1ff","50","agi_value","16;37","0","0"
"711","体质+&","FF00b1ff","10","cons_value","19;38","0","0"
"712","智力+&","FF00b1ff","20","iq_value","19;39","0","0"
"713","力量+&","FF00b1ff","30","str_value","19;40","0","0"
"714","耐力+&","FF00b1ff","40","endu_value","19;41","0","0"
"715","敏捷+&","FF00b1ff","50","agi_value","19;42","0","0"
"716","体质+&","FF00b1ff","10","cons_value","21;42","0","0"
"717","智力+&","FF00b1ff","20","iq_value","21;43","0","0"
"718","力量+&","FF00b1ff","30","str_value","21;44","0","0"
"719","耐力+&","FF00b1ff","40","endu_value","21;45","0","0"
"720","敏捷+&","FF00b1ff","50","agi_value","21;46","0","0"
"721","体质+&","FF00b1ff","10","cons_value","23;47","0","0"
"722","智力+&","FF00b1ff","20","iq_value","23;48","0","0"
"723","力量+&","FF00b1ff","30","str_value","23;49","0","0"
"724","耐力+&","FF00b1ff","40","endu_value","23;50","0","0"
"725","敏捷+&","FF00b1ff","50","agi_value","23;51","0","0"
"726","体质+&","FF00b1ff","10","cons_value","26;52","0","0"
"727","智力+&","FF00b1ff","20","iq_value","26;53","0","0"
"728","力量+&","FF00b1ff","30","str_value","26;54","0","0"
"729","耐力+&","FF00b1ff","40","endu_value","26;55","0","0"
"730","敏捷+&","FF00b1ff","50","agi_value","26;56","0","0"
"731","体质+&","FF00b1ff","10","cons_value","28;56","0","0"
"732","智力+&","FF00b1ff","20","iq_value","28;57","0","0"
"733","力量+&","FF00b1ff","30","str_value","28;58","0","0"
"734","耐力+&","FF00b1ff","40","endu_value","28;59","0","0"
"735","敏捷+&","FF00b1ff","50","agi_value","28;60","0","0"
"736","体质+&","FF00b1ff","10","cons_value","30;61","0","0"
"737","智力+&","FF00b1ff","20","iq_value","30;62","0","0"
"738","力量+&","FF00b1ff","30","str_value","30;63","0","0"
"739","耐力+&","FF00b1ff","40","endu_value","30;64","0","0"
"740","敏捷+&","FF00b1ff","50","agi_value","30;65","0","0"
"741","体质+&","FF00b1ff","10","cons_value","33;66","0","0"
"742","智力+&","FF00b1ff","20","iq_value","33;67","0","0"
"743","力量+&","FF00b1ff","30","str_value","33;68","0","0"
"744","耐力+&","FF00b1ff","40","endu_value","33;69","0","0"
"745","敏捷+&","FF00b1ff","50","agi_value","33;70","0","0"
"746","体质+&","FF00b1ff","10","cons_value","35;70","0","0"
"747","智力+&","FF00b1ff","20","iq_value","35;71","0","0"
"748","力量+&","FF00b1ff","30","str_value","35;72","0","0"
"749","耐力+&","FF00b1ff","40","endu_value","35;73","0","0"
"750","敏捷+&","FF00b1ff","50","agi_value","35;74","0","0"
"751","体质+&","FF00b1ff","10","cons_value","3;6","0","0"
"752","智力+&","FF00b1ff","20","iq_value","3;7","0","0"
"753","力量+&","FF00b1ff","30","str_value","3;8","0","0"
"754","耐力+&","FF00b1ff","40","endu_value","3;9","0","0"
"755","敏捷+&","FF00b1ff","50","agi_value","3;10","0","0"
"756","体质+&","FF00b1ff","10","cons_value","6;13","0","0"
"757","智力+&","FF00b1ff","20","iq_value","6;14","0","0"
"758","力量+&","FF00b1ff","30","str_value","6;15","0","0"
"759","耐力+&","FF00b1ff","40","endu_value","6;16","0","0"
"760","敏捷+&","FF00b1ff","50","agi_value","6;17","0","0"
"761","体质+&","FF00b1ff","10","cons_value","9;19","0","0"
"762","智力+&","FF00b1ff","20","iq_value","9;20","0","0"
"763","力量+&","FF00b1ff","30","str_value","9;21","0","0"
"764","耐力+&","FF00b1ff","40","endu_value","9;22","0","0"
"765","敏捷+&","FF00b1ff","50","agi_value","9;23","0","0"
"766","体质+&","FF00b1ff","10","cons_value","13;25","0","0"
"767","智力+&","FF00b1ff","20","iq_value","13;26","0","0"
"768","力量+&","FF00b1ff","30","str_value","13;27","0","0"
"769","耐力+&","FF00b1ff","40","endu_value","13;28","0","0"
"770","敏捷+&","FF00b1ff","50","agi_value","13;29","0","0"
"771","体质+&","FF00b1ff","10","cons_value","16;31","0","0"
"772","智力+&","FF00b1ff","20","iq_value","16;32","0","0"
"773","力量+&","FF00b1ff","30","str_value","16;33","0","0"
"774","耐力+&","FF00b1ff","40","endu_value","16;34","0","0"
"775","敏捷+&","FF00b1ff","50","agi_value","16;35","0","0"
"776","体质+&","FF00b1ff","10","cons_value","19;38","0","0"
"777","智力+&","FF00b1ff","20","iq_value","19;39","0","0"
"778","力量+&","FF00b1ff","30","str_value","19;40","0","0"
"779","耐力+&","FF00b1ff","40","endu_value","19;41","0","0"
"780","敏捷+&","FF00b1ff","50","agi_value","19;42","0","0"
"781","体质+&","FF00b1ff","10","cons_value","22;44","0","0"
"782","智力+&","FF00b1ff","20","iq_value","22;45","0","0"
"783","力量+&","FF00b1ff","30","str_value","22;46","0","0"
"784","耐力+&","FF00b1ff","40","endu_value","22;47","0","0"
"785","敏捷+&","FF00b1ff","50","agi_value","22;48","0","0"
"786","体质+&","FF00b1ff","10","cons_value","25;50","0","0"
"787","智力+&","FF00b1ff","20","iq_value","25;51","0","0"
"788","力量+&","FF00b1ff","30","str_value","25;52","0","0"
"789","耐力+&","FF00b1ff","40","endu_value","25;53","0","0"
"790","敏捷+&","FF00b1ff","50","agi_value","25;54","0","0"
"791","体质+&","FF00b1ff","10","cons_value","28;56","0","0"
"792","智力+&","FF00b1ff","20","iq_value","28;57","0","0"
"793","力量+&","FF00b1ff","30","str_value","28;58","0","0"
"794","耐力+&","FF00b1ff","40","endu_value","28;59","0","0"
"795","敏捷+&","FF00b1ff","50","agi_value","28;60","0","0"
"796","体质+&","FF00b1ff","10","cons_value","31;63","0","0"
"797","智力+&","FF00b1ff","20","iq_value","31;64","0","0"
"798","力量+&","FF00b1ff","30","str_value","31;65","0","0"
"799","耐力+&","FF00b1ff","40","endu_value","31;66","0","0"
"800","敏捷+&","FF00b1ff","50","agi_value","31;67","0","0"
"801","体质+&","FF00b1ff","10","cons_value","34;69","0","0"
"802","智力+&","FF00b1ff","20","iq_value","34;70","0","0"
"803","力量+&","FF00b1ff","30","str_value","34;71","0","0"
"804","耐力+&","FF00b1ff","40","endu_value","34;72","0","0"
"805","敏捷+&","FF00b1ff","50","agi_value","34;73","0","0"
"806","体质+&","FF00b1ff","10","cons_value","38;75","0","0"
"807","智力+&","FF00b1ff","20","iq_value","38;76","0","0"
"808","力量+&","FF00b1ff","30","str_value","38;77","0","0"
"809","耐力+&","FF00b1ff","40","endu_value","38;78","0","0"
"810","敏捷+&","FF00b1ff","50","agi_value","38;79","0","0"
"811","体质+&","FF00b1ff","10","cons_value","41;81","0","0"
"812","智力+&","FF00b1ff","20","iq_value","41;82","0","0"
"813","力量+&","FF00b1ff","30","str_value","41;83","0","0"
"814","耐力+&","FF00b1ff","40","endu_value","41;84","0","0"
"815","敏捷+&","FF00b1ff","50","agi_value","41;85","0","0"
"816","体质+&","FF00b1ff","10","cons_value","44;88","0","0"
"817","智力+&","FF00b1ff","20","iq_value","44;89","0","0"
"818","力量+&","FF00b1ff","30","str_value","44;90","0","0"
"819","耐力+&","FF00b1ff","40","endu_value","44;91","0","0"
"820","敏捷+&","FF00b1ff","50","agi_value","44;92","0","0"
"821","体质+&","FF00b1ff","10","cons_value","47;94","0","0"
"822","智力+&","FF00b1ff","20","iq_value","47;95","0","0"
"823","力量+&","FF00b1ff","30","str_value","47;96","0","0"
"824","耐力+&","FF00b1ff","40","endu_value","47;97","0","0"
"825","敏捷+&","FF00b1ff","50","agi_value","47;98","0","0"
"826","体质+&","FF00b1ff","10","cons_value","-1;-2","0","0"
"827","智力+&","FF00b1ff","20","iq_value","-1;-3","0","0"
"828","力量+&","FF00b1ff","30","str_value","-1;-4","0","0"
"829","耐力+&","FF00b1ff","40","endu_value","-1;-5","0","0"
"830","敏捷+&","FF00b1ff","50","agi_value","-1;-6","0","0"
"831","体质+&","FF00b1ff","10","cons_value","-2;-3","0","0"
"832","智力+&","FF00b1ff","20","iq_value","-2;-4","0","0"
"833","力量+&","FF00b1ff","30","str_value","-2;-5","0","0"
"834","耐力+&","FF00b1ff","40","endu_value","-2;-6","0","0"
"835","敏捷+&","FF00b1ff","50","agi_value","-2;-7","0","0"
"836","体质+&","FF00b1ff","10","cons_value","-3;-5","0","0"
"837","智力+&","FF00b1ff","20","iq_value","-3;-6","0","0"
"838","力量+&","FF00b1ff","30","str_value","-3;-7","0","0"
"839","耐力+&","FF00b1ff","40","endu_value","-3;-8","0","0"
"840","敏捷+&","FF00b1ff","50","agi_value","-3;-9","0","0"
"841","体质+&","FF00b1ff","10","cons_value","-4;-6","0","0"
"842","智力+&","FF00b1ff","20","iq_value","-4;-6","0","0"
"843","力量+&","FF00b1ff","30","str_value","-4;-6","0","0"
"844","耐力+&","FF00b1ff","40","endu_value","-4;-6","0","0"
"845","敏捷+&","FF00b1ff","50","agi_value","-4;-6","0","0"
"846","体质+&","FF00b1ff","10","cons_value","-4;-8","0","0"
"847","智力+&","FF00b1ff","20","iq_value","-4;-8","0","0"
"848","力量+&","FF00b1ff","30","str_value","-4;-8","0","0"
