"ID","提示对话框类型","提示内容","备注"
"144839","1","该副本不是您的副本，请离开副本后重新进入。",
"144840","1","组队模式人数不得少于3人。",
"144841","1","你不是队长或没有接到任务，无法进入战斗。",
"144846","1","您当前处于暂离状态，无法进入梦境。（需单人或组队状态即可进入。）",
"144852","12","<T t=""第""></T><T t=""$parameter$"" c=""ffffe600""></T><T t=""关""></T><B></B><T t=""击败""></T><T t=""$parameter2$"" c=""ff33ff33""></T>",
"144865","1","您已经领取过该奖励。",
"144875","1","你的包裹已满，请先清理包裹。",
"144876","2","回答正确，你真是很厉害！",
"144877","2","你的答案不对啊。",
"144879","1","战斗中不能使用该功能。",
"144883","1","组队状态不能进入冰封王座，请独自前往。",
"144888","1","冠军试炼目前处于准备阶段，请做好组队准备。请于晚上20:30点击吉安娜开启挑战。",
"144906","1","您的宠物栏已满，请先放生部分宠物。",
"144915","1","您的背包已满，摘除失败。",
"144923","1","你身上已经有任务了。",
"144948","1","当前状态无法接受系统拉人。",
"144949","1","由于您的包裹已满，未能获得本次奖励，请及时清理包裹或扩充包裹栏。",
"144956","1","MainControlDlg/back/pack",
"144962","1","对不起，你输入的序列号无效或已作废。",
"144965","1","背包空间不足。",
"144987","1","该玩家正在战斗中，无法进行切磋！",
"144999","1","该玩家刚刚结束战斗，请稍候再尝试。",
"145000","1","参与切磋的玩家需要等级达到20级。",
"145001","1","该玩家已离线或处于不可切磋状态。",
"145005","1","你身上的银币不够，无法创建公会哦！",
"145008","1","你已经申请过该公会了，请耐心等待！",
"145009","1","<T t=""你已成功申请加入""></T><T t=""$parameter1$"" c=""ff33ff33""></T><T t=""公会，请耐心等待对方答复或联系其会长。""></T>",
"145011","1","你的公会人数已满，暂时无法新增成员！",
"145012","1","对方拒绝了你的邀请。",
"145013","1","只有会长/副会长才能发布群消息。",
"145018","1","不能对自己进行操作。",
"145020","1","请先撤销原来的副会长再来任命吧！",
"145023","7","<T t=""$parameter1$"" c=""ff33ff33""></T><T t=""任命"" c=""FF693F00""></T><T t=""$parameter2$"" c=""ff33ff33""></T><T t=""为"" c=""FF693F00""></T><T t=""$parameter3$"" c=""ff33ff33""></T><T t=""，大家热烈欢迎！"" c=""FF693F00""></T>",
"145025","1","输入信息为空或者含有非法字符。",
"145026","5","退出公会之后你的公会贡献将被冻结，之后可以在公会总管处进行解冻，你确定要退出公会么？",
"145027","1","你已经成功退出公会。",
"145028","7","<T t=""$parameter1$"" c=""ff33ff33""></T><T t=""离开了公会。"" c=""FF693F00""></T>",
"145034","5","玩家[colour='ff00ff00']$parameter1$[colour='ffffffff']邀请你加入[colour='ff00ff00']$parameter2$[colour='ffffffff']公会，是否接受邀请？",
"145045","1","你申请的队伍已经满员了。",
"145048","1","活动已经结束了，下次请务必要趁早啊！",
"145049","1","想要领取该奖励至少需要有一笔历史充值。",
"145050","1","在PVP地图不能与不同阵营的玩家组队。",
"145057","5","是否要花费[colour='ffffe600']$parameter1$[colour='ffffffff']符石增加一次挑战机会？",
"145059","5","您已经拥有不同种类的VIP特权，更换特权后，剩余时间将等价转化为[colour='ffffe600']$parameter1$[colour='ffffffff']符石返还至包裹，是否确定购买？",
"145068","1","<T t=""成功创建公会！""></T>",""
"145069","7","<T t=""$parameter1$"" c=""ff33ff33""></T><T t=""加入了公会，大家热烈欢迎！"" c=""FF693F00""></T>","加入公会提示"
"145071","1","你已经领取过同类型礼包。",""
"145074","1","更改宗旨成功！",""
"145075","5","退出公会后，该公会将被解散，你确定要退出公会吗？",""
"145076","1","只有队长才可以调整队伍光环",""
"145077","1","你还没有加入任何公会，请先加入或创建一个公会吧！","公会提示"
"145088","1","请输入2-5个汉字！",""
"145091","1","请输入公会宗旨~",""
"145092","1","<T t=""$parameter1$"" c=""ff33ff33""></T><T t=""已被成功任命为""></T><T t=""$parameter2$"" c=""ff33ff33""></T>",""
"145096","1","驱逐成功！",""
"145099","1","队员正在投票中，请稍侯……",""
"145104","1","战斗中不能进行此操作。",""
"145105","1","<T t=""$parameter1$"" c=""ff33ff33""></T><T t=""已经是""></T><T t=""$parameter2$"" c=""ff00ff00""></T><T t=""了，无法再任命！""></T>",""
"145107","1","你已成功发布了群消息。",""
"145109","1","<T t=""邀请成功，玩家""></T><T t=""$parameter1$"" c=""ff33ff33""></T><T t=""已进入申请列表等候结果！""></T>",
"145112","1","最多输入50个汉字！",
"145114","1","你已经有公会了，无法申请。",
"145115","1","对方已经有公会了，无法邀请。",
"145116","1","<T t=""玩家""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""已经加入其它公会了！""></T>",
"145117","5","你确定要将[colour='ff00ff00']$parameter1$[colour='ffffffff']驱逐出公会吗？",
"145123","1","组队状态无法放弃任务，请离队后再试。",
"145130","12","<T t=""已在等待列表中"" c=""ff33ff33""></T>",
"145131","12","<T t=""不在等待列表中"" c=""ff00ff00""></T>",
"145132","1","您的等级不足以进入该副本。",
"145148","1","已经有人挑战了这个目标了，再找一个吧。",
"145149","1","您邀请的玩家已经退出等待列表，请刷新列表。",
"145152","1","已成功给$parameter1$发放$parameter2$符石。",
"145153","1","发放符石失败。",
"145154","1","<T t=""恭喜您充值成功，获得""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""符石。""></T>",
"145202","5","提示出错了",
"145221","1","宠物最多只能携带6个主动技能。",
"145249","1","当前状态无法跳转地图。",
"145261","1","<T t=""阵营战队伍人数不能超过""></T><T t=""3"" c=""ff00ff00""></T><T t=""人。""></T>",
"145324","1","<T t=""你使用了一张变身卡，变身为""></T><T t=""$parameter1$"" c=""ffffe600""></T><T t=""，获得了""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""分钟的变身时间，快点和小伙伴们享受这欢乐时光吧！""></T>",
"145325","1","您的等级不符合该兑换码的兑换等级，请核实兑换需求。",
"145344","1","请输入玩家数字ID。",
"145345","1","未找到此ID对应的玩家。",
"145346","1","该道具今日的余存不足，请您明日再来。",
"145347","1","请不要搜索自己！",
"145349","1","设置密码成功!",
"145351","1","解锁成功。",
"145352","1","您输入的密码错误，解锁失败。",
"145354","1","您输入的旧密码不正确，请再次输入。",
"145356","1","修改密码成功！",
"145357","1","您的安全锁已经取消。",
"145358","1","您输入的密码不正确，请再次输入。",
"145359","1","您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。",
"145360","1","您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。",
"145361","1","您已输入错误5次，安全锁目前处于为期10分钟的冷却状态。",
"145362","1","您已经处于强行解锁队列，请勿再次点击强行解锁。",
"145371","1","您的光环被克制，效果降低。",
"145372","1","申请强行解锁成功。",
"145382","1","您的安全锁已经强行解锁成功。",
"145390","1","等级不足，不能使用该功能。",
"145415","1","<T t=""当前挑战的冰封王座推荐等级与自身等级不符，""></T><T t=""将不会获得收益。"" c=""ffffff33""></T>",
"145419","7","<T t='$parameter1$' c='ff00ff00'/><T t='因' c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='被踢出了公会。' c='FF693F00'/>",
"145492","1","<T t=""该道具只能在"" c=""ff00ff00""></T><T t=""$parameter1$"" c=""ffffff33""></T><T t=""年"" c=""ffffff33""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""月"" c=""ffffff33""></T><T t=""$parameter3$"" c=""ffffff33""></T><T t=""日"" c=""ffffff33""></T><T t=""0点后使用！"" c=""ff00ff00""></T>",
"145496","1","不到$parameter1$级的小货色还是别来送死了!",
"145622","1","<T t=""对方没有曾用名""></T>",
"145624","2","<T t=""新名字将在您下次登录时生效""></T>",
"145625","1","<T t=""曾用名：""></T><T t=""$parameter1$"" c=""ffffff33""></T>",
"145627","1","<T t=""名字过长或过短！""></T>",
"145660","1","您已经将$parameter1$加入屏蔽列表",
"145661","1","该玩家已经在您的屏蔽列表中",
"145662","1","最多可屏蔽20人，请移除部分玩家再屏蔽",
"145663","1","您确定将$parameter1$从屏蔽列表中移除吗？",
"145664","1","您已经将$parameter1$从屏蔽列表中移除",
"145665","1","此人在您的屏蔽列表中，无法执行此操作",
"145677","1","11级即可开启好友交互功能。",
"145710","1","<T t=""恭喜您战胜了"" c=""ffffff00""/><T t=""$parameter1$"" c=""ff00ff7f""/>",
"145711","1","<T t=""很遗憾您败给了"" c=""ffffff00""/><T t=""$parameter1$"" c=""ffff0000""/>",
"145713","1","提示出错了",
"145740","1","队伍人数已满。",
"145771","1","不在活动时间内！",
"145773","5","[colour='ffffff33']$parameter1$[colour='ffffffff']将要带队前往[colour='ffffff33']$parameter2$（PVP区域）[colour='ffffffff']是否跟随前去？",
"145872","1","角斗场下方不知何人正在偷袭你，比试结束。",
"145890","1","您要追踪的玩家不在线，请等待其上线再进行追踪",
"145946","1","你的仓库已满了，不能存入物品啦！",
"145948","1","此功能50级才开启哦！",
"145950","1","你的包裹已经满了，不能取出物品啦！",
"146110","1","当前没有战斗，不能观战",""
"146113","1","您的剩余次数不足，充值即可获得更多机会！",""
"146130","1","您输入的名称或ID不是很准确哦，请重新输入！",""
"146182","1","<T t=""该道具只能在"" c=""ff00ff00""></T><T t=""$parameter1$"" c=""ffffff33""></T><T t=""年"" c=""ffffff33""></T><T t=""$parameter2$"" c=""ffffff33""></T><T t=""月"" c=""ffffff33""></T><T t=""$parameter3$"" c=""ffffff33""></T><T t=""日"" c=""ffffff33""></T><T t=""前使用！请您手动摧毁该过期道具！"" c=""ff00ff00""></T>",""
"146238","1","只能输入字母、汉字，含有非法字符或者为纯数字命名则不能创建。",""
"146331","1","<T t=""$parameter1$"" c=""FF33FF33""></T><T t=""在等级排行榜上偷看您的装备""></T>",""
"146368","1","<T t=""感谢您对我叫MT3的支持，您获得了"" c=""ffffff33""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""符石的历史充值回馈，请查收！"" c=""ffffff33""></T>",""
"146388","1","师父的等级不满足80级，还不可以收徒哦~",""
"146389","1","拜师可是需要两个人的哦，一师一徒~",""
"146390","1","您当前还在师父门下，没有出师，怎么可以收徒呢？",""
"146391","1","您当前等级所收徒弟数目已满，不能再收徒了",""
"146392","1","您的徒弟当前有师徒关系，不能拜您为师！",""
"146393","1","强行罢师后，必须超过24小时才能再次拜师！",""
"146394","1","徒弟背包内没有拜师酒，不能进行拜师仪式~",""
"146395","1","您的等级高于60级，不可以领取拜师酒了~",""
"146396","1","您的背包内已有拜师酒，不能再次领取了！",""
"146397","1","您当前不是师父，无法罢免徒弟~",""
"146398","1","进行出师仪式时，需要师徒组队相互点评后才能完成出师。",""
"146399","1","当前徒弟等级没有到达60级，无法出师！",""
"146400","1","您二人不是师徒关系！",""
"146401","1","<T t=""恭喜您获得了""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""点师德值！""></T>",""
"146402","1","<T t=""徒弟可拜师的等级是""></T><T t=""25级"" c=""FF33FF33""></T><T t=""到""></T><T t=""59级"" c=""FF33FF33""></T><T t=""。""></T>",""
"146403","1","您当前不符合条件，无法进行此项操作！",""
"146404","1","<T t=""您已经成功罢黜了徒弟""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""。""></T>",""
"146405","1","<T t=""您已经成功罢黜了师父""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""。""></T>",""
"146419","1","您二人不是好友关系，无法拜师！",""
"146420","16","<T t=""您已经出师的徒弟""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""完成了充值，因此返还您""></T><T t=""$parameter2$"" c=""FF33FF33""></T><T t=""符石。""></T>",""
"146421","16","<T t=""您今日领取徒弟充值返还奖励已达""></T><T t=""200"" c=""FF33FF33""></T><T t=""符石的上限，因此无法继续领取。""></T>",""
"146426","1","该玩家当前没有参战宠物",""
"146428","16","<T t=""“""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""年""></T><T t=""$parameter2$"" c=""FF33FF33""></T><T t=""月""></T><T t=""$parameter3$"" c=""FF33FF33""></T><T t=""日 ""></T><T t=""$parameter4$"" c=""FF33FF33""></T><T t=""：""></T><T t=""$parameter5$"" c=""FF33FF33""></T><T t=""：""></T><T t=""$parameter6$"" c=""FF33FF33""></T><T t="" 得到的符石由于在一定时间内没有使用换成了“鲜花束”""></T><B></B><T t=""[消费符石] ""></T><T t=""$parameter7$"" c=""FFFFFF33""></T><T t=""符石""></T><B></B><T t=""[交换道具] 鲜花束：""></T><T t=""$parameter8$"" c=""FFFFFF33""></T><T t=""个”""></T>",""
"146431","1","进行出师仪式时必须要师父带队，否则无法进行出师仪式哦！",""
"146442","16","<T t=""您的徒弟""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""已经离开职业，另寻高师。""></T>",""
"146443","16","<T t=""您的师父""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""已经将您逐出职业，另寻高徒了。""></T>",""
"146456","1","您符石数额不足，无法罢徒。",""
"146486","1","<T t=""$parameter1$"" c=""FF33FF33""></T><T t=""不同意拜您为师。""></T>",""
"146500","1","<T t=""已经向""></T><T t=""$parameter1$"" c=""FF33FF33""></T><T t=""发出了收徒邀请。""></T>",""
"146501","1","主人不在线，宠物在休息（离线数据）",""
"150001","1","当前等级只能出战$parameter1$只宠物",""
"150011","5","本日首次次切换加点方案免费，是否继续","加点方案首次切换提示"
"150012","5","你是否花费$parameter1$银币切换加点方案","加点方案非首次切换提示"
"150013","1","等级达到$parameter1$级才可以洗点","洗点等级不足提示"
"150014","1","$parameter1$级解锁第$parameter2$套方案","加点方案未解锁提示"
"150015","1","可重置属性点为0","洗点无属性点时提示"
"150016","1","不能高于人物等级10级以上","生活技能升级人物等级不足提示"
"150017","1","公会贡献不足，无法学习技能。公会贡献可以通过公会任务获得。","生活技能公会贡献不足提示"
"150018","1","洗点成功，$parameter1$重置$parameter2$点","洗点成功提示"
"150019","1","洗点成功，全属性重置","洗点成功全属性重置"
"150020","1","$parameter1$数量不足","洗点道具不足提示"
"150021","1","等级设置错误","组队提示"
"150022","1","等级不符合","组队提示"
"150023","1","没有设置目标","组队提示"
"150024","1","队伍人数已满","组队提示"
"150025","1","已经在匹配中","组队提示"
"150026","1","活动暂未开放","组队提示"
"150027","1","你没有加入公会","组队提示"
"150028","1","请稍后再喊，距离下一次喊话$parameter1$秒","组队提示"
"150029","1","没有别人能做队长了，无法暂离队伍","组队队长暂离提示"
"150030","1","处于组队状态，无法传送","组队队员点击地图传送提示"
"150031","1","请战斗结束后操作","组队提示"
"150032","1","队长战斗中无法离队","组队队长战斗离队提示"
"150033","1","已离队，战斗结束后生效","组队队员战斗离队提示"
"150034","1","$parameter1$已经成为队长","组队提示"
"150035","1","队伍已不存在","组队提示"
"150036","1","$parameter1$已有队伍","组队提示"
"150037","1","$parameter1$已离线","组队提示"
"150038","1","开始自动匹配，请稍后","组队提示"
"150039","1","已取消自动匹配","组队提示"
"150040","1","出战宠物不能放生，请先设为休息","宠物提示"
"150041","1","你已申请加入$parameter1$队伍","组队申请操作提示"
"150042","1","每只宠物的前两次重置免费，当前是第[colour='ff000000']$parameter1$[colour='ffffffff']次，重置后所有已分配的属性将变为潜力点，确认要重新分配吗？","宠物提示"
"150043","1","当前是第[colour='ff000000']$parameter1$[colour='ffffffff']次，消耗[colour='ff000000']$parameter2$[colour='ffffffff']银币，重置后所有已分配的属性将变为潜力点，确认要重新分配吗？","宠物提示"
"150044","1","宠物属性重置成功","宠物提示"
"150045","1","<T t='使用$parameter1$可以进行洗练，洗练后将有如下变化：'></T><B/><T t=' '></T><B/>$dot$<T t='资质和成长重新刷新'></T><B/><T t=' '></T><B/>$dot$<T t='技能重新刷新'></T><B/><T t=' '></T><B/>$dot$<T t='等级重新变为0级'></T><B/><T t=' '></T><B/>$dot$<T t='有几率获得相应变异宠物'></T>","宠物提示"
"150046","1","战斗中不能进行宠物洗练","宠物提示"
"150047","1","出战宠物不能进行洗练","宠物提示"
"150048","1","绑定宠物不能进行洗练","宠物提示"
"150049","1","锁定宠物不能进行洗练","宠物提示"
"150050","1","<T t='合宠后，原来的两只宠物会消失，并获得一只新的宠物，新的宠物将有如下变化'></T><B/><T t=' '></T><B/>$dot$<T t='新宠物的资质和成长，将有原来两只宠物的平均资质和平均成长决定'></T><B/><T t=' '></T><B/>$dot$<T t='新宠物的等级将在原来宠物等级之间进行随机'></T><B/><T t=' '></T><B/>$dot$<T t='原来两只宠物的所有携带技能，均有一定概率保留下来并且新宠物将一定获得自身类型所携带的必带技能'></T>","宠物提示"
"150051","1","战斗中不能进行宠物合成","宠物提示"
"150052","1","绑定宠物不能进行合成","宠物提示"
"150053","1","锁定宠物不能进行合成","宠物提示"
"150054","1","人物等级不足$parameter1$级，抓紧时间升级吧","宠物提示"
"150055","1","只有宝宝可以合成","宠物提示"
"150056","1","出战宠物不能进行合成","宠物提示"
"150057","1","要两个宠物才可以预览哦","宠物提示"
"150058","1","道具不足","宠物洗练道具不足提示"
"150059","1","洗练成功","洗练成功提示"
"150060","1","$dot$<T t='当宠物技能不足2个时，学习技能只会增加技能，不会顶替'></T><B/><T t=' '></T><B/>$dot$<T t='当宠物技能达到2个后，学习技能后，较大概率顶替原有技能，较小概率额外增加技能'></T><B/><T t=' '></T><B/>$dot$<T t='当宠物技能达到4个后，学习技能只会顶替原有技能'></T>","宠物提示"
"150061","1","$dot$<T t='只有法术攻击技能才可以被认证'></T><B/><T t=' '></T><B/>$dot$<T t='认证时交纳的费用只受宠物的携带等级影响，与当前实际等级无关'></T><B/><T t=' '></T><B/>$dot$<T t='认证后，该法术技能在技能学习时不会受到影响'></T><B/><T t=' '></T><B/>$dot$<T t='认证后，该宠物会额外得到一个普通技能'></T><B/><T t=' '></T><B/>$dot$<T t='取消认证会消耗1000000银币'></T><B/><T t=' '></T><B/>$dot$<T t='神兽不能被认证'></T>","宠物提示"
"150062","1","战斗中不能进行技能学习","宠物提示"
"150063","1","锁定宠物不能学习技能","宠物提示"
"150064","1","<T t='您的宠物已经学习'></T><T t='$parameter1$' c='ff0000ff'></T><T t='技能了'></T>","宠物提示"
"150065","5","[colour='FF78491F']请问是否将[colour='ff0dd874']$parameter1$[colour='FF78491F']（[colour='ff0dd874']$parameter2$级[colour='FF78491F']）的“[colour='ff0dd874']$parameter3$[colour='FF78491F']”技能法术认证？","宠物提示"
"150066","5","[colour='FF78491F']是否取消[colour='ff0dd874']$parameter1$[colour='FF78491F']（[colour='ff0dd874']$parameter2$级[colour='FF78491F']）的“[colour='ff0dd874']$parameter3$[colour='FF78491F']”的法术认证？本次取消会回收“[colour='ff0dd874']$parameter4$[colour='FF78491F']”技能","宠物提示"
"150067","1","需要选择一个技能进行认证","宠物提示"
"150068","1","请先取消法术认证才可以进行合成","宠物合成时有认证技能提示"
"150069","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='$parameter2$' c='ff00ff00'></T><T t='资质已满，无法使用' c='ffffffff'></T><T t='$parameter3$' c='ff00ff00'></T>","宠物培养选择资质提示"
"150070","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='等级过高，不能再次使用' c='ffffffff'></T><T t='$parameter2$' c='ff00ff00'></T><T t='道具' c='ffffffff'></T>","宠物培养提示"
"150071","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='已经不能食用资质影砂了' c='ffffffff'></T>","宠物培养提示"
"150072","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='已经不能食用' c='ffffffff'></T><T t='$parameter2$' c='ff00ff00'></T><T t='道具了' c='ffffffff'></T>","宠物培养提示"
"150073","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='成长已满，无法使用' c='ffffffff'></T><T t='$parameter2$' c='ff00ff00'></T>","宠物培养提示"
"150074","1","<T t='宠物' c='ffffffff'></T><T t='$parameter1$' c='ff00ff00'></T><T t='$parameter2$' c='ff00ff00'></T><T t='资质增加了' c='ffffffff'></T><T t='$parameter3$' c='ff00ff00'></T>","宠物培养提示"
"150075","1","验证码输入错误，请重新输入",""
"150076","1","你的宠物$parameter1$认证成功","宠物认证技能提示"
"150077","1","你已解除$parameter1$的法术认证","宠物认证技能提示"
"150078","1","你还没有宠物","宠物提示"
"150079","1","捕捉$parameter1$需要$parameter2$级","宠物捕捉提示"
"150080","1","没有足够的宠物栏，不能捕捉","宠物捕捉提示"
"150081","1","目标不能捕捉","宠物捕捉提示"
"150082","1","你当前装备没有特技","没有特技时提示"
"150083","1","请先选择要提升得资质","宠物培养资质提示"
"150084","1","你的等级低于宠物的参战等级，不能出战","宠物提示"
"150085","1","野生宠物不能进行合成","宠物提示"
"150086","1","神兽不能进行合成","宠物提示"
"150087","1","需要2个宠物才能合成","宠物提示"
"150088","1","你的宠物寿命低于50，自动休息了","宠物提示"
"150089","1","你的宠物寿命低于50，无法参战","宠物提示"
"150092","5","当前装备已经附魔了，数值为$parameter1$和$parameter2$，是否要重新附魔","重复附魔提示"
"150093","1","增加$parameter1$生命储备","生命储备增加提示"
"150094","1","增加$parameter1$魔法储备","魔法储备增加提示"
"150095","1","40级激活职业技能$parameter1$后可制作","附魔技能未开启提示"
"150096","1","$parameter1$级开启公会技能","公会技能开启提示"
"150097","1","装备穿起来才能进行附魔","附魔操作提示"
"150098","1,15","<T t=""获得""></T><T t=""$parameter1$"" c=""ffffff00""></T><T t=""金币""></T>","金币获得提示"
"150099","1","$parameter1$技能提升到了$parameter2$级","生活技能升级提示"
"150100","1","活力不足","生活技能提示"
"150101","1","烹饪失败，包裹已满请及时清理","生活技能提示"
"150102","1,15","<T t=""烹饪成功，你获得了1个""></T><T t=""$parameter1$"" c=""$parameter2$""></T>","生活技能提示"
"150103","1","炼药失败，包裹已满请及时清理","生活技能提示"
"150104","1","炼药失败","生活技能提示"
"150105","1,15","<T t=""炼药成功，你获得了1个""></T><T t=""$parameter1$"" c=""$parameter2$""></T>","生活技能提示"
"150106","1","制作失败，包裹已满请及时清理","生活技能提示"
"150107","1","<T t=""制作成功，你获得了1个""></T><T t=""$parameter1$"" c=""$parameter2$""></T>","生活技能提示"
"150108","1","<T t=""您当前设置属性点自动分配方案为：""></T><B/><T t=""体质：$parameter1$点""></T><B/><T t=""智力：$parameter2$点""></T><B/><T t=""力量：$parameter3$点""></T><B/><T t=""耐力：$parameter4$点""></T><B/><T t=""敏捷：$parameter5$点""></T>",""
"150109","1","可重置属性点为0，无需重置","宠物重置无属性点时提示"
"150110","1","战斗过程中不能邀请或休战伙伴","伙伴提示"
"150111","1","你已经邀请了4位伙伴，上阵伙伴已满","伙伴提示"
"150112","1","第$Paramenet1$阵容已经上阵了$Paramenet2$位伙伴，还可邀请$Paramenet3$位伙伴","伙伴提示"
"150113","1","第$Paramenet1$阵容已经上阵了$Paramenet2$位伙伴，上阵伙伴已满","伙伴提示"
"150114","1","该伙伴已经在当前阵容中了","伙伴提示"
"150115","1","该伙伴还未解锁，不能上阵","伙伴提示"
"150116","1","$parameter1$暂时无法回归队伍","组队提示"
"150117","1","对方正在战斗，无法召回","组队提示"
"150118","5","你确定要将$parameter1$玩家踢出队伍吗？","组队请离提示"
"150119","5","你确定要离开队伍吗？","组队离队提示"
"150120","5","你确定要逃离吗？","组队逃跑提示"
"150121","1","$parameter1$暂离了队伍","组队逃跑提示"
"150122","5","解锁$Parameter1$一周,需要支付$Parameter2$$Parameter3$","伙伴购买界面提示"
"150123","1","休息中，行动失败","战斗中休息提示"
"150124","1","创建公会成功","创建公会提示"
"150125","1","你的银币不足已创建公会","银币不足创建公会提示"
"150126","1","公会竞赛活动时间段无法更改公会职务","公会任命提示"
"150127","1","权限不足，无法进行此项操作","公会功能使用提示"
"150128","1","你银币不足，无法使用","公会群发消息功能使用提示"
"150129","1","对方已加入其他公会","邀请对方加入公会提示"
"150130","1","你已申请加入$parameter1$公会，请耐心等候","申请加入对方公会提示"
"150131","1","对方没有加入公会","申请加入对方公会提示"
"150132","5","确定要将$parameter1$踢出公会？","踢出公会提示"
"150133","7","$parameter1$加入公会","加入公会提示"
"150134","1","$parameter1$公会拒绝了你的入会申请","拒绝入会申请提示"
"150135","1","$parameter1$拒绝了你的入会邀请","拒绝入会邀请提示"
"150136","1","公会人数已达上限","公会人数已达上限提示"
"150137","1","你等级不足$parameter1$级，无法加入公会","等级不足加入公会提示"
"150138","5","<T t='你确定要取消' c='FF693F00'/><T t='$parameter1$' c='ff00ff00'/><T t='公会的入会申请吗？' c='FF693F00'/>","取消公会申请提示"
"150139","5","请确认是否让出会长之位？","转让会长提示"
"150140","5","退出公会你的历史贡献度将被清零，现有贡献度将被冻结50%（如果未加入其他公会的情况下重新加入本公会，可恢复原有贡献度和历史贡献度）","主动退出公会提示"
"150141","5","你必须任命一名会长或副会长才可退出公会","公会只有一名会长时退出公会提示"
"150142","1","你已退出公会","成功退出公会提示"
"150143","5","解锁一个仓库,需要花费$Parameter1$银币","扩充仓库提示界面"
"150144","5","增加5个包裹格,需要花费$Parameter1$银币","扩充背包提示界面"
"150145","5","解锁$Parameter1$一月,需要支付$Parameter2$$Parameter3$","伙伴购买界面提示"
"150146","5","永久解锁$Parameter1$,需要支付$Parameter2$$Parameter3$","伙伴购买界面提示"
"150147","1","你的背包空间不足无法取回道具","临时背包提示界面"
"150148","1","你的荣誉值不足，无法解锁该伙伴","伙伴购买界面提示"
"150149","5","该场景怪物太弱，不会消耗双倍次数，确定继续？","挂机提示"
"150150","5","该场景怪物凶猛，可能有生命危险，确定继续？","挂机提示"
"150151","1","成功领取了$parameter1$点双倍点数","挂机提示"
"150152","1","已经达到了领取上限","挂机提示"
"150153","1","成功冻结了$parameter1$点双倍点数","挂机提示"
"150154","1","获得$Parameter1$点双倍点数","挂机提示"
"150155","1","双倍点数已达上限，无法使用","挂机提示"
"150156","1,15","您距离上次离开累计离线$parameter1$分钟，共获得$parameter2$离线经验","挂机离线提示"
"150157","1","战斗中不能进行设置","挂机设置提示"
"150160","1","当前场景不是挂机场景，不能进行原地挂机","挂机提示"
"150161","1","修理失败",""
"150162","1","修理成功",""
"150163","1","镶嵌失败",""
"150164","1","镶嵌成功",""
"150165","1","替换失败",""
"150166","1","替换成功",""
"150167","1","合成失败",""
"150168","1","合成成功",""
"150169","1","请您输入内容","聊天提示"
"150170","1","输入的内容超出字数限制","聊天提示"
"150171","1","你没有加入队伍，无法在队伍频道发言","聊天提示"
"150172","1","你没有加入公会，无法在公会频道发言","聊天提示"
"150173","2","<T t=""英雄今日已单倍日常副本""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""次，""></T><T t=""剩余双倍点数""></T><T t=""$parameter2$"" c=""ff00ff00""></T><T t=""，""></T><T t=""还可以单倍日常副本""></T><T t=""$parameter3$"" c=""ff00ff00""></T><T t=""次，""></T><T t=""双倍日常副本""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""次。""></T>",""
"150174","1","对方申请已超时","组队申请列表提示"
"150175","1","可领取双倍点数为0,不能领取","挂机提示"
"150176","1","队长不能更换位置哦","阵法提示"
"150177","5","[colour='FF645246']学习该光环需要消耗一本[colour='ff009ad2']同名光环卷轴","阵法提示"
"150178","1","该光环还未习得","阵法提示"
"150179","1","<T t='恭喜你，习得了'/><T t='$parameter1$' c='ff00ff00'/><T t='光环'/>","阵法提示"
"150180","1","您还未学习光环","阵法提示"
"150190","1,15","你从盗贼身上搜到1张$parameter1$","藏宝图提示"
"150191","1","自动寻路至下一$parameter1$点","藏宝图提示"
"150192","1","你挖到了怪物留下来的宝物","藏宝图提示"
"150193","1","你挖到谁埋在这里的金钱","藏宝图提示"
