"技能ID","技能名称","策划备注","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用"
"181001","睡眠","副本技能睡眠","","true","false","false","0","","","true","1","8","1","0",,"10",,,"1810010","0","","","1",,,
"181002","神佑","副本技能神佑","","false","false","false","0","",,"true","1","10","1","0",,,,,"1810020","0",,,"1",,,
"180025","寒冰吐息","剧情全体残血（10%）","","true","false","false","0","","","true","1","4","480","0","","","","","1800250","0","","","1","1",,
"180030","冰霜惩击","公会副本（演示）冰箭",,"true","false","false","0","","","true","1","4","480","0",,"","","","1800300","0",,,"1","1",,
"180031","寒冰吐息","公会副本（演示）冰龙","","true","false","false","0","","","true","1","4","480","0","","","","","1800310","0","","","1","1",,
"190000","自爆","冰封王座自爆80%血","","true","false","false","0","","","true","1","4","1","0",,,,,"1900000,1900001","0,0",,,"1",,,
"190001","藏宝图-掉血掉蓝","藏宝图-掉血掉蓝","","true","false","false","0","","","true","0","11","1","0","","","","","1900010","0",,,"0",,,
"182000","狂怒1","公会副本熔火之心-加攻击10%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820010","0",,,"1",,,
"182001","狂怒2","公会副本熔火之心-加攻击20%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820020","0",,,"1",,,
"182002","狂怒3","公会副本熔火之心-加攻击30%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820030","0",,,"1",,,
"182003","狂怒4","公会副本熔火之心-加攻击40%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820040","0",,,"1",,,
"182004","狂怒5","公会副本熔火之心-加攻击50%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820050","0",,,"1",,,
"182005","狂怒6","公会副本熔火之心-加攻击60%","","true","false","false","0","","","true","1","3","1","0",,,,,"1820060","0",,,"1",,,
"182010","自爆1","公会副本熔火之心-自爆5%","","true","false","false","0","","","true","1","4","1","0",,,,,"1820100,1820101","0,0",,,"1",,,
"182011","自爆2","公会副本熔火之心-自爆10%","","true","false","false","0","","","true","1","4","1","0",,,,,"1820110,1820111","0,0",,,"1",,,
"182012","自爆3","公会副本熔火之心-自爆20%","","true","false","false","0","","","true","1","4","1","0",,,,,"1820120,1820121","0,0",,,"1",,,
"182013","自爆4","公会副本熔火之心-自爆50%","","true","false","false","0","","","true","1","4","1","0",,,,,"1820130,1820131","0,0",,,"1",,,
"183000","沉默诅咒","冠军试炼-双封","","true","false","false","0","","","true","1","8","480","0",,"10",,,"1830000","0",,,"1",,,
"191000","狩猎姿态","狩猎姿态","","true","false","false","0","","","true","1","7","1","0","","0","","","1910000","0",,,"1",,,
"191001","多重打击","多重打击",,"true","false","false","0","","1","true","1","2","480","0","","0","","","1910010,1910011,1910012,1910013,1910014,1910015,1910016","0,-1,-1,-1,-1,-1,-1",,,"1","1",,
"191002","穿刺打击","穿刺打击",,"true","false","false","0","","","true","1","1","480","0",,"10+1.2*skilllevela",,,"1910020","0",,,"1","1",,
"191003","野性召唤","野性召唤",,"true","false","false","0","","","true","1","7","10","0","","10+1.2*skilllevela","","","1910030","0",,,"1",,,
"191004","生命献祭","生命献祭",,"true","true","false","0","","","true","1","3","10","0",,"10+1.2*skilllevela",,,"1910040,1910041","0,-1",,,"1",,,
"191005","精准打击","精准打击",,"true","false","false","0","","","true","1","1","480","0",,"10+1.2*skilllevela",,,"1910050,1910051,1910052,1910053,1910054,1910055,1910056","0,-1,-1,-1,-1,-1,-1",,"geffect/sprite/skillbanner/luoshishu","1","1",,
"191007","美拉冲击","美拉冲击",,"true","false","false","0","","","true","1","2","480","0",,"0","120","","1910070,1910071,1910072,1910073,1910074,1910075","0,0,0,0,0,-1",,,"1","1",,
