"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"13100204","多重打击1-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13100205","多重打击1-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13100206","多重打击1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100000","狩猎姿态-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"19100001","狩猎姿态-施法特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_shouliezitai/mt_shouliezitai","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100002","狩猎姿态-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"19100100","多重打击1-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100101","多重打击1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100102","多重打击1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100103","多重打击1-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100104","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100110","多重打击2-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100111","多重打击2-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100112","多重打击2-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100113","多重打击2-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100114","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100120","多重打击3-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100121","多重打击3-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100122","多重打击3-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100123","多重打击3-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100124","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100130","多重打击4-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100131","多重打击4-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100132","多重打击4-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100133","多重打击4-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100134","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100140","多重打击5-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100141","多重打击5-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100142","多重打击5-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100143","多重打击5-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100144","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100150","多重打击6-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100151","多重打击6-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100152","多重打击6-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100153","多重打击6-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100154","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100160","多重打击虚弱休息-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100161","多重打击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"19100200","穿刺打击-移动","1","0","0","0","0","0","1","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100201","穿刺打击-攻击动作","0","1","0","8","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100202","穿刺打击-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_3/mt3_lr_3_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100203","穿刺打击-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100204","穿刺打击-返回","1","0","0","0","0","2","2","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100300","野性召唤-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100301","野性召唤-施法特效上","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_4/mt3_lr_4_shang_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100302","野性召唤-施法特效下","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_4/mt3_lr_4_xia_","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"19100303","野性召唤-结算","4","1","2000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2200","200","0","0","0","0","1"
"19100400","生命献祭1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100401","生命献祭1-施法特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100402","生命献祭1-结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"19100410","生命献祭-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_shifa_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100411","生命献祭-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_shifa_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"19100412","生命献祭2-结算","4","0","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"19100500","精准打击1-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100501","精准打击1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100502","精准打击1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100503","精准打击1-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100504","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100510","精准打击2-保护者移动","1","0","0","0","0","0","11","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100511","精准打击2-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100512","精准打击2-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100513","精准打击2-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100514","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100520","精准打击3-保护者移动","1","0","0","0","0","0","11","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100521","精准打击3-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100522","精准打击3-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100523","精准打击3-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100524","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100530","精准打击4-保护者移动","1","0","0","0","0","0","11","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100531","精准打击4-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100532","精准打击4-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100533","精准打击4-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100534","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100540","精准打击5-保护者移动","1","0","0","0","0","0","11","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100541","精准打击5-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100542","精准打击5-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100543","精准打击5-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100544","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100550","精准打击6-保护者移动","1","0","0","0","0","0","11","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100551","精准打击6-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100552","精准打击6-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100553","精准打击6-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"19100554","保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100560","精准打击虚弱休息-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100561","精准打击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"19100700","奇美拉冲击1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"19100701","奇美拉冲击1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100702","奇美拉冲击1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"19100710","奇美拉冲击2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100711","奇美拉冲击2-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"19100720","奇美拉冲击3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100721","奇美拉冲击3-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"19100730","奇美拉冲击4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100731","奇美拉冲击4-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"19100740","奇美拉冲击5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"19100741","奇美拉冲击5-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"19100750","奇美拉冲击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"14000100","撕裂横扫1-隐身主体","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000101","撕裂横扫1-变身特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_fs_4/mt3_fs_4_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000102","撕裂横扫1-变身","5","1","50","0","0","0","0","0","0","1050102","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000103","撕裂横扫1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000104","撕裂横扫1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000105","撕裂横扫1-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000106","撕裂横扫1-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000107","撕裂横扫1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000110","撕裂横扫2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000111","撕裂横扫2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000112","撕裂横扫2-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000113","撕裂横扫2-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000114","撕裂横扫2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000120","撕裂横扫3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000121","撕裂横扫3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000122","撕裂横扫3-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000123","撕裂横扫3-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000124","撕裂横扫3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000130","撕裂横扫4-移动","1","0","0","0","0","0","1","0","2","4","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000131","撕裂横扫4-攻击动作","0","1","0","8","1100","0","0","0","2","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000132","撕裂横扫4-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000133","撕裂横扫4-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000134","撕裂横扫4-残影消失","1","0","0","0","0","3","2","0","0","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000140","撕裂横扫5-移动","1","0","0","0","0","0","1","0","2","5","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000141","撕裂横扫5-攻击动作","0","1","0","8","1100","0","0","0","2","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000142","撕裂横扫5-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000143","撕裂横扫5-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000144","撕裂横扫5-残影消失","1","0","0","0","0","3","2","0","0","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000150","撕裂横扫6-移动","1","0","0","0","0","0","1","0","2","6","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000151","撕裂横扫6-攻击动作","0","1","0","8","1100","0","0","0","2","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000152","撕裂横扫6-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000153","撕裂横扫6-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000154","撕裂横扫6-残影消失","1","0","0","0","0","3","2","0","0","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000160","撕裂横扫虚弱现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000161","撕裂横扫1-恢复变身","5","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000162","撕裂横扫虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"14000200","绿之潮1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000201","绿之潮1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000202","绿之潮1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000203","绿之潮1-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000204","绿之潮1-恢复变身","5","1","2000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000210","绿之潮2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000211","绿之潮2-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000220","绿之潮3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000221","绿之潮3-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000230","绿之潮4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000231","绿之潮4-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000240","绿之潮5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000241","绿之潮5-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000250","绿之潮6-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000251","绿之潮6-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000260","绿之潮7-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt_lvzhichao/mt_lvzhichao_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000261","绿之潮7-受击结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"14000300","黄昏花蕾1-变身","5","1","0","0","0","0","0","0","0","1050103","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000301","黄昏花蕾1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000302","黄昏花蕾1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dly_4/mt3_dly_4_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000303","黄昏花蕾1-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dly_4/mt3_dly_4_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"14000304","黄昏花蕾1-受击结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"14000305","黄昏花蕾1-恢复变身","5","1","1700","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000400","灵熊爪击1-隐身主体","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000401","灵熊爪击1-变身特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_fs_4/mt3_fs_4_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000402","灵熊爪击1-变身","5","1","50","0","0","0","0","0","0","1050102","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000403","灵熊爪击1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000404","灵熊爪击1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000405","灵熊爪击1-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000406","灵熊爪击1-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000407","灵熊爪击1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000410","灵熊爪击2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000411","灵熊爪击2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000412","灵熊爪击2-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_5/mt3_dly_5_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000413","灵熊爪击2-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000414","灵熊爪击2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000420","灵熊爪击3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000421","灵熊爪击3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
