"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"509075","火元素虚弱","火元素虚弱","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","defend_percent=-0.05;magicdef_percent=-0.05",,,"3","0",,,"1","火元素虚弱状态,物理和法术防御力降低5%,持续3回合。","火元素虚弱","23",,,"0",,
"509076","水元素虚弱","水元素虚弱","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.05;magicattack_percent=-0.05",,,"3","0",,,"1","水元素虚弱状态,物理和法术攻击力降低5%,持续3回合。","水元素虚弱","23",,,"0",,
"509077","土元素虚弱","土元素虚弱","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","speed_percent=-0.05",,,"3","0",,,"1","土元素虚弱状态,速度降低5%,持续3回合。","土元素虚弱","23",,,"0",,
"509078","舍命一击反噬","舍命一击反噬","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","defend_percent=-0.2;magicdef_percent=-0.2",,,"1","0",,,"1","物理和法术防御降低20%持续1回合。","舍命一击反噬","23",,,"0",,
"509079","法术否定","法术否定","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","onmagicrevise_value=0.6",,,"4","0",,,"1","减少所受魔法伤害结果60%,持续4回合。","法术否定","23","geffect/skill/mt_buff/zengfagongfang",,"0",,
"509080","瘟疫","瘟疫","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","战斗中dot","120",,"1",,"true",,"510135","curhp_percent=-0.1;curmp_percent=-0.05","3","3",,,"1","中毒状态下每回合损失10%生命和5%魔法,持续3回合。","瘟疫","23","geffect/skill/mt_buff/zhongdu",,"0",,
"509081","灵魂禁锢","灵魂禁锢","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"4","3",,,"1","灵魂禁锢状态下无法被复活,持续4回合。","灵魂禁锢","23","geffect/skill/buff/hunluan",,"0",,
"509082","隐身状态","隐身状态","fire.pb.buff.continual.RoundBuff",,"-1","-1","4","false","0","其他","310",,"1",,"true","physicrevise_value=-0.2;onfanjinum_value=9.99",,,"2","0",,,"1","隐身状态下无法被敌方选作目标,物理伤害结果会降低20%,持续2至3回合,某些技能可探知隐身单位。使用技能取消隐身状态。","隐身状态","23",,"1","0",,
"509083","高级隐身","高级隐身","fire.pb.buff.continual.RoundBuff",,"-1","-1","4","false","0","其他","310",,"1",,"true","physicrevise_value=-0.15;onfanjinum_value=9.99",,,"3","0",,,"1","隐身状态下无法被敌方选作目标,物理伤害结果会降低15%,持续3至5回合,某些技能可探知隐身单位。使用技能取消隐身状态。","高级隐身","23",,"1","0",,
"509084","亡魂复活","亡魂复活","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,"510201",,"5","0",,,"1","死亡5回合后自动复活。","亡魂复活","70",,,"0",,
"501001","战斗技巧","战斗技巧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*2.5的物理攻击。","战斗技巧","23",,,"0",,
"501002","虚弱","虚弱","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"2","0",,,"1","虚弱休息状态,只能召唤宠物和逃跑,物理防御和法术防御降低。","虚弱","23",,,"0",,
"501003","蓄力猛击","优先出手","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"2","0",,,"1","临时提高防御和控制抵抗,下回合临时提高伤害首先出手攻击目标。","蓄力猛击","23","geffect/skill/mt_buff/chongfeng",,"0",,
"501004","破甲","降防","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"3","2","141;161",,"1","该状态下，物理防御和法术防御降低。","破甲","23","geffect/skill/mt_buff/jiangfang",,"0",,
"501005","战士被动1","战士被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*0.5的速度。","战士被动1","23",,,"0",,
"501006","战斗被动2","战斗被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*10的控制抗性。","战斗被动2","23",,,"0",,
"501007","战士被动3","战士被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*1的物理防御。","战士被动3","23",,,"0",,
"501008","休息","休息","fire.pb.buff.continual.DecisionBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"2","0",,,"1","虚弱休息状态,只能召唤宠物和逃跑,物理防御和法术防御降低。","休息","23","geffect/skill/mt_buff/xiuxi",,"-2",,
"501009","蓄力预置操作","蓄力预置操作","fire.pb.buff.continual.DecisionBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"2","0",,,"0","预置蓄力冲锋的下回合技能。","蓄力预置操作","23",,,"0",,
"501010","被嘲讽预置目标","被嘲讽预置目标","fire.pb.buff.continual.HateDecisionBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"2","0",,,"0","预置嘲讽状态下的强制目标。","被嘲讽预置目标","23",,,"0",,
"501011","被嘲讽减攻","被嘲讽减攻","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"2","0",,,"1","被嘲讽状态，所有输出类技能的目标强制变更为嘲讽者，伤害大幅度降低。","被嘲讽减攻","23","geffect/skill/mt_buff/chaofeng",,"0",,
"502001","王者祝福","王者祝福","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*14的生命。","王者祝福","23",,,"0",,
"502002","沉默","沉默","fire.pb.buff.continual.ConstantlyBuff","2","-1","-1","0","false","0","战斗中控制状态","130",,"1",,"true",,,,"3","3",,,"1","沉默状态下无法使用职业主动技能。","沉默","23","geffect/skill/mt_buff/jinmo",,"-2",,
"502003","眩晕","眩晕","fire.pb.buff.continual.ConstantlyBuff","1;2;3;4;5;6;7;8;10;11","-1","-1","0","false","0","战斗中控制状态","130",,"1",,"true",,,,"2","3",,,"1","眩晕状态下无法正常使用除逃跑外所有操作。","眩晕","23","geffect/skill/mt_buff/xuanyun",,"0",,
"502004","恐惧","恐惧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","9","false","0","战斗中控制状态","130",,"1",,"true",,,,"3","3",,,"1","恐惧状态下失去自控能力,有可能攻击己方队友。","恐惧","23",,"2","0",,
"502005","守护圣盾","守护圣盾","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true",,,,"3","0",,,"1","免疫大部分所受到的物理伤害和法术伤害,持续3回合。","守护圣盾","23","geffect/skill/mt_buff/shouhushengdun_buff",,"0",,
"502006","圣骑士被动1","圣骑士被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*0.5的速度。","圣骑士被动1","23",,,"0",,
"502007","圣骑士被动2","圣骑士被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*10的控制抗性。","圣骑士被动2","23",,,"0",,
"502008","圣骑士被动3","圣骑士被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*1的法术攻击。","圣骑士被动3","23",,,"0",,
"502009","强化恐惧","强化恐惧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中控制状态","130",,"1",,"true",,,,"3","3",,,"1","强化恐惧状态下失去自控能力,必攻击己方队友。","强化恐惧","23",,"2","0",,
"503001","狩猎状态","变身","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"1","狩猎状态下物理攻击提高,是释放多重射击、诱捕射击、稳固射击的前提。","狩猎状态","23","geffect/skill/mt_buff/bianshen",,"0",,
"503002","野性召唤","增加攻击","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","战斗中hot","220",,"1",,"true",,,,"4","0",,,"1","增加宠物的物理攻击和法术攻击。","野性召唤","23","geffect/skill/mt_buff/huilan",,"0",,
"503003","猎人被动1","猎人被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","猎人被动1","23",,,"0",,
"503004","猎人被动2","猎人被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","猎人被动2","23",,,"0",,
"503005","猎人被动3","猎人被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*7的生命。","猎人被动3","23",,,"0",,
"503006","狩猎姿态被动","狩猎姿态被动","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"1","永久增加角色技能等级*0.5的物理攻击。","狩猎姿态被动","23",,,"0",,
"504001","伊瑟拉之赐","伊瑟拉之赐","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*14的生命。","伊瑟拉之赐","23",,,"0",,
"504002","绿之潮","降物防","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"5","0",,,"1","该状态下物理防御降低。","绿之潮","23","geffect/skill/mt_buff/jiangfang",,"0",,
"504003","自然之眼","提高控制抗性","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true",,,,"3","0",,,"1","控制抗性提高,能探知并攻击敌方隐身状态的单位,持续3回合。","自然之眼","23","geffect/skill/mt_buff/zengkong",,"0",,
"504004","纠缠根须","降防","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","defend_percent=-0.1;magicdef_percent=-0.1",,,"4","0",,,"1","物理和法术防御力降低,持续4回合。","纠缠根须","23",,,"0",,
"504005","纠缠根须（废弃）","纠缠根须（废弃）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.1;magicattack_percent=-0.1",,,"4","0",,,"1","物理和法术攻击力降低10%,持续4回合。","纠缠根须（废弃）","23",,,"0",,
"504006","纠缠根须（废弃）","纠缠根须（废弃）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","speed_percent=-0.1",,,"4","0",,,"1","速度降低10%,持续4回合。","纠缠根须（废弃）","23",,,"0",,
"504007","德鲁伊被动1","德鲁伊被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","德鲁伊被动1","23",,,"0",,
"504008","德鲁伊被动2","德鲁伊被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","德鲁伊被动2","23",,,"0",,
"504009","德鲁伊被动3","德鲁伊被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的法术攻击。","德鲁伊被动3","23",,,"0",,
"504010","心灵感知","反隐","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true",,,,"3","0",,,"0","能探知并攻击敌方隐身状态的单位。","心灵感知","23",,,"0",,
"505001","法师智慧","法师智慧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*2的法术攻击。","法师智慧","23",,,"0",,
"505002","法师被动1","法师被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","法师被动1","23",,,"0",,
"505003","法师被动2","法师被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","法师被动2","23",,,"0",,
"505004","法师被动3","法师被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的法术防御。","法师被动3","23",,,"0",,
"505005","变形术","变形术","fire.pb.buff.continual.ShapeChangeBuff","1;2;3;4;5;6;7;8;11;12","-1","-1","8","false","0","战斗中控制状态","130",,"1",,"true",,,,"2","3",,,"1","被变形状态下无法使用物理普攻和所有主动技能，受伤害马上取消变形状态恢复原形。","变形术","23","",,"0",,
"506001","虔诚信仰","虔诚信仰","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加角色技能等级*14的生命。","虔诚信仰","23",,,"0",,
"506002","黄昏花蕾","回复生命","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true",,"510134",,"3","0",,,"1","每回合自动回复一定量生命和魔法,回复量跟施法者的治疗强度有关。","黄昏花蕾","23","geffect/skill/mt_buff/huanghunhualei_buff",,"0",,
"506003","心灵之火","增加法攻法防","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true",,,,"5","0",,,"1","该状态下法术攻击和法术防御提高。","心灵之火","23","geffect/skill/mt_buff/zengfagongfang",,"0",,
"506004","天定之国","免疫死亡","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","9","false","0","战斗中增益状态","210",,"1",,"true",,,,"2","0",,,"1","天定之国状态下,当死亡时,有概率回复一定的生命复活,回复量跟施法者的治疗强度有关。","天定之国","23","geffect/skill/mt_buff/tiandingzhiguo_buff",,"0",,
"506005","牧师被动1","牧师被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","牧师被动1","23",,,"0",,
"506006","牧师被动2","牧师被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","牧师被动2","23",,,"0",,
"506007","牧师被动3","牧师被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的法术攻击。","牧师被动3","23",,,"0",,
"506101","治疗图腾（光环）","治疗光环","fire.pb.buff.continual.RoundBuff","","-1","-1","0","false","0","其他","310","","1","","true","","510101","","-1","0","","","1","战斗中,每回合自动回复生命。","治疗图腾（光环）","23","","","0","",""
"506102","狂热图腾（光环）","狂热光环","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"5","0",,,"1","该状态下法术攻击和法术防御提高。","狂热图腾（光环）","23","geffect/skill/mt_buff/zengfagongfang",,"0",,
"506103","先祖智慧","先祖智慧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加主角的法术攻击","先祖智慧","23",,,"0",,
"506104","萨满被动1","萨满被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","萨满被动1","23",,,"0",,
"506105","萨满被动2","萨满被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","萨满被动2","23",,,"0",,
"506106","萨满被动3","萨满被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的法术防御。","萨满被动3","23",,,"0",,
"506107","图腾消失","图腾消失","fire.pb.buff.continual.DeadlineBuff",,"-1","-1","9","false","0","其他","310",,"1",,"true",,,,"3","3",,,"0","图腾消失","图腾消失","23",,,"0",,
"506201","盗贼潜行","盗贼潜行","fire.pb.buff.continual.RoundBuff",,"-1","-1","4","false","0","战斗中增益状态","210",,"1",,"true","onfanjinum_value=9.99",,,"2","3",,,"1","潜行状态下无法被敌方选作目标,某些技能可探知隐身单位，使用技能取消隐身状态。","盗贼潜行","23",,"1","0",,
"506202","每回合潜行下概率获得连击点","每回合潜行下概率获得连击点","fire.pb.buff.continual.RoundBuff",,"-1","-1","4","false","0","战斗中增益状态","210",,"1",,"true",,"510137",,"-1","0",,,"0","每回合结束时如果处于潜行状态下，概率获得连击点。","每回合潜行下概率获得连击点","23",,,"0",,
"506203","盗贼尊严","盗贼尊严","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加主角的物理攻击","盗贼尊严","23",,,"0",,
"506204","盗贼被动1","盗贼被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","盗贼被动1","23",,,"0",,
"506205","盗贼被动2","盗贼被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","盗贼被动2","23",,,"0",,
"506206","盗贼被动3","盗贼被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的物理防御。","盗贼被动3","23",,,"0",,
"506301","防御降低","防御降低","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中控制状态","130",,"1",,"true",,,,"5","0",,,"1","该状态下物理防御降低。","防御降低","23","geffect/skill/mt_buff/jiangfang",,"0",,
"506302","恶魔学识","恶魔学识","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","永久增加主角的控制命中","恶魔学识","23",,,"0",,
"506303","术士被动1","术士被动1","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*0.5的速度。","术士被动1","23",,,"0",,
"506304","术士被动2","术士被动2","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*10的控制抗性。","术士被动2","23",,,"0",,
"506305","术士被动3","术士被动3","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"3","0",,,"0","永久增加角色技能等级*1的物理防御。","术士被动3","23",,,"0",,
"506306","虚弱诅咒","虚弱诅咒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true",,,,"5","0",,,"1","该状态下法术防御降低。","虚弱诅咒","23","geffect/skill/mt_buff/jiangfang",,"0",,
"508001","鼓舞术","鼓舞术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","phyattack_percent=0.1",,,"999","0",,,"1","提高己方单体10%物理攻击，持续到战斗结束，同类状态不叠加。","鼓舞术","23","geffect/skill/mt_buff/huilan",,"0",,
"508002","魔兽之印","魔兽之印","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","phyattack_percent=0.08",,,"999","0",,,"1","提高己方全体8%物理攻击，持续到战斗结束，同类状态不叠加。","魔兽之印","23","geffect/skill/mt_buff/huilan",,"0",,
"508003","震慑术","震慑术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.1",,,"999","0",,,"1","降低敌方单体10%物理攻击，持续到战斗结束，同类状态不叠加。","震慑术","23","geffect/skill/mt_buff/dingshen",,"0",,
"508004","雷霆怒吼","雷霆怒吼","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.08",,,"999","0",,,"1","降低敌方全体8%物理攻击，持续到战斗结束，同类状态不叠加。","雷霆怒吼","23","geffect/skill/mt_buff/dingshen",,"0",,
"508005","固甲术","固甲术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","defend_percent=0.1",,,"999","0",,,"1","提高己方单体10%物理防御，持续到战斗结束，同类状态不叠加。","固甲术","23","geffect/skill/mt_buff/huilan",,"0",,
"508006","圣灵之甲","圣灵之甲","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","defend_percent=0.06",,,"999","0",,,"1","提高己方全体6%物理防御，持续到战斗结束，同类状态不叠加。","圣灵之甲","23","geffect/skill/mt_buff/huilan",,"0",,
"508007","破甲术","破甲术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","defend_percent=-0.1",,,"999","0",,,"1","降低敌方单体10%物理防御，持续到战斗结束，同类状态不叠加。","破甲术","23","geffect/skill/mt_buff/dingshen",,"0",,
"508008","破碎无双","破碎无双","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","defend_percent=-0.06",,,"999","0",,,"1","降低敌方全体6%物理防御，持续到战斗结束，同类状态不叠加。","破碎无双","23","geffect/skill/mt_buff/dingshen",,"0",,
"508009","疾风术","疾风术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","speed_percent=0.1",,,"999","0",,,"1","提高己方单体10%速度，次回合生效，持续到战斗结束，同类状态不叠加。","疾风术","23","geffect/skill/mt_buff/huilan",,"0",,
"508010","幽灵疾步","幽灵疾步","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","speed_percent=0.06",,,"999","0",,,"1","提高己方全体6%速度，次回合生效，持续到战斗结束，同类状态不叠加。","幽灵疾步","23","geffect/skill/mt_buff/huilan",,"0",,
"508011","凝滞术","凝滞术","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","speed_percent=-0.1",,,"999","0",,,"1","降低对方单体10%速度，次回合生效，持续到战斗结束，同类状态不叠加。","凝滞术","23","geffect/skill/mt_buff/dingshen",,"0",,
"508012","惰性剧变","惰性剧变","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","speed_percent=-0.06",,,"999","0",,,"1","降低对方全体6%速度，次回合生效，持续到战斗结束，同类状态不叠加。","惰性剧变","23","geffect/skill/mt_buff/dingshen",,"0",,
"508013","法术护盾","法术护盾","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","onmagicrevise_value=0.5",,,"3","0",,,"1","使己方单体收到的法术伤害减少50%,持续3回合，同类状态不叠加。","法术护盾","23","geffect/skill/mt_buff/huilan",,"0",,
"508014","虚空结界","虚空结界","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","onmagicrevise_value=0.5",,,"3","0",,,"1","使己方全体收到的法术伤害减少50%，持续3回合，同类状态不叠加。","虚空结界","23","geffect/skill/mt_buff/huilan",,"0",,
"508015","物理暴击 +8","物理暴击 +8","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","phycruellv_value=8",,,"-1","0",,,"0","物理暴击概率增加","物理暴击 +8","23",,,"0",,
"508016","物理抗暴 +8","物理抗暴 +8","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistcruel_value=8",,,"-1","0",,,"0","被物理攻击时暴击概率降低","物理抗暴 +8","23",,,"0",,
"508017","法术暴击 +8","法术暴击 +8","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","magiccruellv_value=8",,,"-1","0",,,"0","法术暴击概率增加","法术暴击 +8","23",,,"0",,
"508018","法术抗暴 +8","法术抗暴 +8","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistmagiccrule_value=8",,,"-1","0",,,"0","被法术攻击时暴击概率降低","法术抗暴 +8","23",,,"0",,
"508019","控制命中 +6","控制命中 +6","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","sealhit_value=6",,,"-1","0",,,"0","控制命中率增加","控制命中 +6","23",,,"0",,
"508020","控制抵抗 +6","控制抵抗 +6","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","unseal_value=6",,,"-1","0",,,"0","被控制命中率降低","控制抵抗 +6","23",,,"0",,
"508021","治疗暴击 +5","治疗暴击 +5","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","heallv_value=5",,,"-1","0",,,"0","治疗暴击概率增加","治疗暴击 +5","23",,,"0",,
"508022","被治疗暴击 +5","被治疗暴击 +5","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","onheallv_value=5",,,"-1","0",,,"0","被治疗暴击概率增加","被治疗暴击 +5","23",,,"0",,
"508023","物理暴击 +16","物理暴击 +16","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","phycruellv_value=16",,,"-1","0",,,"0","物理暴击概率增加","物理暴击 +16","23",,,"0",,
"508024","物理抗暴 +16","物理抗暴 +16","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistcruel_value=16",,,"-1","0",,,"0","被物理攻击时暴击概率降低","物理抗暴 +16","23",,,"0",,
"508025","法术暴击 +16","法术暴击 +16","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","magiccruellv_value=16",,,"-1","0",,,"0","法术暴击概率增加","法术暴击 +16","23",,,"0",,
