"编号","售卖图标ID","名称","名称颜色","宠物品质","售卖商店类型","售卖NPCID","参战等级","携带等级","初始等级","推荐体质","推荐智力","推荐力量","推荐耐力","推荐敏捷","初始属性分配类型","初始属性点","初始寿命","area1colour","area2colour","体资最小值","体资最大值","法资最小值","法资最大值","攻资最小值","攻资最大值","防资最小值","防资最大值","速资最小值","速资最大值","体资固定值","法资固定值","攻资固定值","防资固定值","速资固定值","成长率1","成长率2","成长率3","成长率4","成长率5","成长率6","成长率7","固定成长率","治疗强度成长","控制命中成长","控制抗性成长","类型","对应野生ID","对应宝宝ID","对应变异ID","是否稀有","造型id","技能1","技能2","技能3","技能4","技能5","出现几率1","出现几率2","出现几率3","出现几率4","出现几率5","图鉴是否显示","可出现场景地图ID","出现场景描述","洗宠消耗材料ID","洗宠消耗材料数量","洗练后ID","是否绑定","技能认证花费银币","取消认证花费银币","辅助AI","珍品评分","珍品需要技能数","宠物回收价格","多少次变成满技能"
"500165","32000","羽蛇精英","FF06cc11","2","1","161505","25","15","27","1","0","4","0","0","1","50","10000","0","0","1900","2170","1050","1200","950","1080","790","900","950","1080","","","","","","982","990","998","1006","1014","1022","1030","","3","10","10","1","500165","500222","500263",,"1010114","206001","206035","206023","206033","","333","333","333","333","","0","1625","溶洞3层","310102","1","500222@998;500263@2",,"210000","1000000",,"99999","3","4000",
"500166","32000","食人工头精英","FF06cc11","2","1","161505","35","25","32","1","0","4","0","0","1","50","10000","0","0","2930","3350","1090","1240","980","1120","810","930","650","740","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500166","500224","500265",,"1010116","206003","206002","206015","206026","","1000","333","333","333","","0","1626","废矿1~3层","310102","1","500224@998;500265@2",,"346000","1000000",,"99999","3","4500",
"500167","32000","食人工头精英","FF06cc11","2","1","161505","35","25","35","1","0","4","0","0","1","50","10000","0","0","2930","3350","1090","1240","980","1120","810","930","650","740","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500167","500224","500265",,"1010116","206003","206002","206015","206026","","1000","333","333","333","","0","1626","废矿1~3层","310102","1","500224@998;500265@2",,"346000","1000000",,"99999","3","4500",
"500168","32000","食人工头精英","FF06cc11","2","1","161505","35","25","38","1","0","4","0","0","1","50","10000","0","0","2930","3350","1090","1240","980","1120","810","930","650","740","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500168","500224","500265",,"1010116","206003","206002","206015","206026","","1000","333","333","333","","0","1626","废矿1~3层","310102","1","500224@998;500265@2",,"346000","1000000",,"99999","3","4500",
"500169","32000","地精工匠精英","FF06cc11","2","1","161505","35","25","35","1","4","0","0","0","1","50","10000","0","0","2930","3350","1630","1860","650","740","650","740","810","930","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500169","500225","500266",,"1010117","207001","206033","206011","206023","","1000","333","333","333","","0","1627","废矿2~3层","310102","1","500225@998;500266@2",,"346000","1000000",,"99999","3","4500",
"500170","32000","地精工匠精英","FF06cc11","2","1","161505","35","25","38","1","4","0","0","0","1","50","10000","0","0","2930","3350","1630","1860","650","740","650","740","810","930","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500170","500225","500266",,"1010117","207001","206033","206011","206023","","1000","333","333","333","","0","1627","废矿2~3层","310102","1","500225@998;500266@2",,"346000","1000000",,"99999","3","4500",
"500171","32000","剪刀手精英","FF06cc11","2","1","161505","35","25","38","1","0","4","0","0","1","50","10000","0","0","1960","2230","1090","1240","980","1120","810","930","980","1120","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","1","500171","500226","500267",,"1010118","206004","206001","206018","206033","","1000","333","333","333","","0","1628","废矿3层","310102","1","500226@998;500267@2",,"346000","1000000",,"99999","3","4500",
"500172","32000","野鬼精英","FF06cc11","2","1","161505","45","35","32","1","4","0","0","0","1","50","10000","0","0","3020","3460","1680","1920","670","770","670","770","840","960","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500172","500228","500269",,"1010120","206066","207008","206054","206053","","1000","333","333","333","","0","1629","银堡1~3层","310102","1","500228@998;500269@2",,"514000","1000000",,"99999","3","5000",
"500173","32000","野鬼精英","FF06cc11","2","1","161505","45","35","45","1","4","0","0","0","1","50","10000","0","0","3020","3460","1680","1920","670","770","670","770","840","960","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500173","500228","500269",,"1010120","206066","207008","206054","206053","","1000","333","333","333","","0","1629","银堡1~3层","310102","1","500228@998;500269@2",,"514000","1000000",,"99999","3","5000",
"500174","32000","野鬼精英","FF06cc11","2","1","161505","45","35","48","1","4","0","0","0","1","50","10000","0","0","3020","3460","1680","1920","670","770","670","770","840","960","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500174","500228","500269",,"1010120","206066","207008","206054","206053","","1000","333","333","333","","0","1629","银堡1~3层","310102","1","500228@998;500269@2",,"514000","1000000",,"99999","3","5000",
"500175","32000","狼人精英","FF06cc11","2","1","161505","45","35","45","1","0","4","0","0","1","50","10000","0","0","2520","2880","1120","1280","1010","1150","670","770","1010","1150","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500175","500229","500270",,"1010121","206067","206002","206001","206026","","1000","333","333","333","","0","1630","银堡2~3层","310102","1","500229@998;500270@2",,"514000","1000000",,"99999","3","5000",
"500176","32000","狼人精英","FF06cc11","2","1","161505","45","35","48","1","0","4","0","0","1","50","10000","0","0","2520","2880","1120","1280","1010","1150","670","770","1010","1150","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500176","500229","500270",,"1010121","206067","206002","206001","206026","","1000","333","333","333","","0","1630","银堡2~3层","310102","1","500229@998;500270@2",,"514000","1000000",,"99999","3","5000",
"500177","32000","死灵哨兵精英","FF06cc11","2","1","161505","45","35","48","1","0","4","0","0","1","50","10000","0","0","3020","3460","1120","1280","1010","1150","670","770","840","960","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","1","500177","500230","500271",,"1010122","206066","206003","206033","206016","","1000","333","333","333","","0","1631","银堡3层","310102","1","500230@998;500271@2",,"514000","1000000",,"99999","3","5000",
"500178","32000","野猪精英","FF06cc11","2","1","161505","55","45","52","1","0","4","0","0","1","50","10000","0","0","3140","3590","1160","1330","1050","1200","870","1000","700","800","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500178","500232","500273",,"1010124","206053","206050","206037","206020","","1000","333","333","333","","0","1602","学院1~3层","310102","1","500232@998;500273@2",,"714000","1000000",,"99999","3","5500",
"500179","32000","野猪精英","FF06cc11","2","1","161505","55","45","55","1","0","4","0","0","1","50","10000","0","0","3140","3590","1160","1330","1050","1200","870","1000","700","800","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500179","500232","500273",,"1010124","206053","206050","206037","206020","","1000","333","333","333","","0","1602","学院1~3层","310102","1","500232@998;500273@2",,"714000","1000000",,"99999","3","5500",
"500180","32000","野猪精英","FF06cc11","2","1","161505","55","45","58","1","0","4","0","0","1","50","10000","0","0","3140","3590","1160","1330","1050","1200","870","1000","700","800","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500180","500232","500273",,"1010124","206053","206050","206037","206020","","1000","333","333","333","","0","1602","学院1~3层","310102","1","500232@998;500273@2",,"714000","1000000",,"99999","3","5500",
"500181","32000","吸血蝙蝠精英","FF06cc11","2","1","161505","55","45","55","1","0","4","0","0","1","50","10000","0","0","2620","3000","1160","1330","1050","1200","700","800","1050","1200","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500181","500233","500274",,"1010125","206049","206019","206072","206037","","1000","333","333","333","","0","1632","学院2~3层","310102","1","500233@998;500274@2",,"714000","1000000",,"99999","3","5500",
"500182","32000","吸血蝙蝠精英","FF06cc11","2","1","161505","55","45","58","1","0","4","0","0","1","50","20000","0","0","2620","3000","1160","1330","1050","1200","700","800","1050","1200","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500182","500233","500274",,"1010125","206049","206019","206072","206037","","1000","333","333","333","","0","1632","学院2~3层","310102","1","500233@998;500274@2",,"714000","1000000",,"99999","3","5500",
"500183","32000","野猪人精英","FF06cc11","2","1","161505","55","45","58","1","4","0","0","0","1","50","10000","0","0","3140","3590","1750","2000","700","800","870","1000","700","800","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","1","500183","500234","500275",,"1010126","206058","206030","207001","206014","","1000","333","333","333","","0","1633","学院3层","310102","1","500234@998;500275@2",,"714000","1000000",,"99999","3","5500",
"500184","32000","血色猎犬精英","FF06cc11","2","1","161505","65","55","62","1","0","4","0","0","1","50","20000","0","0","2720","3110","1210","1380","1090","1240","730","830","1090","1240","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500184","500236","500277",,"1010128","206005","206019","206037","206001","","1000","333","333","333","","0","1634","教堂1~3层","310102","2","500236@998;500277@2",,"946000","1000000",,"99999","3","6000",
"500185","32000","血色猎犬精英","FF06cc11","2","1","161505","65","55","65","1","0","4","0","0","1","50","20000","0","0","2720","3110","1210","1380","1090","1240","730","830","1090","1240","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500185","500236","500277",,"1010128","206005","206019","206037","206001","","1000","333","333","333","","0","1634","教堂1~3层","310102","2","500236@998;500277@2",,"946000","1000000",,"99999","3","6000",
"500186","32000","血色猎犬精英","FF06cc11","2","1","161505","65","55","68","1","0","4","0","0","1","50","20000","0","0","2720","3110","1210","1380","1090","1240","730","830","1090","1240","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500186","500236","500277",,"1010128","206005","206019","206037","206001","","1000","333","333","333","","0","1634","教堂1~3层","310102","2","500236@998;500277@2",,"946000","1000000",,"99999","3","6000",
"500187","32000","幽灵精英","FF06cc11","2","1","161505","65","55","65","1","4","0","0","0","1","50","20000","0","0","2180","2490","1810","2070","730","830","1090","1240","910","1040","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500187","500237","500278",,"1010129","206029","206032","207003","206006","","1000","333","333","333","","0","1635","教堂2~3层","310102","2","500237@998;500278@2",,"946000","1000000",,"99999","3","6000",
"500188","32000","幽灵精英","FF06cc11","2","1","161505","65","55","68","1","4","0","0","0","1","50","20000","0","0","2180","2490","1810","2070","730","830","1090","1240","910","1040","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500188","500237","500278",,"1010129","206029","206032","207003","206006","","1000","333","333","333","","0","1635","教堂2~3层","310102","2","500237@998;500278@2",,"946000","1000000",,"99999","3","6000",
"500189","32000","血色士兵精英","FF06cc11","2","1","161505","65","55","68","1","0","4","0","0","1","50","20000","0","0","3270","3730","1510","1730","1090","1240","730","830","910","1040","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","1","500189","500238","500279",,"1010130","206063","206017","206005","206004","206036","1000","1000","333","333","333","0","1636","教堂3层","310102","2","500238@998;500279@2",,"946000","1000000",,"99999","4","6000",
"500190","32000","土元素精英","FF06cc11","2","1","161505","75","65","72","1","4","0","0","0","1","50","20000","0","0","2820","3230","1880","2150","750","860","1130","1290","750","860","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500190","500241","500282",,"1010133","206058","207007","206046","206011","","1000","333","333","333","","0","1603","埋股1~3层","310102","2","500241@998;500282@2",,"1210000","1000000",,"99999","3","6500",
"500191","32000","土元素精英","FF06cc11","2","1","161505","75","65","74","1","4","0","0","0","1","50","20000","0","0","2820","3230","1880","2150","750","860","1130","1290","750","860","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500191","500241","500282",,"1010133","206058","207007","206046","206011","","1000","333","333","333","","0","1603","埋股1~3层","310102","2","500241@998;500282@2",,"1210000","1000000",,"99999","3","6500",
"500192","32000","土元素精英","FF06cc11","2","1","161505","75","65","76","1","4","0","0","0","1","50","20000","0","0","2820","3230","1880","2150","750","860","1130","1290","750","860","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500192","500241","500282",,"1010133","206058","207007","206046","206011","","1000","333","333","333","","0","1603","埋股1~3层","310102","2","500241@998;500282@2",,"1210000","1000000",,"99999","3","6500",
"500193","32000","半人马精英","FF06cc11","2","1","161505","75","65","74","1","0","4","0","0","1","50","20000","0","0","3390","3870","1250","1430","940","1080","1130","1290","750","860","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500193","500242","500283",,"1010134","206058","206057","206067","206001","","1000","333","333","333","","0","1637","埋股2~3层","310102","2","500242@998;500283@2",,"1210000","1000000",,"99999","3","6500",
"500194","32000","半人马精英","FF06cc11","2","1","161505","75","65","76","1","0","4","0","0","1","50","20000","0","0","3390","3870","1250","1430","940","1080","1130","1290","750","860","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500194","500242","500283",,"1010134","206058","206057","206067","206001","","1000","333","333","333","","0","1637","埋股2~3层","310102","2","500242@998;500283@2",,"1210000","1000000",,"99999","3","6500",
"500195","32000","鞭笞者精英","FF06cc11","2","1","161505","75","65","76","1","0","4","0","0","1","50","20000","0","0","2820","3230","1250","1430","1130","1290","750","860","1130","1290","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","1","500195","500243","500284",,"1010135","206050","206039","206001","206019","","1000","333","333","333","","0","1638","埋股3层","310102","2","500243@998;500284@2",,"1210000","1000000",,"99999","3","6500",
"500196","32000","摧毁者精英","FF06cc11","2","1","161505","80","70","78","1","0","4","0","0","1","50","20000","0","0","3510","4010","1300","1480","1170","1340","780","890","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500196","500245","500286",,"1010137","206058","206039","206037","206023","","1000","333","333","333","","0","1639","遗迹1~3层","310102","2","500245@998;500286@2",,"1354000","1000000",,"99999","3","7000",
"500197","32000","摧毁者精英","FF06cc11","2","1","161505","80","70","80","1","0","4","0","0","1","50","10000","0","0","3510","4010","1300","1480","1170","1340","780","890","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500197","500245","500286",,"1010137","206058","206039","206037","206023","","1000","333","333","333","","0","1639","遗迹1~3层","310102","2","500245@998;500286@2",,"1354000","1000000",,"99999","3","7000",
"500198","32000","摧毁者精英","FF06cc11","2","1","161505","80","70","82","1","0","4","0","0","1","50","10000","0","0","3510","4010","1300","1480","1170","1340","780","890","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500198","500245","500286",,"1010137","206058","206039","206037","206023","","1000","333","333","333","","0","1639","遗迹1~3层","310102","2","500245@998;500286@2",,"1354000","1000000",,"99999","3","7000",
"500199","32000","虚空恐魔精英","FF06cc11","2","1","161505","80","70","80","1","4","0","0","0","1","50","10000","0","0","2340","2670","1950","2230","780","890","1170","1340","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500199","500246","500287",,"1010138","206059","207005","206043","206060","","1000","333","333","333","","0","1640","遗迹2~3层","310102","2","500246@998;500287@2",,"1354000","1000000",,"99999","3","7000",
"500200","32000","虚空恐魔精英","FF06cc11","2","1","161505","80","70","82","1","4","0","0","0","1","50","10000","0","0","2340","2670","1950","2230","780","890","1170","1340","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500200","500246","500287",,"1010138","206059","207005","206043","206060","","1000","333","333","333","","0","1640","遗迹2~3层","310102","2","500246@998;500287@2",,"1354000","1000000",,"99999","3","7000",
"500201","32000","食人魔精英","FF06cc11","2","1","161505","80","70","82","1","0","4","0","0","1","50","10000","0","0","3510","4010","1620","1860","1170","1340","780","890","970","1110","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","1","500201","500247","500288",,"1010139","206066","206072","206003","206028","206033","1000","1000","333","333","333","0","1641","遗迹3层","310102","2","500247@998;500288@2",,"1354000","1000000",,"99999","4","7000",
"500202","32000","绿飞龙精英","FF06cc11","2","1","161505","85","75","84","1","4","0","0","0","1","50","10000","0","0","3630","4150","2020","2300","810","920","810","920","1010","1150","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500202","500249","500290",,"1010141","206056","207008","206043","206045","","1000","333","333","333","","0","1604","祭坛1~3层","310102","2","500249@998;500290@2",,"1506000","1000000",,"99999","3","7500",
"500203","32000","绿飞龙精英","FF06cc11","2","1","161505","85","75","86","1","4","0","0","0","1","50","10000","0","0","3630","4150","2020","2300","810","920","810","920","1010","1150","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500203","500249","500290",,"1010141","206056","207008","206043","206045","","1000","333","333","333","","0","1604","祭坛1~3层","310102","2","500249@998;500290@2",,"1506000","1000000",,"99999","3","7500",
"500204","32000","绿飞龙精英","FF06cc11","2","1","161505","85","75","88","1","4","0","0","0","1","50","10000","0","0","3630","4150","2020","2300","810","920","810","920","1010","1150","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500204","500249","500290",,"1010141","206056","207008","206043","206045","","1000","333","333","333","","0","1604","祭坛1~3层","310102","2","500249@998;500290@2",,"1506000","1000000",,"99999","3","7500",
"500205","32000","预言者精英","FF06cc11","2","1","161505","85","75","86","1","0","4","0","0","1","50","10000","0","0","2420","2760","1340","1540","1210","1380","1010","1150","1210","1380","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500205","500250","500291",,"1010142","206001","206056","206065","206005","","1000","333","333","333","","0","1642","祭坛2~3层","310102","2","500250@998;500291@2",,"1506000","1000000",,"99999","3","7500",
"500206","32000","预言者精英","FF06cc11","2","1","161505","85","75","88","1","0","4","0","0","1","50","10000","0","0","2420","2760","1340","1540","1210","1380","1010","1150","1210","1380","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500206","500250","500291",,"1010142","206001","206056","206065","206005","","1000","333","333","333","","0","1642","祭坛2~3层","310102","2","500250@998;500291@2",,"1506000","1000000",,"99999","3","7500",
"500207","32000","骨飞龙精英","FF06cc11","2","1","161505","85","75","88","1","0","0","0","0","1","50","10000","0","0","3020","3460","1340","1540","810","920","1210","1380","1210","1380","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","1","500207","500251","500292","","1010143","206060","206050","206058","206059","","1000","333","333","333","","0","1643","祭坛3层","310102","2","500251@998;500292@2",,"1506000","1000000",,"99999","3","7500",""
"500208","32000","炎魔使者精英","FF06cc11","2","1","161505","90","80","90","1","4","0","0","0","1","50","10000","0","0","3750","4290","2080","2380","830","950","1040","1190","830","950","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500208","500253","500294",,"1010145","206070","207005","206051","206060","","1000","333","333","333","","0","1644","深渊1~3层","310102","2","500253@998;500294@2",,"1666000","1000000",,"99999","3","8000",
"500209","32000","炎魔使者精英","FF06cc11","2","1","161505","90","80","92","1","4","0","0","0","1","50","10000","0","0","3750","4290","2080","2380","830","950","1040","1190","830","950","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500209","500253","500294",,"1010145","206070","207005","206051","206060","","1000","333","333","333","","0","1644","深渊1~3层","310102","2","500253@998;500294@2",,"1666000","1000000",,"99999","3","8000",
"500210","32000","炎魔使者精英","FF06cc11","2","1","161505","90","80","94","1","4","0","0","0","1","50","10000","0","0","3750","4290","2080","2380","830","950","1040","1190","830","950","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500210","500253","500294",,"1010145","206070","207005","206051","206060","","1000","333","333","333","","0","1644","深渊1~3层","310102","2","500253@998;500294@2",,"1666000","1000000",,"99999","3","8000",
"500211","32000","黑铁矮人精英","FF06cc11","2","1","161505","90","80","92","1","0","4","0","0","1","50","10000","0","0","3750","4290","1740","1980","1040","1190","1250","1430","830","950","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500211","500254","500295",,"1010146","206050","206058","206057","206067","","1000","333","333","333","","0","1645","深渊2~3层","310102","2","500254@998;500295@2",,"1666000","1000000",,"99999","3","8000",
"500212","32000","黑铁矮人精英","FF06cc11","2","1","161505","90","80","94","1","0","4","0","0","1","50","10000","0","0","3750","4290","1740","1980","1040","1190","1250","1430","830","950","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500212","500254","500295",,"1010146","206050","206058","206057","206067","","1000","333","333","333","","0","1645","深渊2~3层","310102","2","500254@998;500295@2",,"1666000","1000000",,"99999","3","8000",
"500213","32000","铁炉牧师精英","FF06cc11","2","1","161505","90","80","94","1","4","0","0","0","1","50","10000","0","0","2500","2860","2080","2380","830","950","1250","1430","1040","1190","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","1","500213","500255","500296",,"1010147","206043","207006","206046","206045","","1000","333","333","333","","0","1646","深渊3层","310102","2","500255@998;500296@2",,"1666000","1000000",,"99999","3","8000",
"500214","32000","死亡骑士精英","FF06cc11","2","1","161505","95","85","96","1","0","4","0","0","1","50","10000","0","0","2580","2950","1430","1640","1290","1470","1080","1230","1290","1470","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500214","500257","500298",,"1010149","206072","206052","206058","206038","206051","1000","333","333","333","333","0","1647","雾都1~3层","310102","2","500257@998;500298@2",,"1834000","1000000",,"99999","4","8500",
"500215","32000","死亡骑士精英","FF06cc11","2","1","161505","95","85","98","1","0","4","0","0","1","50","10000","0","0","2580","2950","1430","1640","1290","1470","1080","1230","1290","1470","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500215","500257","500298",,"1010149","206072","206052","206058","206038","206051","1000","333","333","333","333","0","1647","雾都1~3层","310102","2","500257@998;500298@2",,"1834000","1000000",,"99999","4","8500",
"500216","32000","死亡骑士精英","FF06cc11","2","1","161505","95","85","100","1","0","4","0","0","1","50","10000","0","0","2580","2950","1430","1640","1290","1470","1080","1230","1290","1470","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500216","500257","500298",,"1010149","206072","206052","206058","206038","206051","1000","333","333","333","333","0","1647","雾都1~3层","310102","2","500257@998;500298@2",,"1834000","1000000",,"99999","4","8500",
"500217","32000","食尸鬼精英","FF06cc11","2","1","161505","95","85","98","1","0","4","0","0","1","50","10000","0","0","3870","4420","1430","1640","1290","1470","860","980","1080","1230","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500217","500258","500299",,"1010150","206040","206066","206069","206039","206049","1000","333","333","333","333","0","1648","雾都2~3层","310102","2","500258@998;500299@2",,"1834000","1000000",,"99999","4","8500",
"500218","32000","食尸鬼精英","FF06cc11","2","1","161505","95","85","100","1","0","4","0","0","1","50","10000","0","0","3870","4420","1430","1640","1290","1470","860","980","1080","1230","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500218","500258","500299",,"1010150","206040","206066","206069","206039","206049","1000","333","333","333","333","0","1648","雾都2~3层","310102","2","500258@998;500299@2",,"1834000","1000000",,"99999","4","8500",
"500219","32000","女妖精英","FF06cc11","2","1","161505","95","85","100","1","4","0","0","0","1","50","10000","0","0","3870","4420","2150","2460","860","980","1080","1230","860","980","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","1","500219","500259","500300",,"1010151","207006","206065","206064","206063","206062","1000","333","333","333","333","0","1649","雾都3层","310102","2","500259@998;500300@2",,"1834000","1000000",,"99999","4","8500",
"500220","32000","小软宝宝","FF00b1ff","3","3","161506","1","1","0","1","0","4","0","0","2","100","10000","0","0","3040","3800","1130","1410","1010","1270","840","1060","680","840","","","","","","952","960","968","976","984","992","1000","","3","10","10","2","500100","500220","500261",,"1010112","206003","206023","","","","333","333","","","","1","1601","溶洞1~3层","310102","1","500220@998;500261@2",,"14160","1000000",,"99999","1",,"5"
"500221","32000","迅猛龙宝宝","FF00b1ff","3","3","161506","15","5","0","1","0","4","0","0","2","100","10000","0","0","2620","3280","1160","1460","1050","1310","700","870","1050","1310","","","","","","952","960","968","976","984","992","1000","","3","10","10","2","500103","500221","500262",,"1010113","206002","206003","206023","","","333","333","333","","","1","1624","溶洞2~3层","310102","1","500221@998;500262@2",,"106000","1000000",,"99999","2",,"10"
"500222","32000","羽蛇宝宝","FF00b1ff","3","3","161506","25","15","0","1","0","4","0","0","2","100","10000","0","0","2170","2710","1200","1500","1080","1350","900","1130","1080","1350","","","","","","982","990","998","1006","1014","1022","1030","","3","10","10","2","500105","500222","500263",,"1010114","206001","206035","206023","206033","","333","333","333","333","","1","1625","溶洞3层","310102","1","500222@998;500263@2",,"210000","1000000",,"99999","3",,"15"
"500223","32000","囧龟宝宝","FF00b1ff","3","3","161506","25","15","0","1","0","4","0","0","2","100","10000","0","0","2710","3380","1200","1500","1080","1350","1080","1350","720","900","","","","","","982","990","998","1006","1014","1022","1030","","3","10","10","2",,"500223","500264",,"1010115","206002","206003","206021","206013","","1000","333","333","333","","1","1601","溶洞1~3层","310102","1","500223@998;500264@2",,"210000","1000000",,"1580","3",,"20"
"500224","32000","食人工头宝宝","FF00b1ff","3","3","161506","35","25","0","1","0","4","0","0","2","100","10000","0","0","3350","4190","1240","1550","1120","1400","930","1160","740","930","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","2","500106","500224","500265",,"1010116","206003","206002","206015","206026","","1000","333","333","333","","1","1626","废矿1~3层","310102","1","500224@998;500265@2",,"346000","1000000",,"1766","3",,"25"
"500225","32000","地精工匠宝宝","FF00b1ff","3","3","161506","35","25","0","1","4","0","0","0","2","100","10000","0","0","3350","4190","1860","2330","740","930","740","930","930","1160","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","2","500109","500225","500266",,"1010117","207001","206033","206011","206023","","1000","333","333","333","","1","1627","废矿2~3层","310102","1","500225@998;500266@2",,"346000","1000000",,"1766","3",,"30"
"500226","32000","剪刀手宝宝","FF00b1ff","3","3","161506","35","25","0","1","0","4","0","0","2","100","10000","0","0","2230","2790","1240","1550","1120","1400","930","1160","1120","1400","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","2","500111","500226","500267",,"1010118","206004","206001","206018","206033","","1000","333","333","333","","1","1628","废矿3层","310102","1","500226@998;500267@2",,"346000","1000000",,"1767","3",,"35"
"500227","32000","鱼人灵兽","FFd200ff","4","3","161506","35","25","0","1","4","0","0","0","2","100","10000","0","0","2790","3490","1860","2330","740","930","740","930","1120","1400","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","2",,"500227","500268","1","1010119","207006","207002","206048","206070","206026","1000","333","333","333","333","1","","废矿副本","310102","1","500227@998;500268@2",,"346000","1000000",,"0","0",,"40"
"500228","32000","野鬼宝宝","FF00b1ff","3","3","161506","45","35","0","1","4","0","0","0","2","100","20000","0","0","3460","4320","1920","2400","770","960","770","960","960","1200","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","2","500112","500228","500269",,"1010120","206066","207008","206054","206053","","1000","333","333","333","","1","1629","银堡1~3层","310102","1","500228@998;500269@2",,"514000","1000000",,"2311","3",,"45"
"500229","32000","狼人宝宝","FF00b1ff","3","3","161506","45","35","0","1","0","4","0","0","2","100","10000","0","0","2880","3600","1280","1600","1150","1440","770","960","1150","1440","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","2","500115","500229","500270",,"1010121","206067","206002","206001","206026","","1000","333","333","333","","1","1630","银堡2~3层","310102","1","500229@998;500270@2",,"514000","1000000",,"2041","3",,"50"
"500230","32000","死灵哨兵宝宝","FF00b1ff","3","3","161506","45","35","0","1","0","4","0","0","2","100","20000","0","0","3460","4320","1280","1600","1150","1440","770","960","960","1200","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","2","500117","500230","500271",,"1010122","206066","206003","206033","206016","","1000","333","333","333","","1","1631","银堡3层","310102","1","500230@998;500271@2",,"514000","1000000",,"2041","3",,"55"
