"id","进入等级","等级限制下限","名字","现在场景所用资源图（策划用）","描述","场景颜色","是否安全区","能否客户端跳转","是否副本","副本类型","副本外跳转地图","副本外跳转X坐标","副本外跳转Y坐标","是否可无视阻挡","可见关系","默认x","默认y","重定位地图","重定位x坐标","重定位y坐标","资源目录","战斗底图","宽度","高度","是否显示在世界地图上","等级限制上限","战斗区域描述","玩家所在世界地图位置左上角X坐标","玩家所在世界地图位置左上角Y坐标","音效","飞行符传送x坐标","飞行符传送y坐标","是否读取传送点文件"
"1835","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1835_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1836","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1836_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1837","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1837_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1838","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1837_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1851","0","-1","熔火1层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1851_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1852","0","-1","熔火2层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1852_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1853","0","-1","熔火3层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1853_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1854","0","-1","熔火4层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1854_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1855","0","-1","熔火5层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1855_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1856","0","-1","熔火6层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1856_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1857","0","-1","熔火7层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1857_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1858","0","-1","熔火8层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1858_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1859","0","-1","熔火9层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1859_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1860","0","-1","熔火10层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1860_ronghuozhixin","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1861","0","-1","萨玛斯1层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1861_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1862","0","-1","萨玛斯2层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1862_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1863","0","-1","萨玛斯3层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1863_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1864","0","-1","萨玛斯4层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1864_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1865","0","-1","萨玛斯5层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1865_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1866","0","-1","萨玛斯6层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1866_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1867","0","-1","萨玛斯7层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1867_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1868","0","-1","萨玛斯8层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1868_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1869","0","-1","萨玛斯9层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1869_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1870","0","-1","萨玛斯10层","血色教堂","公会副本","FFFFFFFF","1","1","1","1","1615","133","39","1","0","100","99","1615","21","26","map_1870_nakesamasi","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1901","0","-1","溶洞","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1902","0","-1","废矿","血色教堂","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1903","0","-1","银堡","血色教堂","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1904","0","-1","荒泽","血色教堂","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1905","0","-1","教堂","血色教堂","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1906","0","-1","埋骨圣地","十字路口","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1907","0","-1","遗迹","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1908","0","-1","祭坛","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1909","0","-1","深渊","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1910","0","-1","雾都","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1902_siwangkuangkeng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1911","0","-1","异度学院","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1911_yiduxueyuan","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1912","0","-1","邪兽堡垒","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1912_xieshoubaolei","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1913","0","-1","背叛之手","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1913_beipanzhishou","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1914","0","-1","娜迦之谋","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1914_najiazhimou","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1915","0","-1","悲伤墓地","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1915_beishangmudi","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1916","0","-1","纳鲁之城","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1916_naluzhicheng","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1917","0","-1","死亡之歌","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1917_siwangzhige","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1918","0","-1","粉碎阴谋","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1918_fensuiyinmou","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1919","0","-1","时空之路","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1919_shikongzhilu","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1920","0","-1","英雄平台","哀嚎洞穴","副本","FFFFFFFF","1","1","1","3","1615","133","39","1","0","100","99","1615","21","26","map_1920_yingxiongpingtai","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1999","0","-1","测试","","副本","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","21","26","map_1999_ceshi","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"2000","0","-1","测试1","","副本","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","21","26","map_2000_ceshi1","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"2001","0","-1","测试2","","副本","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","21","26","map_2001_ceshi2","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"2100","0","-1","长眠圣殿","逐日岛","沉眠圣殿","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2100_changmianshengdian","10","1920","1344","true","-1","0","0","0","Music_zhuridao.mp3","53","99",
"2101","0","-1","巴伦巢穴","哀嚎洞穴","巴伦巢穴","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2101_balunchaoxue","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"2102","0","-1","监牢","月光林地","监牢","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2102_jianlao","10","1920","1088","true","-1","0","0","0","Music_xinshoucun1.mp3","53","99",
"2103","0","-1","费伍德森林","哀嚎洞穴","费伍德森林","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2103_feiwudesenlin","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"2104","0","-1","海加尔山","加基森","海加尔山","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2104_haijiaershan","10","3328","1792","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"2105","0","-1","破碎岛","十字路口","破碎岛","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2105_posuidao","10","1920","1088","true","-1","0","0","0","Music_jiajisen.mp3","53","99",
"2106","0","-1","墓穴门口","公会","墓穴门口","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2106_muxuemenkou","10","1920","1344","false","-1","0","0","0","Music_gonghui.mp3","53","99",
"2107","0","-1","掠夺者遗迹","森金村","掠夺者遗迹","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2107_lueduozheyiji","10","3328","1792","true","-1","0","0","0","Music_shizilukou.mp3","53","99",
"2108","0","-1","萨格拉斯之墓","血色教堂","萨格拉斯之墓","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2108_sagelasizhimu","10","3328","1792","false","-1","0","0","0","Music_xuese.mp3","53","99",
"2109","0","-1","洛丹伦遗迹","丧钟镇","洛丹伦遗迹","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2109_luodanlunyiji","10","1920","1280","false","-1","0","0","0","Music_sikuang.mp3","53","99",
"2110","0","-1","冰冠堡垒","太阳岛","冰冠堡垒","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2110_bingguanbaolei","10","1920","1280","false","-1","0","0","0","Music_xuese.mp3","53","99",
"2111","0","-1","埋骨圣地","血色教堂","埋骨圣地","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_2111_maigushengdi","10","3328","1792","false","-1","0","0","0","Music_xuese.mp3","53","99",
