"编号","显示名","类型","宝石类型","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","镶嵌效果","镶嵌部位","合成宝石ID","合成成功率","tips特效表情","tips图标","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","属性名1","属性值1","属性名2","属性值2","属性名3","属性值3","属性名4","属性值4","属性名5","属性值5","属性名6","属性值6","增加躲闪","增加火系法术吸收几率","增加金系法术吸收几率","增加命中","增加木系法术吸收几率","增加内功防御","增加内功伤害","增加水系法术吸收几率","增加速度","增加土系法术吸收几率","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","属性1ID","属性1数值","属性2ID","属性2数值","属性3ID","属性3数值","属性4ID","属性4数值","属性6ID","属性6数值","对应装备类型1","对应装备类型2","对应装备类型3","对应装备类型4","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","可否分解","分解成道具","分解数量","是否稀有","摆摊冻结时间"
"35045","5级蓝宝石","5","9","FF00b1ff","3","1025","颗","5","50","4045","false","0","控制抗性 +20","腰带、鞋子","35054","100","178","","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +20","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"190","20","",,"",,"",,"",,,,"0","0","0","0","0","0","170","0","0","0","0","0","0","0","190","20",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35027","4",,
"35046","6级血精石","5","1","FF00b1ff","3","1149","颗","6","60","4046","false","0","生命 +240","衣甲、腰带","35055","100","175","","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。","生命 +240","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"60","240","",,"",,"",,"",,,,"0","0","0","0","0","200","0","0","0","0","0","0","0","0","60","240",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35019","6",,
"35047","6级红曜石","5","2","FF00b1ff","3","1148","颗","6","60","4047","false","0","物理攻击 +48","武器、头盔","35056","100","181","","0","0","false","false","false","0","0","1","1","999","0","0","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。","物理攻击 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"130","48","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","710","130","48",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35020","6",,
"35048","6级石榴石","5","3","FF00b1ff","3","1147","颗","6","60","4048","false","0","物理防御 +72","衣甲、头盔","35057","100","184","","0","0","false","false","false","0","0","1","1","999","0","0","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。","物理防御 +72","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"140","72","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","75","0","0","0","0","0","140","72",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35021","6",,
"35049","6级月亮石","5","4","FF00b1ff","3","1146","颗","6","60","4049","false","0","法术攻击 +36","武器、项链","35058","100","169","","0","0","false","false","false","0","0","1","1","999","0","0","蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。","法术攻击 +36","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"150","36","",,"",,"",,"",,,,"300","0","0","0","0","0","0","0","0","0","0","0","0","0","150","36",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35022","6",,
"35050","6级孔雀石","5","5","FF00b1ff","3","1029","颗","6","60","4050","false","0","法术防御 +48","衣甲、项链","35059","100","188","","0","0","false","false","false","0","0","1","1","999","0","0","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。","法术防御 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"160","48","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","410","0","0","160","48",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35023","6",,
"35051","6级猫眼石","5","6","FF00b1ff","3","1028","颗","6","60","4051","false","0","速度 +48","腰带、鞋子","35060","100","173","","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。","速度 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"200","48","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","480","0","0","0","200","48",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35024","6",,
"35052","6级茶晶石","5","7","FF00b1ff","3","1027","颗","6","60","4052","false","0","治疗强度 +48","武器、衣甲","35061","100","179","","0","0","false","false","false","0","0","1","1","999","0","0","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。","治疗强度 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"170","48","",,"",,"",,"",,,,"0","0","0","0","0","0","340","0","0","0","0","0","0","0","170","48",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35025","6",,
"35053","6级红宝石","5","8","FF00b1ff","3","1026","颗","6","60","4053","false","0","控制命中 +36","武器","35062","100","176","","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。","控制命中 +36","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"180","36","",,"",,"",,"",,,,"0","0","0","0","0","400","0","0","0","0","0","0","0","0","180","36",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35026","6",,
"35054","6级蓝宝石","5","9","FF00b1ff","3","1025","颗","6","60","4054","false","0","控制抗性 +24","腰带、鞋子","35063","100","182","","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +24","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"190","24","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1420","190","24",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35027","6",,
"35055","7级血精石","5","1","FFd200ff","4","1149","颗","7","60","4055","false","0","生命 +280","衣甲、腰带","35064","100","185","","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。","生命 +280","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"60","280","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","150","0","0","0","0","0","60","280",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35019","8",,
"35056","7级红曜石","5","2","FFd200ff","4","1148","颗","7","60","4056","false","0","物理攻击 +56","武器、头盔","35065","100","170","","0","0","false","false","false","0","0","1","1","999","0","0","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。","物理攻击 +56","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"130","56","",,"",,"",,"",,,,"600","0","0","0","0","0","0","0","0","0","0","0","0","0","130","56",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35020","8",,
"35057","7级石榴石","5","3","FFd200ff","4","1147","颗","7","60","4057","false","0","物理防御 +84","衣甲、头盔","35066","100","0","stone8","0","0","false","false","false","0","0","1","1","999","0","0","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。","物理防御 +84","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"140","84","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","410","0","0","140","84",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35021","8",,
"35058","7级月亮石","5","4","FFd200ff","4","1146","颗","7","60","4058","false","0","法术攻击 +42","武器、项链","35067","100","0","stone3","0","0","false","false","false","0","0","1","1","999","0","0","蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。","法术攻击 +42","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"150","42","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","480","0","0","0","150","42",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35022","8",,
"35059","7级孔雀石","5","5","FFd200ff","4","1029","颗","7","60","4059","false","0","法术防御 +56","衣甲、项链","35068","100","0","stone5","0","0","false","false","false","0","0","1","1","999","0","0","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。","法术防御 +56","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"160","56","",,"",,"",,"",,,,"0","0","0","0","0","0","340","0","0","0","0","0","0","0","160","56",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35023","8",,
"35060","7级猫眼石","5","6","FFd200ff","4","1028","颗","7","60","4060","false","0","速度 +56","腰带、鞋子","35069","100","0","stone4","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。","速度 +56","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"200","56","",,"",,"",,"",,,,"0","0","0","0","0","400","0","0","0","0","0","0","0","0","200","56",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35024","8",,
"35061","7级茶晶石","5","7","FFd200ff","4","1027","颗","7","60","4061","false","0","治疗强度 +56","武器、衣甲","35070","100","0","stone6","0","0","false","false","false","0","0","1","1","999","0","0","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。","治疗强度 +56","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"170","56","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1420","170","56",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35025","8",,
"35062","7级红宝石","5","8","FFd200ff","4","1026","颗","7","60","4062","false","0","控制命中 +42","武器","35071","100","0","stone7","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。","控制命中 +42","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"180","42","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","150","0","0","0","0","0","180","42",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35026","8",,
"35063","7级蓝宝石","5","9","FFd200ff","4","1025","颗","7","60","4063","false","0","控制抗性 +28","腰带、鞋子","35072","100","0","stone9","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +28","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"190","28","",,"",,"",,"",,,,"600","0","0","0","0","0","0","0","0","0","0","0","0","0","190","28",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35027","8",,
"35064","8级血精石","5","1","FFd200ff","4","1149","颗","8","60","4064","false","0","生命 +320","衣甲、腰带","35073","50","0","stone8","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。","生命 +320","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"60","320","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","410","0","0","60","320",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35019","10",,
"35065","8级红曜石","5","2","FFd200ff","4","1148","颗","8","70","4065","false","0","物理攻击 +64","武器、头盔","35074","50","0","stone3","0","0","false","false","false","0","0","1","1","999","0","0","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。","物理攻击 +64","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"130","64","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","480","0","0","0","130","64",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35020","10",,
"35066","8级石榴石","5","3","FFd200ff","4","1147","颗","8","70","4066","false","0","物理防御 +96","衣甲、头盔","35075","50","0","stone5","0","0","false","false","false","0","0","1","1","999","0","0","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。","物理防御 +96","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"140","96","",,"",,"",,"",,,,"0","0","0","0","0","0","340","0","0","0","0","0","0","0","140","96",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35021","10",,
"35067","8级月亮石","5","4","FFd200ff","4","1146","颗","8","70","4067","false","0","法术攻击 +48","武器、项链","35076","50","0","stone4","0","0","false","false","false","0","0","1","1","999","0","0","蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。","法术攻击 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"150","48","",,"",,"",,"",,,,"0","0","0","0","0","400","0","0","0","0","0","0","0","0","150","48",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35022","10",,
"35068","8级孔雀石","5","5","FFd200ff","4","1029","颗","8","70","4068","false","0","法术防御 +64","衣甲、项链","35077","50","0","stone6","0","0","false","false","false","0","0","1","1","999","0","0","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。","法术防御 +64","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"160","64","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1420","160","64",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35023","10",,
"35069","8级猫眼石","5","6","FFd200ff","4","1028","颗","8","70","4069","false","0","速度 +64","腰带、鞋子","35078","50","0","stone7","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。","速度 +64","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"200","64","",,"",,"",,"",,,,"0","0","0","0","0","0","0","0","150","0","0","0","0","0","200","64",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35024","10",,
"35070","8级茶晶石","5","7","FFd200ff","4","1027","颗","8","70","4070","false","0","治疗强度 +64","武器、衣甲","35079","50","0","stone9","0","0","false","false","false","0","0","1","1","999","0","0","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。","治疗强度 +64","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"170","64","",,"",,"",,"",,,,"600","0","0","0","0","0","0","0","0","0","0","0","0","0","170","64",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35025","10",,
"35071","8级红宝石","5","8","FFd200ff","4","1026","颗","8","70","4071","false","0","控制命中 +48","武器","35080","50","0","stone8","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。","控制命中 +48","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","180","48","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","820","0","0","180","48","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35026","10",,
"35072","8级蓝宝石","5","9","FFd200ff","4","1025","颗","8","70","4072","false","0","控制抗性 +32","腰带、鞋子","35081","50","0","stone3","0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +32","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","190","32","","","",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","960","0","0","0","190","32","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35027","10",,
"35073","9级血精石","5","1","FFff5900","5","1149","颗","9","70","4073","false","0","生命 +360","衣甲、腰带","35082","30","0","stone5","0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。","生命 +360","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","60","360","","","",,"",,"",,,,"0","0","0","0","0","0","680","0","0","0","0","0","0","0","60","360","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35019","12",,
"35074","9级红曜石","5","2","FFff5900","5","1148","颗","9","70","4074","false","0","物理攻击 +72","武器、头盔","35083","30","0","stone4","0","0","false","false","false","0","0","1","1","999","0","0","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。","物理攻击 +72","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","130","72","","","",,"",,"",,,,"0","0","0","0","0","800","0","0","0","0","0","0","0","0","130","72","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35020","12",,
"35075","9级石榴石","5","3","FFff5900","5","1147","颗","9","70","4075","false","0","物理防御 +108","衣甲、头盔","35084","30","0","stone6","0","0","false","false","false","0","0","1","1","999","0","0","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。","物理防御 +108","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","140","108","","","",,"",,"",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","2840","140","108","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35021","12",,
"35076","9级月亮石","5","4","FFff5900","5","1146","颗","9","70","4076","false","0","法术攻击 +54","武器、项链","35085","30","0","stone7","0","0","false","false","false","0","0","1","1","999","0","0","蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。","法术攻击 +54","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","150","54","","","",,"",,"",,,,"0","0","0","0","0","0","0","0","300","0","0","0","0","0","150","54","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35022","12",,
"35077","9级孔雀石","5","5","FFff5900","5","1029","颗","9","70","4077","false","0","法术防御 +72","衣甲、项链","35086","30","0","stone9","0","0","false","false","false","0","0","1","1","999","0","0","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。","法术防御 +72","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","160","72","","","",,"",,"",,,,"1200","0","0","0","0","0","0","0","0","0","0","0","0","0","160","72","","","","","","","","","0","0","0","0","5","",,,,,,,,,"1","35023","12",,
"35078","9级猫眼石","5","6","FFff5900","5","1028","颗","9","70","4078","false","0","速度 +72","腰带、鞋子","35087","30",,,"0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。","速度 +72","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"200","72",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","200","72",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35024","12",,
"35079","9级茶晶石","5","7","FFff5900","5","1027","颗","9","70","4079","false","0","治疗强度 +72","武器、衣甲","35088","30",,,"0","0","false","false","false","0","0","1","1","999","0","0","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。","治疗强度 +72","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"170","72",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","170","72",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35025","12",,
"35080","9级红宝石","5","8","FFff5900","5","1026","颗","9","70","4080","false","0","控制命中 +54","武器","35089","30",,,"0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。","控制命中 +54","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"180","54",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","180","54",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35026","12",,
"35081","9级蓝宝石","5","9","FFff5900","5","1025","颗","9","70","4081","false","0","控制抗性 +36","腰带、鞋子","35090","30",,,"0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +36","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"190","36",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","190","36",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35027","12",,
"35082","10级血精石","5","1","FFff5900","5","1149","颗","10","70","4082","false","0","生命 +400","衣甲、腰带",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。","生命 +400","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"60","400",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","60","400",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35019","14",,
"35083","10级红曜石","5","2","FFff5900","5","1148","颗","10","70","4083","false","0","物理攻击 +80","武器、头盔",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。","物理攻击 +80","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"130","80",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","130","80",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35020","14",,
"35084","10级石榴石","5","3","FFff5900","5","1147","颗","10","80","4084","false","0","物理防御 +120","衣甲、头盔",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。","物理防御 +120","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"140","120",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","140","120",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35021","14",,
"35085","10级月亮石","5","4","FFff5900","5","1146","颗","10","80","4085","false","0","法术攻击 +60","武器、项链",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。","法术攻击 +60","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9",,,"150","60",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","150","60",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35022","14",,
"35086","10级孔雀石","5","5","FFff5900","5","1029","颗","10","80","4086","false","0","法术防御 +80","衣甲、项链",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。","法术防御 +80","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","160","80",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","160","80",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35023","14",,
"35087","10级猫眼石","5","6","FFff5900","5","1028","颗","10","80","4087","false","0","速度 +80","腰带、鞋子",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。","速度 +80","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","200","80",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","200","80",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35024","14",,
"35088","10级茶晶石","5","7","FFff5900","5","1027","颗","10","80","4088","false","0","治疗强度 +80","武器、衣甲",,"",,,"0","0","false","false","false","0","0","1","1","999","0","0","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。","治疗强度 +80","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","170","80",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","170","80",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35025","14",,
"35089","10级红宝石","5","8","FFff5900","5","1026","颗","10","80","4089","false","0","控制命中 +60","武器",,,,,"0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。","控制命中 +60","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","180","60",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","180","60",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35026","14",,
"35090","10级蓝宝石","5","9","FFff5900","5","1025","颗","10","80","4090","false","0","控制抗性 +40","腰带、鞋子",,,,,"0","0","false","false","false","0","0","1","1","999","0","0","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。","控制抗性 +40","2","161506","使用方法:打开强化界面进行宝石镶嵌","3","9","","","190","40",,,,,,,,,,,"","0","0","0","0","0","0","0","0","0","0","0","0","0","190","40",,,,,,,,,"0","0","0","0","5","",,,,,,,,,"1","35027","14",,
,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,"",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,
