"id","条件ID","动作ID","执行次数","启用AI","外部AI文件","触发时机","策划备注"
"16406","35041","56406",,"","","3","8555愤怒的树灵单秒"
"16407","35042","56407",,"","","3","8555树灵卫兵控制"
"16408","35001","56408",,"","","3","8555树灵张老喊话并使用心灵之火"
"16409","35043","56409",,"","","3","8555树灵张老治疗"
"20082",,"",,"16408@1;16409@1","","5","8555树灵张老AI"
"16410","35001","56410",,"","","3","8555格罗姆喊话"
"16411","35044","56411",,"","","3","8556精灵游骑血量不足释放幻影斩"
"16412","35001","56412",,"","","3","8556格罗姆喊话"
"16413","35001","56413",,"","","2","8556塞纳留斯喊话"
"20083",,"",,"16413@1;16403@1;16404@1","","5","8556塞纳留斯AI"
"20084",,"",,"16412@1;16410@1","","5","8556塞纳留斯AI"
"16414","35001","56414",,"","","3","8559马诺洛斯释放绝技——群魔乱舞"
"16415","35002","56415",,"","","3","8559马诺洛斯释放虚弱诅咒"
"16416","35045","56416",,"","","3","8559马诺洛斯释放恶魔降临"
"20085",,"",,"16414@1;16415@1;16416@1","","5","8559马诺洛斯释AI"
"16500","35001","56500",,"","","5","8560泰兰德喊话"
"16501","35049","56501",,"","","3","8560泰兰德释放技能精准打击"
"20090",,"",,"16500@1;16501@1","","5","8560泰兰德AI"
"16502","35050","56502",,"","","3","8560守护释放心灵之火"
"16503","35051","56503",,"","","3","8560守护救人"
"16504","35052","56504",,"","","3","8560守护治疗"
"20091",,"",,"16502@1;16503@1;16504@1","","5","8560守护AI"
"16505","35001","56505",,"","","3","8561野猪人战士降敌人法防"
"16506","35053","56506",,"","","3","8561野猪人战士沉默诅咒"
"16507","35008","56507",,"","","3","8561野猪人战士火焰雨"
"20092",,"",,"16505@1;16506@1;16507@1","","5","8561野猪人战士AI"
"16508","35054","56508",,"","","3","8561野猪人萨满释放闪电箭"
"16509","35055","56509",,"","","3","8561野猪人萨满救人"
"20093",,"",,"16508@1;16509@1","","5","8561野猪人萨满AI"
"16510","35056","56510",,"","","3","8562恐惧魔王破隐身"
"16511","35057","56511",,"","","3","8562恐惧魔王圣光洗礼"
"20094",,"",,"16510@1;16511@1","","5","8562恐惧魔王AI"
"16512","35001","56512",,"","","5","8564发狂的树人喊话"
"16513","35001","56513",,"","","3","8564发狂的树人降敌人法防"
"16514","35053","56514",,"","","3","8564发狂的树人沉默诅咒"
"16515","35008","56515",,"","","3","8564发狂的树人火焰雨"
"20095",,"",,"16512@1;16514@1;16515@1","","5","8564发狂的树人AI"
"16516","35058","56516",,"","","3","8564恐惧魔王横扫"
"16517","35001","56517",,"","","5","8565守卫头领喊话"
"16518","35001","56518",,"","","5","8566馬维喊话1"
"16519","35001","56519",,"","","3","8566馬维喊话2"
"20096",,"",,"16518@1;16519@1","","5","8562恐惧魔王AI"
"16520","35001","56520",,"","","2","8566泰兰德喊话"
"16521","35001","56521",,"","","5","8567艾尔索斯喊话1"
"16522","35001","56522",,"","","2","8567艾尔索斯喊话2"
"16523","35059","56523",,"","","3","8567艾尔索斯逃跑"
"20097",,"",,"16521@1;16522@1;16523@1","","5","8567艾尔索斯AI"
"16524","35001","56524",,"","","2","8567伊利丹喊话"
"16525","35001","56525",,"","","3","8569伊利丹出场喊话1"
"16526","35002","56526",,"","","2","8569伊利丹变身喊话1"
"16527","35059","56527",,"","","3","8569伊利丹逃跑喊话1"
"16528","35020","56528",,"","","2","8569伊利丹喊话2"
"16529","35001","56529",,"","","3","8569攻击古尔丹之颅"
"20098",,"",,"16525@1;16526@1;16527@1;16528@1","","5","8569伊利丹AI"
"16530","35001","56530",,"","","5","8570提克迪奥斯喊话"
"16531","35001","56531",,"","","3","8570伊利丹喊话"
"16532","35001","56532",,"","","2","8573阿克蒙德喊话"
"16533","35004","56533",,"","","3","8573召唤玛法里奥"
"16534","35008","56534",,"","","3","8573玛法里奥召唤小精灵"
"16540","35001","56540",,"",,"3","新手战斗战士玩家嘲讽BOSS"
"16541","35002","56541",,"",,"3","新手战斗战士玩家破甲BOSS"
"16542","35062","56542",,"",,"4","新手战斗战士玩家喊话"
"20100",,"",,"16540@1;16541@1;16542@1",,"5","新手战斗战士玩家AI"
"16543","35001","56543",,"",,"3","新手战斗萨满玩家闪电链火元素"
"16544","35002","56544",,"",,"3","新手战斗萨满玩家闪电链把羊打醒"
"20101",,"",,"16543@1;16544@1",,"5","新手战斗萨满玩家AI"
"16545","35001","56545",,"",,"3","新手战斗法师玩家羊大奶铜须"
"16546","35001","56546",,"",,"3","新手战斗牧师玩家休息"
"16547","35002","56547",,"",,"3","新手战斗牧师玩家治疗之环加血，把所有人血线拉满"
"20102",,"",,"16546@1;16547@1",,"5","新手战斗牧师玩家AI"
"16548","35001","56548",,"",,"3","新手战斗炎魔群体喷火，所有玩家残血"
"16549","35002","56549",,"",,"3","新手战斗炎魔群体喷火，秒杀所有玩家"
"20103",,"",,"16548@1;16549@1",,"5","新手战斗BOSS炎魔AI"
"16550","35001","56550",,"",,"3","新手战斗大奶铜须给炎魔加满"
,,"",,"",,,""
,,"",,"",,,""
,,"",,"",,,""
,,"",,"",,,""
,,"",,"",,,""
,,"",,"",,,""
"17001","36001","58001","","","","2","队伍中辅助职业/总人数>=0.2,第一回合逃跑，同时喊话"
"17002","36002","58002","","","","3","队伍中辅助职业/总人数<0.2,第一回合喊话"
"17003","36003","58003","","","","2","队伍中辅助职业/总人数<0.2，第三回合逃跑 同时喊话"
"17004","36004","58004","","","","2","队伍中辅助职业/总人数<0.4,boss召唤一只怪,同时喊话"
"17005","","","","17001@1;17002@1;17003@1;17009@1","","2","抓鬼逃跑怪AI"
"17006","","","","17004@1","","2","抓鬼boss召唤AI"
"17007","36006","58005","",,"","2","4回合后巫妖boss召唤小怪"
"17009","36005","58007","","","","3","逃跑怪放三控技能"
"17011","36011","58011","1","","","2","公会副本BOSS狗王愤怒"
"17012","36012","58012","1","","","2","公会副本BOSS狗王暴怒"
"17013","36013","58013","","","","2","公会副本BOSS狗王召唤怪物"
"17014",,,"1","17011@1;17012@1;17013@1","","2","公会副本BOSS狗王总"
"17015","36022","58014","1","","","2","公会副本元素加尔小怪第3回合自爆"
"17016","36023","58014","1","","","2","公会副本元素加尔小怪第4回合自爆"
"17017","36024","58014","1","","","2","公会副本元素加尔小怪第5回合自爆"
"17018","36025","58014","1","","","2","公会副本元素加尔小怪第6回合自爆"
"17019","36014","58015","1","","","2","公会副本小怪愤怒"
"17020","36015","58016","","","","9","公会副本驱散神佑技能"
"17021",,"","","17017@1;17019@1;17025@1","","3",""
"17022","36011","58021","","","","2",""
"17023","36011","58023","","","","3",""
"17024","36011","58024","","","","3",""
"17025","36011","58025","","","","2",""
"17026","36011","58026","","","","3",""
"17027","36011","58027","","","","3",""
"17028","36011","58028","","","","3",""
"17029","36011","58029","","","","3",""
"17030","36011","58030","2","","","2",""
"17031","36011","58031","","","","2",""
"17032","36011","58032","2","","","2",""
"17033",,"","1","17014@1;17032@1","","2",""
"17034",,"","1","17016@1;17032@1","","2",""
"17035","36015","58033","","","","2",""
"17036","36011","58041","1","","","2","公会副本（惧封）喊话"
"17037","36016","58035","1","","","4","公会副本（惧封）逃跑"
"17038",,"","1","17036@1;17037@1","","2","公会副本（惧封）总"
"17039","36019","58037","1","","","3","公会副本（惧牧）喊话"
"17040","36017","58036","1","","","2","公会副本（惧牧）逃跑"
"17041",,"","1","17039@1;17040@1","","2","公会副本（惧牧）总"
"17042","36011","58038","1","","","3","公会副本（铁甲）喊话"
"17043","36011","58039","1","","","3","公会副本（抗魔）喊话"
"17044","35001","58040","2","","","2","公会副本（BOSS）喊话"
"17045","36026","58018","1","","","2","公会副本BOSS召唤物理怪物"
"17046","36027","58019","1","","","2","公会副本BOSS召唤法术怪物"
"17047","36021","58017","1","","","2","公会副本BOSS第3回合待机"
"17048","36022","58017","1","","","2","公会副本BOSS第4回合待机"
"17049","36023","58017","1","","","2","公会副本BOSS第5回合待机"
"17050","36024","58017","1","","","2","公会副本BOSS第6回合待机"
"17051",,"","1","17044@1;17045@1;17046@1;17047@1;17048@1;17049@1;17050@1","","2","公会副本（BOSS）总"
"17052","36017","58049","","","","2","亚龙入侵（佛徒）逃跑"
"17053","36020","58050","","","","2","第四回合结束逃跑"
"17060","36030","58061","1","","","2","巨龙入侵德鲁伊第一回合减防"
"17061","36031","58062","1","","","2","巨龙入侵猎人第一回合多重打击"
"17062","36032","58063","1","","","2","巨龙入侵牧师第一回合加状态"
"17063","36033","58064","1","","","2","巨龙入侵战士第一回合3连"
"17064","36034","58065","2","","","2","巨龙入侵精英（牧师拉人）"
"17065","36035","58066","1","","","2","巨龙入侵精英（牧师拉人）"
"17066","36036","58067","1","","","2","巨龙入侵精英（牧师拉人）"
"17067",,"","","17064@1;17065@1;17066@1;","","2","巨龙入侵精英（牧师拉人）"
"17070","36037","58070","","","","10","敌方怪物全部死亡召唤宠物（场景AI）"
"17071","36010","58071","","","","3","沙包怪全部待机"
"17072","36038","58072","","","","2","第一回合召唤小怪"
"17073","36039","58073","1",,"","2","第一回合自爆自身80%血量，对方全部怪物减80%血量"
"17074","36040","58074",,,"","2","职业闯关遇到同职业的会逃跑法师"
"17075","36041","58075",,,"","2","职业闯关遇到同职业的会逃跑战士"
"17076","36042","58076",,,"","2","职业闯关遇到同职业的会逃跑牧师"
"17077","36043","58077",,,"","2","职业闯关遇到同职业的会逃跑小德"
"17078","36044","58078",,,"","2","职业闯关遇到同职业的会逃跑圣骑"
"17079","36045","58079",,,"","2","职业闯关遇到同职业的会逃跑猎人"
"17080","36046","58080",,,"","2","第五回合特殊怪逃跑战士"
"17081","36047","58081",,,"","2","第五回合特殊怪逃跑牧师"
"17082","36048","58082",,,"","2","第五回合特殊怪逃跑猎人"
"17083","36049","58083",,,"","2","第五回合物特殊怪逃跑法师"
"17084","36050","58084",,,"","2","第五回合物特殊怪逃跑圣骑"
"17085","36051","58085",,,"","2","第五回合特殊怪逃跑小德"
"17086","36052","58086","1",,"","2","冠军试炼圣骑大弟子双封"
"17087","36053","58087","1",,"","2","冠军试炼圣骑大弟子双封"
"17089",,"","1","17086@1;17087@1","","2","冠军试炼圣骑大弟子双封"
"17090","36054","58089",,"","","2","职业闯关遇到同职业的会逃跑萨满"
"17091","36055","58090",,"","","2","职业闯关遇到同职业的会逃跑盗贼"
"17092","36056","58091",,"","","2","职业闯关遇到同职业的会逃跑术士"
"17093","36057","58092",,"","","2","第五回合特殊怪逃跑萨满"
"17094","36058","58093",,"","","2","第五回合特殊怪逃跑盗贼"
"17095","36059","58094",,"","","2","第五回合特殊怪逃跑术士"
"17096","36060","58095",,"","","2","fs第一回合放变羊"
"17097","36061","58096",,"","","2","战士第一回合嘲讽"
"17098","36062","58097",,"","","2","萨满加状态"
"17099","36063","58098",,"","","2","圣骑第一回合嘲讽"
"17068","36064","58099",,"","","2","盗贼剔骨"
"17069","36065","58068",,"","","2","牧师第一回合加状态"
"17142","36066","58051",,"","","2","猎人第一回合多重打击"
"17143","36067","58052",,"","","2","德鲁伊第一回合减防"
"17100","36100","58100","",,"","2","宠物出场喊话"
"17101","36101","58101","","","","2","（尖牙溶洞）腐蚀者布莱恩进入战斗主怪召唤1个小怪"
"17102","36102","58102","","","","9","（尖牙溶洞）永生者沃尔丹怪物剩余1清除主怪身上的被动复活技能"
"17103","36103","58103","1","","","2","（尖牙溶洞）毒牙之王瑟芬配怪怪物自我沉睡"
"17104","36104","58104","1","","","2","（尖牙溶洞）毒牙之王瑟芬配怪血量小于50%召唤两只怪"
"17105","36101","58105","","","","2","（尖牙溶洞）永生者沃尔丹开场喊话"
"17106","36102","58106","","","","2","（尖牙溶洞）永生者沃尔丹怪物死亡后喊话"
"17107","36101","58107","","","","2","（尖牙溶洞）大囧龟开场喊话"
"17110","36110","58110","","","","2","（亡者矿坑）召唤怪物"
"17111","36111","58111","","","","2","（亡者矿坑）连击点数大于等于1释放技能"
"17112","36112","58112",,,"","2","（亡者矿坑）首回合自动使用心灵之火"
"17113","37010","59010","1","","","2","冰封王座25关BOSS第一回合错乱一个人"
"17114","37011","59011","1","","","2","冰封王座25关BOSS第二回合给对面全体减防"
"17115","37012","59012","1","","","2","冰封王座25关BOSS第三回合给已方全体加攻"
"17116","37013","59013","1","","","2","冰封王座25关BOSS第四回合给已方全体加血"
"17117","36113","59015","","","","2","（亡者矿坑）BOSS1闲话"
"17118","36114","59016","","","","2","（亡者矿坑）BOSS1闲话"
"17119","36115","59017","","","","2","（亡者矿坑）BOSS1闲话"
"17120","36116","59018","","","","2","（亡者矿坑）BOSS1闲话"
"17121",,"","","17117@1;17118@1;17119@1;17120@1","","2",""
"17122","36113","59019","","","","2","（亡者矿坑）BOSS2闲话"
"17123","36114","59020","","","","2","（亡者矿坑）BOSS2闲话"
"17124","36115","59021","","","","2","（亡者矿坑）BOSS2闲话"
"17125","36116","59022","","","","2","（亡者矿坑）BOSS2闲话"
"17126",,"","","17122@1;17123@1;17124@1;17125@1","","2",""
"17127","36113","59023","","","","2","（亡者矿坑）BOSS3闲话"
"17128","36114","59024","","","","2","（亡者矿坑）BOSS3闲话"
"17129","36115","59025","","","","2","（亡者矿坑）BOSS3闲话"
"17130","36116","59026","","","","2","（亡者矿坑）BOSS3闲话"
"17131",,"","","17127@1;17128@1;17129@1;17130@1","","2",""
"17132","36113","59027","","","","2","（亡者矿坑）BOSS4闲话"
"17133","36114","59028","","","","2","（亡者矿坑）BOSS4闲话"
"17134","36115","59029","","","","2","（亡者矿坑）BOSS4闲话"
"17135","36116","59030","","","","2","（亡者矿坑）BOSS4闲话"
"17136",,"","","17132@1;17133@1;17134@1;17135@1","","2",""
"17137","36113","59031","","","","2","（亡者矿坑）BOSS5闲话"
"17138","36114","59032","","","","2","（亡者矿坑）BOSS5闲话"
"17139","36115","59033","","","","2","（亡者矿坑）BOSS5闲话"
"17140","36116","59034","","","","2","（亡者矿坑）BOSS5闲话"
"17141",,"","","17137@1;17138@1;17139@1;17140@1","","2",""
"17150","36130","59040",,,"","3","自动使用黄昏花蕾"
"17151","36131","59041",,,"","3","自动使用治疗祷言"
"17152","36132","59042",,,"","2","自动使用心灵之火"
"17153","36133","59043",,,,"3","自动复活死亡单位"
"17154","36134","59044",,,,"3","狼王召唤"
"18001","37001","59001","","","","2","队伍中辅助职业/总人数>=0.2,第一回合逃跑，同时喊话"
"18002","37002","59002","2","","","3","队伍中辅助职业/总人数<0.2,第一回合喊话"
"18003","37003","59003","","","","3","队伍中辅助职业/总人数<0.2，第三回合逃跑 同时喊话"
"18004","37004","59004","","","","2","逃跑怪放三控技能"
"18005","","","","18001@1;18002@1;18003@1;18004@1","","2","抓鬼逃跑怪AI"
"18006","37005","59005","","","","2","队伍中辅助职业/总人数<0.4,boss召唤一只怪,同时喊话"
"18007","37006","59006","",,"","2","4回合后巫妖boss召唤小怪"
"18008","37007","59007","",,"","2","4回合后巫妖boss召唤小怪"
"18009","37008","59008","1","","","2","日常副本（惧封）喊话"
"18010","37009","59009","1","","","4","日常副本（惧封）逃跑"
"18011",,"","1","18009@1;18010@1","","2","日常副本（惧封）总"
"18012","37014","59014","2","","","5","抓鬼逃跑怪逃跑前喊话"
"18013","37015","59045","1","","","2","日常副本魔王第一回合使用技能"
"18014","37016","59046","1","","","2","日常副本魔王第三回合使用技能"
"18015",,"","1","18013@1;18014@1","","2","日常副本魔王使用技能"
"18100","37100","58200",,,"","3","没中嘲讽的敌方单位大于等于4战士自动对目标使用挫志怒吼"
"18101","37101","58201",,,"","3","没中破甲的敌方单位大于等于4战士自动对目标使用破甲"
"18102","37102","58202",,,"","3","敌方单位小于等于5战士对敌方单位使用毁灭打击"
"18103","37103","58203",,,"","3","没中嘲讽的敌方单位大于等于4骑士自动对目标使用复仇之盾"
"18104","37104","58204",,,"","3","敌方存在隐身单位骑士自动对目标使用神谕责难"
"18105","37105","58205",,,"","3","我方血小于等于60%单位大于等于1骑士自动对目标使用圣光洗礼"
"18106","37106","58206",,,"","3","敌方单位大于等于4骑士自动对目标使用无边定罪"
"18107","37107","58207",,,"","3","敌方单位小于等于4猎人自动对目标使用精准打击"
"18108","37108","58208",,,"","3","敌方有绿之潮buff的单位小于3（包含死亡）德鲁伊自动对目标使用绿之潮"
"18109","37109","58209",,,"","3","我方血量少于80%的单位大于1德鲁伊自动对目标使用黄昏花蕾"
"18110","37110","58210",,,"","3","我方有心灵之火buff的单位小于1（包含死亡）牧师自动对目标使用心灵之火"
"18111","37111","58211",,,"","3","我方死亡单位大于等于1牧师自动对目标使用复生"
"18112","37112","58212",,,"","3","我方血小于等于80%单位大于等于1牧师自动对目标使用治疗祷言"
"18113","37113","58213",,,"","3","我方中debuff单位大于等于3牧师自动对目标使用神圣救赎"
"18114","37114","58214",,,"","3","我方死亡单位大于等于1萨满自动对目标使用先祖之魂"
"18115","37115","58215",,,"","3","敌方单位小于等于3盗贼自动对目标使用穿刺影袭"
"18116","37116","58216",,,"","3","敌方被控制的单位小于等于3术士自动对目标使用沉默诅咒"
"18117","37117","58217",,,"","3","敌方有身上有虚弱诅咒buff的单位小于3（包含死亡）术士自动对目标使用虚弱诅咒"
"18118","37118","58218",,,"","3","自身血量低于50%术士自动对目标使用生命虹吸"
"18119","37119","58219",,,"","3","连击点达到0连击点盗贼自动对目标使用剔骨"
"18120","37120","58220",,,"","3","连击点达到1连击点盗贼自动对目标使用剔骨"
"18121","37121","58221",,,"","3","连击点达到2连击点盗贼自动对目标使用剔骨"
"18122","37122","58222",,,"","3","连击点达到3连击点盗贼自动对目标使用剔骨"
"18123","37123","58223",,,"","3","连击点达到4连击点盗贼自动对目标使用剔骨"
"18124","37124","58224",,,"","3","连击点达到5连击点盗贼自动对目标使用剔骨"
"19000","39000","60000","","19000@0;19001@0;19002@0;19003@0;19004@0;19005@0;19006@0;19007@0;19008@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0;19067@0;19068@0;19069@0;19070@0;19071@0;19072@0;19073@0;19074@0;19075@0;19076@0;19077@0;19078@0;19079@0;19080@0;19081@0;19082@0","","9","未召唤宝宝喊话"
"19001","39001","60001","","19001@0;19000@0;19002@0","","9","小软宝宝1"
"19002","39002","60002","","19002@0;19000@0;19001@0","","9","变异小软1"
"19003","39003","60003","","19003@0;19000@0;19004@0","","9","捕猎者宝宝5"
"19004","39004","60004","","19004@0;19000@0;19003@0","","9","变异捕猎者5"
"19005","39005","60005","","19005@0;19000@0;19006@0;19007@0;19008@0","","9","羽蛇宝宝15"
"19006","39006","60006","","19006@0;19000@0;19005@0;19007@0;19008@0","","9","变异羽蛇15"
"19007","39007","60007","","19007@0;19000@0;19005@0;19006@0;19008@0","","9","囧龟宝宝15"
"19008","39008","60008","","19008@0;19000@0;19005@0;19006@0;19007@0","","9","变异囧龟15"
"19009","39009","60009","","19009@0;19000@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0","","9","食人工头宝宝25"
"19010","39010","60010","","19010@0;19000@0;19009@0;19011@0;19012@0;19013@0;19014@0;19015@0;19016@0","","9","地精工匠宝宝25"
"19011","39011","60011","","19011@0;19000@0;19009@0;19010@0;19012@0;19013@0;19014@0;19015@0;19016@0","","9","剪刀手宝宝25"
"19012","39012","60012","","19012@0;19000@0;19009@0;19010@0;19011@0;19013@0;19014@0;19015@0;19016@0","","9","鱼人宝宝25"
"19013","39013","60013","","19013@0;19000@0;19009@0;19010@0;19011@0;19012@0;19014@0;19015@0;19016@0","","9","食人工头宝宝25"
"19014","39014","60014","","19014@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19015@0;19016@0","","9","地精工匠宝宝25"
"19015","39015","60015","","19015@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19016@0","","9","剪刀手宝宝25"
"19016","39016","60016","","19016@0;19000@0;19009@0;19010@0;19011@0;19012@0;19013@0;19014@0;19015@0","","9","鱼人宝宝25"
"19017","39017","60017","","19017@0;19000@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0","","9","野鬼宝宝35"
"19018","39018","60018","","19018@0;19000@0;19017@0;19019@0;19020@0;19021@0;19022@0;19023@0;19024@0","","9","狼人宝宝35"
"19019","39019","60019","","19019@0;19000@0;19017@0;19018@0;19020@0;19021@0;19022@0;19023@0;19024@0","","9","死灵哨兵宝宝35"
"19020","39020","60020","","19020@0;19000@0;19017@0;19018@0;19019@0;19021@0;19022@0;19023@0;19024@0","","9","血月教徒宝宝35"
"19021","39021","60021","","19021@0;19000@0;19017@0;19018@0;19019@0;19020@0;19022@0;19023@0;19024@0","","9","变异野鬼35"
"19022","39022","60022","","19022@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19023@0;19024@0","","9","变异狼人35"
"19023","39023","60023","","19023@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19024@0","","9","变异死灵哨兵35"
"19024","39024","60024","","19024@0;19000@0;19017@0;19018@0;19019@0;19020@0;19021@0;19022@0;19023@0","","9","变异血月教徒35"
"19025","39025","60025","","19025@0;19000@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0","","9","野猪宝宝45"
"19026","39026","60026","","19026@0;19000@0;19025@0;19027@0;19028@0;19029@0;19030@0;19031@0;19032@0","","9","吸血蝙蝠宝宝45"
"19027","39027","60027","","19027@0;19000@0;19025@0;19026@0;19028@0;19029@0;19030@0;19031@0;19032@0","","9","野猪人宝宝45"
"19028","39028","60028","","19028@0;19000@0;19025@0;19026@0;19027@0;19029@0;19030@0;19031@0;19032@0","","9","巫妖宝宝45"
"19029","39029","60029","","19029@0;19000@0;19025@0;19026@0;19027@0;19028@0;19030@0;19031@0;19032@0","","9","变异野猪45"
"19030","39030","60030","","19030@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19031@0;19032@0","","9","变异吸血蝙蝠45"
"19031","39031","60031","","19031@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19032@0","","9","变异野猪人45"
"19032","39032","60032","","19032@0;19000@0;19025@0;19026@0;19027@0;19028@0;19029@0;19030@0;19031@0","","9","变异巫妖45"
"19033","39033","60033","","19033@0;19000@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0","","9","血色猎犬宝宝55"
"19034","39034","60034","","19034@0;19000@0;19033@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0","","9","幽灵宝宝55"
"19035","39035","60035","","19035@0;19000@0;19033@0;19034@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0","","9","血色士兵宝宝55"
"19036","39036","60036","","19036@0;19000@0;19033@0;19034@0;19035@0;19037@0;19038@0;19039@0;19040@0;19041@0;19042@0","","9","血色骑士宝宝55"
"19037","39037","60037","","19037@0;19000@0;19033@0;19034@0;19035@0;19036@0;19038@0;19039@0;19040@0;19041@0;19042@0","","9","血色牧师宝宝55"
"19038","39038","60038","","19038@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19039@0;19040@0;19041@0;19042@0","","9","变异血色猎犬55"
"19039","39039","60039","","19039@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19040@0;19041@0;19042@0","","9","变异幽灵55"
"19040","39040","60040","","19040@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19041@0;19042@0","","9","变异血色士兵55"
"19041","39041","60041","","19041@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19042@0","","9","变异血色骑士55"
"19042","39042","60042","","19042@0;19000@0;19033@0;19034@0;19035@0;19036@0;19037@0;19038@0;19039@0;19040@0;19041@0","","9","变异血色牧师55"
"19043","39043","60043","","19043@0;19000@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0","","9","土元素宝宝65"
"19044","39044","60044","","19044@0;19000@0;19043@0;19045@0;19046@0;19047@0;19048@0;19049@0;19050@0","","9","半人马宝宝65"
"19045","39045","60045","","19045@0;19000@0;19043@0;19044@0;19046@0;19047@0;19048@0;19049@0;19050@0","","9","鞭笞者宝宝65"
"19046","39046","60046","","19046@0;19000@0;19043@0;19044@0;19045@0;19047@0;19048@0;19049@0;19050@0","","9","腐女宝宝65"
"19047","39047","60047","","19047@0;19000@0;19043@0;19044@0;19045@0;19046@0;19048@0;19049@0;19050@0","","9","变异土元素65"
"19048","39048","60048","","19048@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19049@0;19050@0","","9","变异半人马65"
"19049","39049","60049","","19049@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19050@0","","9","变异鞭笞者65"
"19050","39050","60050","","19050@0;19000@0;19043@0;19044@0;19045@0;19046@0;19047@0;19048@0;19049@0","","9","变异腐女65"
"19051","39051","60051","","19051@0;19000@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0","","9","摧毁者宝宝70"
"19052","39052","60052","","19052@0;19000@0;19051@0;19053@0;19054@0;19055@0;19056@0;19057@0;19058@0","","9","虚空恐魔宝宝70"
"19053","39053","60053","","19053@0;19000@0;19051@0;19052@0;19054@0;19055@0;19056@0;19057@0;19058@0","","9","食人魔宝宝70"
"19054","39054","60054","","19054@0;19000@0;19051@0;19052@0;19053@0;19055@0;19056@0;19057@0;19058@0","","9","变形者宝宝70"
"19055","39055","60055","","19055@0;19000@0;19051@0;19052@0;19053@0;19054@0;19056@0;19057@0;19058@0","","9","变异摧毁者70"
"19056","39056","60056","","19056@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19057@0;19058@0","","9","变异虚空恐魔70"
"19057","39057","60057","","19057@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19058@0","","9","变异食人魔70"
"19058","39058","60058","","19058@0;19000@0;19051@0;19052@0;19053@0;19054@0;19055@0;19056@0;19057@0","","9","变异变形者70"
"19059","39059","60059","","19059@0;19000@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0","","9","绿飞龙宝宝75"
"19060","39060","60060","","19060@0;19000@0;19059@0;19061@0;19062@0;19063@0;19064@0;19065@0;19066@0","","9","预言者宝宝75"
"19061","39061","60061","","19061@0;19000@0;19059@0;19060@0;19062@0;19063@0;19064@0;19065@0;19066@0","","9","骨飞龙宝宝75"
"19062","39062","60062","","19062@0;19000@0;19059@0;19060@0;19061@0;19063@0;19064@0;19065@0;19066@0","","9","绿龙宝宝75"
"19063","39063","60063","","19063@0;19000@0;19059@0;19060@0;19061@0;19062@0;19064@0;19065@0;19066@0","","9","变异绿飞龙75"
"19064","39064","60064","","19064@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19065@0;19066@0","","9","变异预言者75"
"19065","39065","60065","","19065@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19066@0","","9","变异骨飞龙75"
"19066","39066","60066","","19066@0;19000@0;19059@0;19060@0;19061@0;19062@0;19063@0;19064@0;19065@0","","9","变异绿龙75"
"19067","39067","60067","","19067@0;19000@0;19068@0;19069@0;19070@0;19071@0;19072@0;19073@0;19074@0","","9","炎魔使者宝宝80"
