"编号","名称","备注","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","是否倒地","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","控制几率修正","被控制几率修正","进战斗默认连击点","怒气上限","进战斗默认怒气","命中系数","命中常数","最大生命队伍中最大攻击力系数","最大生命系数","最大魔法系数","物攻系数","物防系数","法攻系数","法防系数","速度系数","治疗强度系数","控制命中系数","控制抗性系数","最大生命常数","最大魔法常数","物攻常数","物防常数","法攻常数","法防常数","速度常数","治疗强度常数","控制命中常数","控制抗性常数","物理暴击系数","物理抗暴系数","物理暴伤系数","法术暴击系数","法术抗暴系数","法术暴伤系数","治疗暴击系数","治疗暴击量系数","物理穿透系数","物理抵抗系数","法术穿透系数","法术抵抗系数","治疗加深系数","被治疗加深系数","控制加成系数","控制免疫系数","物理暴击常数","物理抗暴常数","物理暴伤常数","法术暴击常数","法术抗暴常数","法术暴伤常数","治疗暴击常数","治疗暴击量常数","物理穿透常数","物理抵抗常数","法术穿透常数","法术抵抗常数","治疗加深常数","被治疗加深常数","控制加成常数","控制免疫常数","额外属性1ID","额外属性1数值","额外属性2ID","额外属性2数值","额外属性3ID","额外属性3数值","额外属性4ID","额外属性4数值","额外属性5ID","额外属性5数值","额外属性6ID","额外属性6数值","额外属性7ID","额外属性7数值","额外属性8ID","额外属性8数值","额外属性9ID","额外属性9数值","额外属性10ID","额外属性10数值","反击几率","反击伤害系数","AI编号","技能1编号","技能1出现几率","技能1施放几率","技能1系数","技能1常数","技能2编号","技能2出现几率","技能2施放几率","技能2系数","技能2常数","技能3编号","技能3出现几率","技能3施放几率","技能3系数","技能3常数","技能4编号","技能4出现几率","技能4施放几率","技能4系数","技能4常数","技能5编号","技能5出现几率","技能5施放几率","技能5系数","技能5常数","技能6编号","技能6出现几率","技能6施放几率","技能6系数","技能6常数"
"25077","诅咒之塔8","诅咒之塔8","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25078","诅咒之塔9","诅咒之塔9","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","19.315200000000001","7.27","2.0691000000000002","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25079","诅咒之塔10","诅咒之塔10","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","66.326400000000007","19.315200000000001","7.0518999999999998","1.881","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25080","诅咒之塔11","诅咒之塔11","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","35.008800000000001","3.8531","2.0691000000000002","5.2985100000000003","3.5800416666666699","4.3540000000000001","1.885","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25081","诅咒之塔12","诅咒之塔12","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25082","诅咒之塔13","诅咒之塔13","","1010124","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25083","诅咒之塔14","诅咒之塔14","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25084","诅咒之塔15","诅咒之塔15","","1010141","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","19.315200000000001","7.27","2.0691000000000002","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25085","诅咒之塔16","诅咒之塔16","","1010141","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","66.326400000000007","19.315200000000001","7.0518999999999998","1.881","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25086","诅咒之塔17","诅咒之塔17","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25087","诅咒之塔18","诅咒之塔18","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25088","诅咒之塔19","诅咒之塔19","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25089","诅咒之塔20","诅咒之塔20","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25090","诅咒之塔21","诅咒之塔21","","1010141","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","19.315200000000001","10.178000000000001","2.0691000000000002","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25091","诅咒之塔22","诅咒之塔22","","1010141","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","66.326400000000007","19.315200000000001","9.8726599999999998","1.881","3.3019699999999998","3.3458333333333301","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25092","诅咒之塔23","诅咒之塔23","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25093","诅咒之塔24","诅咒之塔24","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","59.22","40.24","7.27","1.881","7.6790000000000003","3.3458333333333301","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25094","诅咒之塔25","诅咒之塔25","","1010136","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","73.4328","35.008800000000001","3.8531","1.881","5.8360399999999997","3.5800416666666699","4.3540000000000001","2.9","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25095","诅咒之塔26","诅咒之塔26","","1020109","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","73.4328","35.008800000000001","3.8531","1.881","7.7404320000000002","3.5800416666666699","4.3540000000000001","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25096","诅咒之塔27","诅咒之塔27","","1010134","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","73.4328","35.008800000000001","3.8531","1.881","7.7404320000000002","3.5800416666666699","4.3540000000000001","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25097","诅咒之塔BOSS1（精英）","诅咒之塔BOSS1（精英）","","1020109","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","223.34880000000001","55.971449999999997","6.3798750000000002","4.3979999999999997","11.34","4.7668499999999998","4.6829999999999998","2.2555000000000001","0","10.53","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25098","诅咒之塔BOSS2（精英）","诅咒之塔BOSS2（精英）","","1010134","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","223.34880000000001","55.971449999999997","6.3798750000000002","4.3979999999999997","11.34","4.7668499999999998","4.6829999999999998","2.2555000000000001","0","10.53","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25099","诅咒之塔BOSS3（精英）","诅咒之塔BOSS3（精英）","","1010115","","1","0","5","1","","","1","1.2","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","455.4","32.795999999999999","13.154999999999999","5.5373999999999999","5.5986000000000002","4.8849999999999998","4.4043999999999999","2.6194999999999999","0","10.67","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25100","诅咒之塔BOSS4（精英）","诅咒之塔BOSS4（精英）","","1010140","","1","0","5","1","","","1","1","0","0","1","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","303.60000000000002","68.325000000000003","6.9721500000000001","5.0339999999999998","15.624000000000001","6.2527999999999997","3.7537500000000001","2.6194999999999999","0","10.67","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25101","诅咒之塔BOSS5（精英）","诅咒之塔BOSS5（精英）","","1000106","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","557.00800000000004","62.901000000000003","7.5723750000000001","5.67","15.047549999999999","5.6977500000000001","5.3410000000000002","2.99","0","10.8","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25102","诅咒之塔1（精英）","诅咒之塔1（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","10.904999999999999","3.762","9.5987500000000008","4.0149999999999997","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25103","诅咒之塔2（精英）","诅咒之塔2（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","97.910399999999996","52.513199999999998","5.7796500000000002","3.762","8.0629500000000007","4.2960500000000001","4.3540000000000001","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25104","诅咒之塔3（精英）","诅咒之塔3（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","28.972799999999999","10.904999999999999","4.1382000000000003","4.1274625","4.0149999999999997","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25105","诅咒之塔4（精英）","诅咒之塔4（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","10.904999999999999","3.762","9.5987500000000008","4.0149999999999997","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25106","诅咒之塔5（精英）","诅咒之塔5（精英）","","1010124","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","10.904999999999999","3.762","9.5987500000000008","4.0149999999999997","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25108","诅咒之塔6（精英）","诅咒之塔6（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","28.972799999999999","10.904999999999999","4.1382000000000003","4.1274625","4.0149999999999997","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25109","诅咒之塔7（精英）","诅咒之塔7（精英）","","1010126","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","5.7796500000000002","3.762","9.5987500000000008","5.1391999999999998","3.2654999999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25110","诅咒之塔8（精英）","诅咒之塔8（精英）","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","10.904999999999999","3.762","9.5987500000000008","4.0149999999999997","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25111","诅咒之塔9（精英）","诅咒之塔9（精英）","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","28.972799999999999","10.904999999999999","4.1382000000000003","4.1274625","4.0149999999999997","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25112","诅咒之塔10（精英）","诅咒之塔10（精英）","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","88.435199999999995","28.972799999999999","10.57785","3.762","4.1274625","4.0149999999999997","3.8315199999999998","1.885","0","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25113","诅咒之塔11（精英）","诅咒之塔11（精英）","","1010115","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","52.513199999999998","5.7796500000000002","4.1382000000000003","6.6231375000000003","4.2960500000000001","4.3540000000000001","1.885","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
"25114","诅咒之塔12（精英）","诅咒之塔12（精英）","","1010128","","1","0","5","1","","","1","1","0","0","0","0","1","0","2","0","0","150","0","false","0","0","0","0","0","0","90000","150","1000.0","100.0","0.0","78.959999999999994","60.36","10.904999999999999","3.762","9.5987500000000008","4.0149999999999997","4.3540000000000001","2.9","10.3","10.4","200","200","100","50","80","40","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0"
