"编号","名称","策划备注（战斗ID用途）","称谓","造型id","随机造型id","显示血量","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","是否倒地","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","控制几率修正","被控制几率修正","最大生命队伍中最大攻击力系数","进战斗默认连击点","怒气上限","进战斗默认怒气","命中系数","命中常数","最大生命系数","最大魔法系数","物攻系数","物防系数","法攻系数","法防系数","速度系数","治疗强度系数","控制命中系数","控制抗性系数","最大生命常数","最大魔法常数","物攻常数","物防常数","法攻常数","法防常数","速度常数","治疗强度常数","控制命中常数","控制抗性常数","物理暴击系数","物理抗暴系数","物理暴伤系数","法术暴击系数","法术抗暴系数","法术暴伤系数","治疗暴击系数","治疗暴击量系数","物理穿透系数","物理抵抗系数","法术穿透系数","法术抵抗系数","治疗加深系数","被治疗加深系数","控制加成系数","控制免疫系数","物理暴击常数","物理抗暴常数","物理暴伤常数","法术暴击常数","法术抗暴常数","法术暴伤常数","治疗暴击常数","治疗暴击量常数","物理穿透常数","物理抵抗常数","法术穿透常数","法术抵抗常数","治疗加深常数","被治疗加深常数","控制加成常数","控制免疫常数","额外属性1ID","额外属性1数值","额外属性2ID","额外属性2数值","额外属性3ID","额外属性3数值","额外属性4ID","额外属性4数值","额外属性5ID","额外属性5数值","额外属性6ID","额外属性6数值","额外属性7ID","额外属性7数值","额外属性8ID","额外属性8数值","额外属性9ID","额外属性9数值","额外属性10ID","额外属性10数值","反击几率","反击伤害系数","AI编号","技能1编号","技能1出现几率","技能1施放几率","技能1系数","技能1常数","技能2编号","技能2出现几率","技能2施放几率","技能2系数","技能2常数","技能3编号","技能3出现几率","技能3施放几率","技能3系数","技能3常数","技能4编号","技能4出现几率","技能4施放几率","技能4系数","技能4常数","技能5编号","技能5出现几率","技能5施放几率","技能5系数","技能5常数","技能6编号","技能6出现几率","技能6施放几率","技能6系数","技能6常数","是否远程"
"29810","大小姐","8519","","1020108","","1","0","5","2","","","4","1","0","0","1","0","1","0","4","24","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1441","1061","312","50","316","40","214","95","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20036","723002","1000","300","1","0.0","723001","1000","300","1","0.0","723002","1000","300","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29811","暗夜男","8519","","1020117","","1","0","5","2","","","4","1","0","0","1","0","1","0","4","24","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1441","1061","312","50","316","40","260","95","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16116","712001","1000","700","1","0.0","712003","1000","300","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29812","圣圣","8519","","1020106","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29813","光光","8519","","1020106","","1","0","5","1","","","4","1","1","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29814","棍棍","8519","","1020106","","1","0","5","1","","","4","1","2","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29815","骑骑","8519","","1020106","","1","0","5","1","","","4","1","3","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29816","士士","8519","","1020106","","1","0","5","1","","","4","1","4","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29817","团团","8519","","1020106","","1","0","5","1","","","4","1","5","0","0","0","1","0","4","23","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1027","1061","265","50","316","40","111","62","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29630","劣人","8514","","1020102","","1","0","5","1","","13","4","1","0","0","1","0","1","0","4","25","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20025","731000","1000","0","1","0.0","731001","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29631","五火球教主","8514","","1020112","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","25","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2534","1061","346","122","316","127","111","183","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16082","751002","1000","1000","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29632","五火球教徒","8514","","1020112","","1","0","5","1","","","4","1","1","0","0","0","1","0","4","25","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29640","哀木涕","8515","","1020101","","1","0","5","1","","11","4","1","0","0","1","0","1","0","4","26","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16084","713001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29641","美屡","8515","","1020111","","1","0","5","2","","","4","1","0","0","1","0","1","0","4","26","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2534","1061","346","122","316","127","111","183","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20026","731000","1000","0","1","0.0","731001","550","1000","1","0.0","731005","450","1000","1","0.0","0","1000","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29642","美屡仰慕者","8515","","1020102","","1","0","5","1","","","4","1","1","0","0","0","1","0","4","26","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"731000","1000","0","1","0.0","731002","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29650","黑石狱卒","8516","","1010146","","1","0","5","1","","","4","1","3","0","0","0","1","0","4","27","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"110001","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29651","黑石狱卒","8516","","1010145","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","27","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"207005","1000","1000","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29660","黑岩将军","8517","","1010148","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","28","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2422","1061","346","136","316","145","111","174","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16088","110001","1000","700","1","0.0","110003","1000","300","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29661","护卫","8517","","1030008","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","28","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29670","傀儡统帅","8518","","1010148","","1","0","5","1","","","4","1","3","0","1","0","1","0","4","29","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2422","1061","346","136","316","145","111","174","211","208","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20027","110001","1000","700","1","0.0","110003","1000","300","1","0.0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29671","卫兵","8518","","1030010","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","29","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","1723","1005","315","50","291","40","103","118","208","206","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29680","幽灵狼","8520","","1020134","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3057","1492","468","179","434","197","151","213","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16100","110001","1000","450","1","0.0","110003","1000","450","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29681","帮凶","8520","","1010121","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2484","1407","423","50","397","40","139","167","312","309","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29690","蓝龙之王","8521","","1030012","","1","0","5","4","","","4","1","0","0","0","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","4258","1576","580","209","520","158","167","309","325","320","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","1","","","","","","","","","","","","","","","","","0","0",,"160001","1000","300","1","0.0","150001","1000","700","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29691","随从","8521","","1010149","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2682","1492","468","50","434","40","151","183","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29700","发狂的幽灵狼","8522","","1020134","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","4576","1646","639","222","569","167","272","334","331","325","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16105","120002","1000","600","1","0.0","120003","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29701","帮凶","8522","","1010121","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","30","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2484","1407","423","50","397","40","139","167","312","309","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29705","刺客","8523","","1030010","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","33","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2682","1492","468","50","434","40","151","183","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"140002","1000","100","1","0.0","140004","1000","100","1","0.0","140001","1000","650","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29706","刺客","8523","","1030010","","1","0","5","1","","","4","1","1","0","0","0","1","0","4","33","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2682","1492","468","50","434","40","151","183","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"140002","1000","100","1","0.0","140006","1000","100","1","0.0","140001","1000","650","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29710","伯爵亲兵","8524","","1030011","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","35","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3923","1492","468","50","434","40","151","282","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"120001","1000","300","1","0.0","120004","1000","100","1","0.0","120002","1000","100","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29711","伯爵亲兵","8524","","1030010","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","35","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3923","1492","468","50","434","40","151","282","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"120001","1000","300","1","0.0","120004","1000","100","1","0.0","120002","1000","100","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29720","莫迪伦","8525","","1030002","","1","0","5","1","","","4","0.9","0","0","1","0","1","0","4","39","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2682","1492","468","50","434","40","151","183","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16106","150001","1000","800","1","0.0","150002","1000","200","1","0.0","0","0","0","0","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29721","元帅","8525","","1010131","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","39","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2682","1492","468","50","434","40","151","183","317","313","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","16107","120002","1000","300","1","0.0","120003","1000","150","1","0.0","120004","1000","150","1","0.0","160001","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29722","黑龙公主","8525","","1010144","","1","0","5","4","","","4","1","5","0","1","0","1","0","4","39","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","5267","1806","741","198","699","212","258","383","379","373","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","1","","","","","","","","","","","","","","","","","0","0","16108","140001","1000","600","1","0.0","160001","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29723","追随者","8525","","1010141","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","39","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","2865","1608","519","50","478","40","157","191","364","361","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29730","炮姐","8526","","1020123","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","41","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","4472","2035","740","320","666","355","290","314","434","426","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","20030","773001","1000","800","1","0.0","773002","1000","200","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29731","炮姐小妹","8526","","1030009","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","41","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3510","1922","591","50","552","40","191","237","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"727001","1000","300","1","0.0","727000","1000","100","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29740","大小姐","8527","","1020108","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","43","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3862","2035","740","320","666","355","290","265","434","426","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"723002","1000","800","1","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0",
"29741","暗夜男","8527","","1020117","","1","0","5","1","","","4","1","0","0","1","0","1","1","4","43","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3862","2035","740","320","666","355","290","265","434","426","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0","13002","711001","1000","200","1","0.0","711002","1000","200","1","0.0","711003","1000","200","1","0.0","711004","1000","200","1","0.0","711005","1000","200","1","0.0","0","0","0","0.0","0.0",
"29742","方砖","8527","","1020118","","1","0","5","1","","","4","1","0","0","1","0","1","0","4","43","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3862","2035","740","320","666","355","290","265","434","426","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"722000","1000","500","1","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0",
"29750","黑兽","8528","","1010129","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","44","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3510","1922","591","50","552","40","191","237","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"150001","1000","300","1","0.0","150002","1000","300","1","0.0","150003","1000","300","1","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0","0","0","0","0.0","0.0",
"29760","黑兽","8529","","1010129","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","45","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3510","1922","591","50","552","40","191","237","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"140001","1000","500","1","0.0","140002","1000","400","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
"29770","黑兽","8530","","1010129","","1","0","5","1","","","4","1","0","0","0","0","1","0","4","46","0","150","0","false","0","0","0","0","0","0.0","0","150","150","100.0","100.0","0","0","0","0","0","0","0","0","0","0","3510","1922","591","50","552","40","191","237","422","417","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0.6","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","810","0","820","0","","","","","","","","","","","","","","","","","0","0",,"110001","1000","200","1","0.0","110002","1000","200","1","0.0","110003","1000","200","1","0.0","110004","1000","200","1","0.0","0","0","0","1","0.0","0","0","0","0.0","0.0",
